0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
1.0000001,0.43653747,0.54243684,0.5326507,0.37951595,0.51982915,0.3275807,0.5364549,0.37448475,0.38318694,0.4291345,0.4239083,0.48282868,0.2994393,0.23049691,0.29486078,0.42503428,0.24030244,0.48079923,0.35569713,0.30593264,0.30438292,0.2821585,0.33098182,0.37126067,0.41190183,0.41143593,0.4802206,0.3981827,0.58123684,0.32570913,0.2965665,0.42808253,0.60006887,0.5202803,0.27461785,0.4241522,0.33749247,0.29707754,0.22840565,0.28165194,0.31316477,0.22602314,0.4402371,0.3928873,0.40698013,0.311149,0.33259973,0.3420713,0.40496963,0.31246686,0.32751793,0.26075745,0.3186924,0.26213747,0.32305762,0.23492514,0.21747074,0.410057,0.50308675,0.46286586,0.36029583,0.31782585,0.31788749,0.402049,0.57061136,0.5807581,0.5297658,0.28770477,0.5412369,0.43085906,0.26454046,0.3035058,0.42696446,0.3376037,0.45851213,0.3491987,0.30690247,0.37422204,0.24935597,0.41570243,0.34093913,0.28691763,0.21376804,0.17958526,0.26617682,0.3180865,0.2259691,0.31848145,0.3969522,0.2857782,0.32336652,0.30720258,0.30257487,0.27588844,0.26171568,0.36684662,0.38192832,0.423165,0.29793233,0.24773364,0.24643224,0.36450133,0.3046587,0.30513117,0.24462964,0.2936418,0.2060425,0.3208811,0.33445755,0.30362287,0.24535322,0.38109833,0.23996153,0.2520701,0.2334458,0.2716533,0.3195331,0.53132504,0.30270216,0.37912518,0.27587998,0.33634788,0.2531614,0.36192828,0.40821862,0.35837406,0.46099773,0.56957406,0.38416466,0.25028938,0.27771533,0.21856804,0.39590648,0.3620122,0.27731588,0.46839106,0.31717837,0.22833219,0.23160025,0.23029177,0.30238852,0.3003789,0.28000045
0.43653747,1.0000002,0.40167084,0.58743954,0.42960656,0.41686463,0.46672866,0.34925586,0.318687,0.47034758,0.33267933,0.44851303,0.6227601,0.31159297,0.26412037,0.3587558,0.49869442,0.30487084,0.52309227,0.338394,0.59316707,0.3624223,0.442416,0.3578763,0.4136704,0.44533092,0.42143813,0.44181007,0.50731534,0.5121697,0.40238473,0.30739802,0.42937845,0.39103156,0.39761665,0.24524869,0.2947922,0.4446477,0.3543715,0.2624842,0.29550198,0.34419346,0.24341853,0.36225915,0.36746317,0.4859473,0.36588666,0.50563556,0.32895657,0.3403669,0.3853824,0.5095246,0.41091815,0.3204601,0.3467878,0.38283223,0.4242136,0.29434794,0.44456625,0.52873826,0.32499707,0.32940304,0.33286554,0.35933232,0.38008887,0.5342644,0.41922653,0.45254278,0.27109084,0.33835164,0.4139124,0.21400234,0.30912086,0.42184293,0.32859784,0.4717868,0.3418994,0.27343285,0.4334629,0.28009808,0.50015306,0.42006445,0.35753578,0.1689262,0.24040037,0.18284364,0.43156195,0.2918052,0.38441932,0.36604327,0.33594817,0.34129724,0.29892325,0.33838066,0.32537854,0.29943156,0.37544948,0.36845908,0.4302004,0.36000186,0.27154624,0.22827686,0.4816491,0.31666994,0.32431865,0.40869084,0.32762992,0.26338127,0.33924195,0.47089598,0.23025852,0.16548868,0.450611,0.31176832,0.5174163,0.22009502,0.3496242,0.4394357,0.25063783,0.35557392,0.40788525,0.39866316,0.40410042,0.4753059,0.29034555,0.41677016,0.29713178,0.4074454,0.34195897,0.48100328,0.34218854,0.3508184,0.3241008,0.43943048,0.39984414,0.31940097,0.42860115,0.36916813,0.25793967,0.21436542,0.25672454,0.42638037,0.39689413,0.37739378
0.54243684,0.40167084,1.0000002,0.6209462,0.38479793,0.48610592,0.31803972,0.41678697,0.34352565,0.39297217,0.36976162,0.40498543,0.40886024,0.44712436,0.34598625,0.3989823,0.34166366,0.26707694,0.361614,0.4165943,0.30467373,0.36093193,0.21157196,0.39713484,0.33490464,0.42887133,0.4606474,0.41911867,0.2925443,0.5275949,0.43126994,0.3514572,0.5343621,0.45735618,0.5300343,0.42008278,0.31416902,0.36598122,0.26648003,0.27064767,0.33244795,0.34513927,0.28281873,0.3398332,0.3604464,0.39356714,0.34462735,0.45134658,0.2824265,0.45039725,0.3857992,0.42878008,0.32393616,0.2977708,0.36979935,0.44141316,0.33976105,0.19184765,0.32908118,0.49796075,0.4477033,0.43938148,0.3941417,0.4421618,0.29145372,0.36947423,0.37343353,0.3733682,0.1558533,0.41220272,0.3545865,0.38237378,0.41731358,0.35300112,0.22825001,0.3502258,0.24157822,0.30492508,0.33591884,0.22329956,0.3176111,0.29722393,0.28847837,0.2200557,0.29967475,0.21147245,0.42099977,0.24143572,0.3686636,0.3954034,0.26601326,0.35253882,0.48221514,0.3312748,0.29645395,0.3519462,0.36698538,0.4079048,0.2992576,0.40221667,0.3340333,0.34996358,0.4131157,0.2645383,0.27924457,0.24933586,0.19452947,0.18564647,0.2578491,0.32825345,0.2738707,0.23497713,0.3897853,0.36092865,0.39480358,0.28506815,0.37613064,0.34517905,0.30336946,0.30836716,0.38107598,0.4091627,0.39773422,0.31514204,0.34694576,0.39966202,0.29489732,0.40569267,0.39092952,0.36631373,0.3649462,0.350429,0.3401953,0.34917507,0.44250175,0.33534545,0.39444572,0.29503566,0.3883711,0.20081735,0.2066587,0.4241898,0.39381355,0.4454643
0.5326507,0.58743954,0.6209462,0.9999999,0.3918543,0.53077286,0.41416872,0.44036874,0.31942582,0.53765714,0.4632138,0.44618976,0.6139202,0.42834353,0.31620017,0.4016098,0.5309948,0.3097637,0.4673219,0.43808436,0.44030702,0.36353326,0.3631388,0.35694414,0.428865,0.47721198,0.4176432,0.5546886,0.4079672,0.5932137,0.49505228,0.36121824,0.5460533,0.49625948,0.5016959,0.28101122,0.43784535,0.5532466,0.29520103,0.2415219,0.342673,0.38592133,0.27508312,0.37387827,0.38731277,0.5498543,0.41939017,0.41528803,0.25137082,0.43854564,0.450378,0.46591502,0.32794243,0.32694358,0.20136753,0.31945166,0.35073838,0.2260645,0.41243958,0.581841,0.45811483,0.3913566,0.3091681,0.46786758,0.3727702,0.5128596,0.42391536,0.38744062,0.24317242,0.3992659,0.38604262,0.2405971,0.34276116,0.49272004,0.27636784,0.46922374,0.24199983,0.29398924,0.40692812,0.2656967,0.49477303,0.3469279,0.34262162,0.20938821,0.26537976,0.2241745,0.42834717,0.35579115,0.36677969,0.39128822,0.26627684,0.28338608,0.3643335,0.3819238,0.30819193,0.24057356,0.4805776,0.42779607,0.39411536,0.40116072,0.26934844,0.28734747,0.55140865,0.34963965,0.32670867,0.34802762,0.3731739,0.267111,0.40590474,0.36377078,0.36078942,0.24521786,0.44678187,0.34556076,0.41183987,0.3037991,0.42558998,0.40635592,0.29369336,0.33402792,0.41898113,0.48920387,0.34888446,0.3945334,0.39051425,0.39463726,0.4594723,0.5057092,0.43172735,0.49482366,0.30027053,0.28939742,0.25178555,0.46562827,0.41613021,0.27527276,0.44440055,0.36984363,0.34841096,0.24590796,0.13383012,0.3069212,0.3208266,0.35309267
0.37951595,0.42960656,0.38479793,0.3918543,1.0000001,0.3701931,0.4110014,0.28238404,0.38588732,0.40356034,0.36181474,0.34515244,0.38837317,0.4249647,0.463759,0.5230327,0.47614664,0.4721385,0.4292478,0.31144005,0.40389407,0.29782477,0.2518544,0.4950301,0.4557338,0.496684,0.39317825,0.2848535,0.41758567,0.5405053,0.48128837,0.41063276,0.46578902,0.44113463,0.42841426,0.4234743,0.30068293,0.4183368,0.23531666,0.43455505,0.4040205,0.41533676,0.38141567,0.34673116,0.38036302,0.5237436,0.5610274,0.46612072,0.39102557,0.44840282,0.4978425,0.5058327,0.47636047,0.42073888,0.32534748,0.33501226,0.4199092,0.35497728,0.4226514,0.45412892,0.56711674,0.41389465,0.41289824,0.51739454,0.49047327,0.4955181,0.42564425,0.44508013,0.30800802,0.45426178,0.4195211,0.3480987,0.33167875,0.4161268,0.37843364,0.43338713,0.29793307,0.35072443,0.330387,0.3246259,0.3384778,0.31468803,0.4430319,0.38441384,0.49056116,0.24575388,0.520328,0.47725785,0.5298916,0.3998533,0.24548407,0.46474877,0.3855143,0.42187098,0.37582284,0.44443804,0.4735338,0.4907621,0.3565885,0.34182516,0.44175956,0.26523358,0.4263345,0.23940367,0.25628415,0.28910047,0.24771643,0.3115703,0.2970148,0.38123474,0.2666971,0.20597005,0.42206216,0.34494436,0.5114624,0.28234625,0.43351424,0.39638004,0.35672522,0.3928763,0.44492328,0.48832834,0.40284163,0.327796,0.48060486,0.40607196,0.39171785,0.38708517,0.45797116,0.36839986,0.30304357,0.39013794,0.290417,0.49825156,0.5255188,0.41586798,0.43774658,0.39766687,0.4478564,0.32331574,0.41374516,0.3897735,0.34909493,0.34498152
0.51982915,0.41686463,0.48610592,0.53077286,0.3701931,0.9999999,0.45227504,0.37206596,0.30051467,0.3677217,0.339252,0.4018845,0.47632143,0.32166108,0.30834028,0.26413938,0.27621332,0.24465835,0.36608824,0.39773834,0.3493675,0.24758153,0.25712726,0.23918521,0.26564646,0.3184686,0.2969069,0.44628823,0.40567812,0.38638508,0.28971013,0.2177251,0.41907984,0.37602383,0.32762364,0.18099253,0.38498902,0.38500166,0.26494405,0.19630235,0.30181313,0.257888,0.21502385,0.31836295,0.36460057,0.4773754,0.42171907,0.37170964,0.29262578,0.50193185,0.32961273,0.3454209,0.22125739,0.275663,0.22315958,0.21055603,0.34968296,0.16123703,0.4041468,0.40713668,0.2660935,0.30336756,0.29427707,0.2973477,0.36855257,0.47005093,0.49162972,0.42478225,0.30218986,0.41689172,0.4138882,0.28257108,0.29601672,0.4521175,0.24553451,0.5441624,0.34770355,0.27281097,0.3297211,0.23605816,0.30210346,0.32206026,0.34377545,0.14019299,0.24027935,0.18275645,0.40728307,0.2781071,0.30466008,0.37035778,0.22326134,0.29517788,0.2897733,0.24174905,0.17716177,0.2779976,0.39541858,0.38277465,0.39163744,0.34156778,0.25362146,0.18856797,0.38361874,0.3961914,0.28530017,0.32077426,0.39131916,0.20426607,0.35213017,0.34697342,0.3948193,0.2536773,0.37625593,0.23343155,0.2662414,0.25015143,0.3894323,0.40370986,0.3713838,0.29214185,0.30093652,0.35089418,0.4304679,0.3862805,0.28331882,0.32443917,0.38564402,0.4109714,0.49951735,0.527055,0.23003781,0.2113242,0.21490845,0.33791077,0.28423315,0.19869018,0.4114918,0.21747833,0.26728874,0.11102936,0.13562131,0.23941569,0.18748915,0.31194097
0.3275807,0.46672866,0.31803972,0.41416872,0.4110014,0.45227504,0.99999976,0.3989526,0.43309015,0.5090067,0.4295389,0.32118487,0.42974687,0.4257806,0.30491817,0.34190264,0.35825777,0.35433716,0.30555072,0.4045286,0.41095856,0.25817397,0.30920905,0.41222107,0.25004572,0.3956037,0.39497066,0.5070729,0.4422812,0.42383042,0.42032984,0.29676616,0.3668087,0.35066855,0.3611328,0.25999433,0.30824742,0.4278333,0.29013228,0.271704,0.3201189,0.45927188,0.24889612,0.40904212,0.38267022,0.4736998,0.352584,0.44384384,0.2764293,0.29861057,0.34532598,0.4998111,0.3583612,0.40624458,0.28059772,0.34348914,0.4278161,0.36929598,0.31161672,0.43652302,0.36622882,0.3520341,0.43450683,0.39285678,0.46002877,0.4289561,0.37714455,0.39117944,0.20042017,0.35028654,0.2617659,0.22480237,0.31532997,0.46347234,0.32326043,0.4344021,0.3198515,0.42081708,0.4211937,0.38514817,0.33811426,0.4353075,0.36770043,0.1990467,0.31691638,0.2926681,0.27404946,0.2797609,0.34051865,0.32381585,0.29911155,0.35268244,0.33900753,0.1745136,0.29141712,0.4304609,0.40336528,0.47646224,0.40372518,0.3658486,0.29861563,0.24079274,0.3434999,0.31343687,0.29032734,0.40545374,0.27326137,0.24912983,0.3365426,0.36030552,0.39077842,0.15316908,0.4027151,0.35479072,0.4601566,0.31474736,0.33502567,0.35062146,0.27033305,0.36316222,0.440148,0.39522853,0.379202,0.36043996,0.3026748,0.4424099,0.36367884,0.3873603,0.35674173,0.40264428,0.30896407,0.38676432,0.29158074,0.29933143,0.3429488,0.34333432,0.28681803,0.3718111,0.31433353,0.1873787,0.20873228,0.38244513,0.33539534,0.3879359
0.5364549,0.34925586,0.41678697,0.44036874,0.28238404,0.37206596,0.3989526,1.0,0.57535267,0.5036811,0.46747512,0.4030561,0.39530805,0.31265187,0.18333498,0.30775058,0.3328574,0.322494,0.4310768,0.54070175,0.36553282,0.15232469,0.20370704,0.26264244,0.30354628,0.28055412,0.37321013,0.55478114,0.40120924,0.47840944,0.3430845,0.28475118,0.31108102,0.49475873,0.6098723,0.2919166,0.3552196,0.3390477,0.28007835,0.28597426,0.26027888,0.34667277,0.19734216,0.46869,0.33443332,0.5279279,0.29578045,0.28459173,0.20456353,0.26972675,0.3202385,0.38416275,0.27387825,0.3326403,0.30300042,0.34309903,0.2616178,0.18813628,0.28006548,0.4309566,0.38309696,0.32019937,0.2930345,0.28898937,0.27270335,0.4314263,0.41489267,0.38437903,0.23086753,0.37637627,0.31756377,0.2394175,0.31085968,0.3065557,0.32247734,0.45872068,0.30987957,0.2528605,0.36389145,0.27972555,0.4388561,0.34547895,0.25745273,0.20485136,0.20257287,0.27794063,0.25297323,0.24708153,0.2570324,0.32407373,0.20580128,0.24391697,0.30337584,0.34375104,0.3027764,0.24607003,0.30972666,0.39716542,0.36550993,0.2914008,0.200421,0.25801164,0.34847388,0.3054946,0.349967,0.33520284,0.34217638,0.26743346,0.29972863,0.32033086,0.25093186,0.18956238,0.43020397,0.28121692,0.24319112,0.25900742,0.27064785,0.30377772,0.25485665,0.23680314,0.37837505,0.24943432,0.2471394,0.23381078,0.28423214,0.33716065,0.25928694,0.40961334,0.33680058,0.29423344,0.1846048,0.32254544,0.25429383,0.27508485,0.2933339,0.2680812,0.38496822,0.3310324,0.27223948,0.2524659,0.12980652,0.31354716,0.3379274,0.23204917
0.37448475,0.318687,0.34352565,0.31942582,0.38588732,0.30051467,0.43309015,0.57535267,0.9999999,0.4540905,0.4334432,0.34630913,0.38036165,0.26860967,0.3130831,0.35682058,0.2915036,0.37773997,0.40589264,0.38241175,0.31212547,0.13557906,0.24130102,0.33177382,0.33261845,0.3350505,0.4043066,0.4024601,0.411427,0.4774268,0.3739075,0.3122442,0.36830416,0.43629992,0.53059906,0.40519774,0.31055135,0.3210827,0.25840232,0.2600336,0.2894357,0.42940962,0.23641011,0.4477382,0.4284708,0.52744347,0.33345282,0.32183298,0.2738825,0.2802622,0.31163493,0.36889017,0.3286292,0.3906663,0.26333457,0.30521896,0.30663761,0.29598585,0.3316823,0.36534354,0.4368953,0.350834,0.43540674,0.34964162,0.36851722,0.45977297,0.49250478,0.38139996,0.23118311,0.40275702,0.3523302,0.35218182,0.38706177,0.32317215,0.36928177,0.42454627,0.39607397,0.42831093,0.40841013,0.42200077,0.41301474,0.27980214,0.3600223,0.27587894,0.28076604,0.23603502,0.2873533,0.29739353,0.31883758,0.35533774,0.25788182,0.344884,0.2630608,0.37733212,0.33804706,0.37975094,0.33344385,0.41337606,0.33810705,0.27158442,0.24958383,0.24108522,0.3179827,0.3171485,0.28546143,0.32248038,0.27855772,0.27446872,0.42296988,0.3638571,0.2388598,0.16189358,0.35346594,0.30737004,0.2931121,0.22761464,0.28115606,0.30467618,0.24976106,0.3519062,0.4237684,0.3599926,0.3304873,0.24926877,0.31812108,0.42358682,0.2642885,0.36824068,0.39952916,0.2823822,0.28683057,0.30699766,0.27197877,0.30268225,0.270343,0.25471985,0.3869512,0.3180322,0.4070389,0.18567696,0.18601835,0.30212864,0.2921801,0.2554272
0.38318694,0.47034758,0.39297217,0.53765714,0.40356034,0.3677217,0.5090067,0.5036811,0.4540905,0.99999994,0.66540265,0.5713839,0.6134606,0.33977824,0.22997688,0.36457288,0.43752408,0.43111658,0.58200103,0.5357842,0.4613381,0.19291942,0.31799665,0.37253967,0.31956625,0.34065774,0.53140247,0.52726966,0.52239263,0.5253941,0.4081673,0.26248407,0.4384024,0.4355309,0.4388731,0.35484564,0.4112095,0.617767,0.31431988,0.34031922,0.23483428,0.4274445,0.14075741,0.41421908,0.43587953,0.5917089,0.39463428,0.38038325,0.24478528,0.37841088,0.42316067,0.43065163,0.4211282,0.3058451,0.27761638,0.2964315,0.34980357,0.29026335,0.31336024,0.37859067,0.40561482,0.3380054,0.30731553,0.4267073,0.33511814,0.5005964,0.44060132,0.43496597,0.28318924,0.37704808,0.2933104,0.26647332,0.3104733,0.3668587,0.44832706,0.433555,0.35769033,0.3350902,0.4075365,0.28664944,0.4305172,0.37302822,0.29679078,0.17119946,0.36896408,0.26658183,0.32386047,0.26788664,0.37348747,0.33647865,0.27417246,0.3133517,0.34818804,0.2736534,0.39752454,0.3128681,0.3718157,0.4388021,0.35337707,0.28179115,0.34569526,0.27254617,0.55091363,0.4616189,0.4013197,0.46691662,0.4544009,0.30699307,0.41736192,0.40037614,0.38943744,0.17268163,0.40090513,0.2806271,0.39470086,0.27853367,0.41311973,0.40376034,0.29887265,0.31962198,0.38720948,0.34000173,0.31459796,0.32614127,0.44632334,0.3735826,0.43933633,0.40939677,0.34129328,0.3891359,0.263101,0.2873115,0.29867196,0.37984914,0.3238076,0.28547996,0.4220191,0.33196998,0.30469668,0.1660834,0.27498156,0.28232002,0.3077682,0.29189453
