0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
0.8216983,0.35036522,0.43873614,0.42123738,0.21641463,0.42064738,0.20200984,0.41205758,0.261994,0.25158733,0.24705826,0.30577442,0.39156348,0.16012314,0.033952273,0.15654236,0.30586988,0.04077551,0.31814736,0.23906013,0.12885405,0.19169855,0.13094704,0.0890601,0.20455943,0.18341213,0.2616556,0.3772201,0.2878577,0.4232778,0.094735526,0.15262157,0.2671358,0.417681,0.38014492,0.1207455,0.29131252,0.17724678,0.14119372,0.04800968,0.082035676,0.13727437,0.047318958,0.26470423,0.2676895,0.25323194,0.13969004,0.11452763,0.22202669,0.22230452,0.13711575,0.19722609,0.1176645,0.17029357,0.060461484,0.10506309,0.12171653,0.10957101,0.24031898,0.34926194,0.27265084,0.22534752,0.17286766,0.19286299,0.23819259,0.38606092,0.44903773,0.35045686,0.20413983,0.3980159,0.31362098,0.06902966,0.17888257,0.27547792,0.24244872,0.3073548,0.17454237,0.14760026,0.21530408,0.043387152,0.26383707,0.1809953,0.10857428,-0.01463766,0.0161248,0.18284324,0.15587091,0.0513249,0.15700689,0.24336314,0.079103686,0.17990322,0.1633949,0.12749338,0.10268657,0.1187556,0.19952291,0.23508102,0.2403988,0.18470992,0.08439316,0.07972674,0.20207146,0.20464706,0.13429485,0.09490336,0.16889134,0.020282252,0.19436218,0.18559009,0.15830694,0.13020498,0.25279358,0.078039005,0.10928267,0.074914515,0.1774069,0.15599433,0.32916415,0.1718106,0.20767736,0.110138714,0.18222037,0.070239365,0.17138454,0.25395456,0.1639241,0.33152014,0.42781526,0.2192108,0.09511193,0.08218163,0.079132915,0.18860811,0.18762654,0.09519907,0.30838796,0.17451587,0.13126048,0.12675548,0.084552966,0.08025022,0.10081765,0.1724252
0.23090942,0.5533491,0.35720935,0.48650736,0.16309632,0.37752908,0.33131814,0.21579178,0.14052284,0.3565921,0.22670609,0.4052468,0.4633217,0.2420528,-0.003069656,0.17992795,0.17336373,0.17340207,0.36794478,0.3103368,0.24816667,0.15840681,0.19267128,0.08328384,0.1632413,0.17634599,0.25500423,0.31181344,0.298829,0.19705613,0.16365628,0.1405437,0.28351986,0.21648191,0.23124255,0.05562743,0.18412721,0.39154842,0.075644694,-0.018647349,0.047872026,0.12266443,-0.0037169456,0.19365993,0.21727459,0.26590875,0.09988664,0.31296054,0.16238266,0.16543321,0.15247667,0.2967934,0.1558216,0.10439556,0.09712304,0.08168338,0.23447353,0.065431565,0.18761961,0.23653924,0.055731505,0.17675683,0.09485714,0.24720854,0.17316797,0.32910222,0.24316329,0.19356282,0.019813,0.12726352,0.089468926,0.013174582,0.11996573,0.27522942,0.16803136,0.32409033,0.20096831,0.17603095,0.27056077,-0.031450897,0.37179062,0.19173938,0.074707404,0.0056980867,0.03648495,0.082409054,0.17792894,0.06329225,0.15243842,0.18658301,0.06136557,0.09104061,0.13797632,0.16136435,0.07561977,0.060142774,0.16452749,0.19908914,0.20471114,0.1837906,0.079047866,0.059976406,0.31039587,0.23010859,0.15717155,0.18255067,0.13887505,0.07164424,0.18816327,0.10595084,0.09331564,0.11327871,0.2879999,0.1053619,0.16047683,0.02874199,0.103101246,0.2423263,0.10667324,0.11853311,0.24128652,0.259575,0.21235687,0.24253033,0.1356479,0.13489717,0.16590163,0.2757678,0.21498147,0.27913675,0.15948369,0.04796032,0.07875793,0.1303946,0.1680665,0.015591687,0.16780353,0.1311543,0.13449097,0.04752212,0.041150108,0.11945752,0.10073305,0.2797269
0.16755943,0.27710378,0.22875133,0.4431728,0.26299685,0.17625678,0.15226081,0.13704589,0.14062744,0.20380828,0.25484535,0.26038858,0.35536596,0.38596636,0.4169014,0.2884223,0.35454082,0.24526349,0.24458992,0.1629054,0.25615802,0.3391411,0.20231657,0.35914853,0.38398543,0.22670282,0.23153068,0.22001624,0.25331122,0.23221818,0.3591293,0.27870145,0.22143525,0.26111585,0.18573132,0.19818732,0.30784062,0.16512796,0.3711004,0.1331355,0.30522248,0.26350605,0.3407502,0.15922783,0.14744473,0.23312563,0.3318103,0.22480579,0.24802415,0.3151515,0.3560738,0.13385701,0.16799386,0.15880401,0.15759122,0.20943278,0.14053355,0.1603332,0.2748988,0.33118057,0.42291966,0.26492843,0.15561447,0.20743982,0.15325756,0.17608063,0.1870768,0.10046118,0.111794695,0.29836738,0.38104331,0.2956478,0.3270936,0.08120199,0.18003297,0.20355785,0.1810771,0.2323017,0.21847655,0.17930466,0.21512075,0.26567963,0.22229296,0.2289173,0.33519673,0.09489887,0.41474876,0.3748114,0.2824258,0.25810346,0.40795767,0.2224865,0.21591163,0.36340708,0.2512197,0.15597619,0.2899174,0.20457548,0.17589529,0.2815246,0.2692111,0.18551719,0.24899086,0.075263664,0.22560555,0.13660765,0.27509654,0.07562326,0.17339419,0.26706356,0.12623954,-0.00722694,0.18891884,0.17048383,0.2211576,0.1178132,0.29338562,0.3241149,0.17133492,0.17010134,0.24011588,0.35083115,0.210908,0.20976631,0.20651734,0.13468279,0.27124962,0.20806158,0.20690094,0.24744129,0.21066102,0.1891366,0.26138693,0.35338292,0.29708666,0.26395804,0.1738902,0.22489181,0.2294541,0.22225395,0.038442135,0.23643559,0.19138762,0.1389192
0.20299855,0.33462426,0.26901942,0.31696272,0.7391653,0.23765203,0.27230343,0.11069572,0.2275502,0.29573888,0.23960027,0.2571595,0.28744856,0.2875201,0.32043326,0.4293274,0.35814065,0.34798723,0.33741176,0.15884365,0.33391577,0.3295997,0.22853169,0.3131852,0.33027095,0.3994583,0.25952134,0.19633627,0.32231337,0.39706755,0.346649,0.16351955,0.37958285,0.32318726,0.30853,0.29301992,0.17456485,0.322458,0.18298309,0.33971074,0.28862026,0.29255843,0.23853785,0.20662111,0.32076725,0.40625733,0.42501885,0.41850546,0.3342508,0.30677047,0.40582907,0.32778022,0.30148605,0.17694277,0.19977106,0.17884172,0.2314778,0.20398909,0.36242256,0.3869749,0.41781414,0.27365977,0.23315603,0.3870011,0.33589485,0.35988462,0.2949041,0.30538428,0.15377983,0.23402537,0.35293713,0.29532605,0.250008,0.3200888,0.31497997,0.2843981,0.18777764,0.2950421,0.28101325,0.24036156,0.25872475,0.21897754,0.399807,0.27566186,0.38256767,0.2905165,0.40303528,0.40244812,0.37899128,0.3185153,0.1616226,0.34868884,0.16198257,0.304974,0.23257862,0.28097486,0.37364087,0.3099669,0.28082693,0.24820542,0.42630106,0.12426345,0.3175012,0.1142222,0.1089585,0.22208905,0.12752819,0.21424358,0.21280001,0.31490678,0.15971921,0.09475032,0.25794712,0.22037423,0.39417636,0.12339242,0.33632144,0.3117989,0.23217428,0.35371235,0.29881328,0.35404277,0.24157676,0.25963005,0.43942723,0.29639092,0.2967932,0.27743423,0.34852532,0.30310613,0.13793801,0.1969962,0.250649,0.35075152,0.37269723,0.28546497,0.35089827,0.24208903,0.3037902,0.18465474,0.22711858,0.23990054,0.17302513,0.24397177
0.39295956,0.24121019,0.27936137,0.37036562,0.17460722,0.7870941,0.21284573,0.13444558,0.12679563,0.22730455,0.14156342,0.2572856,0.3020069,0.16477193,0.14416146,0.062462382,0.114240214,0.072972566,0.2606241,0.24729332,0.20065977,0.13463901,0.15118578,0.022413908,0.1020097,0.0974727,0.111120015,0.22941186,0.21170807,0.218069,0.033411317,-0.011704123,0.20449288,0.29029143,0.115702406,0.039800256,0.28121138,0.17471676,0.06036523,-0.0138396965,0.08122432,0.08217533,0.05709372,0.13584575,0.19049485,0.29542503,0.21444586,0.15667221,0.30722427,0.37393016,0.19089401,0.115342736,0.06442847,0.08811347,0.0155009655,-0.018897345,0.14500493,0.051613547,0.26141924,0.22340259,0.057880715,0.23174855,0.11715652,0.14899263,0.23820418,0.32198307,0.348392,0.2129983,0.19912595,0.27110127,0.24492037,0.093904845,0.22728218,0.3346317,0.14231811,0.37298438,0.17730731,0.11178732,0.19912718,0.09650797,0.14157501,0.15728903,0.1785717,0.01641383,0.11916213,0.0793052,0.28928533,0.13930365,0.09495987,0.21710944,0.030528547,0.11291336,0.02645621,0.12911524,0.019944955,0.11211083,0.19789004,0.16403519,0.20736408,0.16007277,0.06480475,0.022796014,0.1971766,0.25688818,0.117210574,0.16716461,0.28487962,0.013434405,0.19861226,0.16980566,0.29201087,0.11724451,0.20306198,0.031196877,0.06349423,0.025645394,0.2386882,0.2683331,0.2434801,0.13967092,0.10820096,0.12967017,0.19536683,0.215384,0.15195769,0.20404512,0.33773094,0.27751976,0.3919136,0.39356577,0.06017375,0.011106549,0.058534563,0.1537163,0.08840299,-0.023802668,0.2001316,-0.011870443,0.08790572,-0.081727065,0.028693905,3.4706667e-05,-0.043513518,0.17251328
0.22088785,0.38425305,0.1559757,0.3542556,0.26591915,0.30574632,0.72751707,0.2950934,0.32940367,0.46195465,0.4282958,0.3278584,0.366957,0.31516713,0.08978215,0.21991947,0.31399217,0.27839944,0.33166164,0.33375102,0.37598395,0.09510993,0.2341396,0.20930149,0.17362121,0.26594514,0.3185764,0.48166806,0.44263595,0.32334197,0.24649063,0.18732703,0.25116578,0.29583958,0.33035108,0.065603234,0.19026698,0.34712696,0.15475233,0.096864134,0.11793694,0.30050218,0.087187484,0.33033898,0.281058,0.37895867,0.17170033,0.32465875,0.20251434,0.21776746,0.22497998,0.3563286,0.24753003,0.2572797,0.14133862,0.1987814,0.2636112,0.23815078,0.23516524,0.29014742,0.24290913,0.23275584,0.27894476,0.2722724,0.35182995,0.35669905,0.25751406,0.29092968,0.1249302,0.24190684,0.13946587,0.10920074,0.16256812,0.36446,0.23177187,0.36197662,0.22912255,0.27062184,0.2745811,0.1910022,0.38532677,0.25645828,0.24549222,0.21374843,0.17682406,0.13487746,0.185745,0.17816952,0.19813097,0.14432108,0.13422352,0.14650539,0.14221652,0.12123174,0.12874103,0.21778034,0.24945831,0.28711438,0.27069223,0.13069484,0.18148078,0.08955207,0.25783825,0.26319855,0.24387145,0.36394957,0.26366612,0.21664414,0.2959077,0.24708605,0.31453937,0.07371565,0.22444281,0.20913541,0.37040204,0.13872175,0.23589455,0.2243053,0.1506049,0.1954693,0.3290149,0.25570536,0.20997645,0.21660444,0.17929512,0.2545264,0.26780945,0.31153673,0.24355446,0.3016035,0.13781212,0.17414194,0.19026196,0.20914896,0.19263393,0.16379786,0.21920492,0.19671024,0.15004584,0.09121919,0.10241851,0.21499112,0.20972295,0.22651723
0.4226667,0.23405284,0.26308936,0.35757884,0.11763543,0.27605265,0.29523477,0.8052749,0.4821735,0.36650267,0.36360252,0.34942698,0.29090652,0.20010492,-0.0012939554,0.18450417,0.22753562,0.1310435,0.37101394,0.39723438,0.26761246,0.032585353,0.055258308,0.048881046,0.15796882,0.14940575,0.23489493,0.48513812,0.3012749,0.32397825,0.13269252,0.107566856,0.19671032,0.36708555,0.5065959,0.14796162,0.19580238,0.15049839,0.11299826,0.090667546,0.041140944,0.18895715,0.038171846,0.33215913,0.23811388,0.4083783,0.181128,0.08642029,0.13868092,0.1081717,0.15692939,0.18806902,0.05180346,0.20107283,0.09249667,0.12852596,0.07292917,0.052634098,0.13955966,0.29400805,0.2442173,0.16940364,0.13158576,0.16306204,0.15534115,0.29228154,0.34757948,0.30324852,0.14668937,0.25774235,0.19767669,0.09830448,0.16881105,0.18647362,0.1937034,0.29693142,0.1719631,0.12058371,0.24960722,0.1079146,0.3467243,0.15236728,0.048943378,0.05739431,0.038576923,0.094212845,0.08932162,0.06461354,0.09370082,0.11835183,0.08216572,0.041603856,0.14349091,0.1907167,0.1322267,0.07439126,0.17115223,0.2808195,0.2142881,0.17869899,0.058760244,0.100935295,0.21024275,0.16613483,0.18153681,0.13591194,0.23835726,0.11449704,0.2382432,0.14255345,0.08222698,0.09701726,0.2854188,0.14314458,0.07960594,0.08434367,0.15278557,0.1252173,0.15046711,0.06765888,0.2255621,0.09851158,0.09405128,0.06828241,0.13936222,0.24087112,0.098199695,0.26590192,0.24785319,0.15140562,0.010678795,0.09460816,0.15432267,0.11182142,0.10097918,0.07694955,0.1965401,0.11935247,0.13649939,0.13799553,-0.026965516,0.09111785,0.11529093,0.06873226
0.17791829,0.1887001,0.15609655,0.091073945,0.07075508,0.11301297,0.22036101,0.33619028,0.604836,0.279006,0.16861731,0.18709326,0.26498848,0.09781468,0.08855019,0.06666587,0.025907528,0.11068406,0.22265734,0.14438607,0.1548852,-0.013965996,0.093108155,0.08359653,0.0873484,0.106756054,0.23414811,0.15980972,0.21523276,0.25003687,0.12709635,0.098861724,0.17079476,0.1615868,0.211023,0.19777757,0.17262672,0.11200457,0.11281286,-0.025743112,0.010507269,0.1888806,0.024586098,0.23990871,0.2174904,0.20452447,0.043223493,0.063184135,0.13492092,0.121442966,0.12633191,0.14131515,0.06390881,0.08870449,0.14583957,0.058241326,0.1901418,0.115351364,0.09345309,0.11995209,0.15260373,0.099708445,0.22416976,0.047493033,0.13676609,0.1480652,0.2608336,0.2175144,0.08238597,0.17903315,0.14159721,0.113708906,0.17552786,0.18485394,0.33914462,0.1503399,0.22613786,0.27727783,0.2375389,0.24148993,0.16955647,0.16832405,0.14569217,0.054794677,0.06378065,0.07791885,0.1023403,0.05854114,0.028788973,0.13196756,0.13889879,0.10028593,0.11822216,0.20194541,0.17482066,0.14527588,0.12450341,0.15171899,0.15518083,0.03785494,-0.026934566,0.07756533,0.12697424,0.2591805,0.2039758,0.20812708,0.1330069,0.08152528,0.20467341,0.1395659,0.1854157,-0.0013665957,0.12483922,0.06668996,0.1468782,0.043992165,0.089604385,0.17044985,0.08024348,0.2184124,0.28964058,0.11667898,0.17916414,0.12750715,0.12345307,0.26553223,0.125476,0.17362744,0.209809,0.11648089,0.112486154,0.074628145,0.18934348,0.080110386,0.122834206,0.116486534,0.1646902,0.05915991,0.17020223,-0.01999002,0.05977889,0.10785144,0.043799005,0.17538998
0.22576712,0.22627829,0.14586252,0.32652956,0.14868765,0.20461383,0.17266877,0.30677918,0.2749862,0.73472893,0.42062193,0.46493614,0.46645337,0.15433292,0.020792475,0.1310585,0.20575783,0.23664945,0.45211935,0.3483044,0.26658094,0.075034544,0.15312101,0.12380673,0.15753974,0.098308496,0.29871586,0.28049445,0.34519705,0.29005757,0.11492118,0.02013336,0.19853854,0.25361532,0.25338632,0.23943335,0.27987856,0.48254853,0.21305169,0.1660142,0.039122984,0.1748903,0.0061371066,0.19551343,0.3140052,0.3074442,0.16804631,0.03966755,0.120977014,0.16921823,0.18365407,0.14191176,0.17277707,0.02703929,0.053195603,-0.036268655,0.07296924,0.1101325,0.1263994,0.118471846,0.21474317,0.17570093,0.014765096,0.17787462,0.06265339,0.23493487,0.2742431,0.26128307,0.18221572,0.20554969,0.19901946,0.08676562,0.10397358,0.1948183,0.3401492,0.29137713,0.2554509,0.13831672,0.19979101,0.0679145,0.2641674,0.23686169,0.1294544,0.021901691,0.27234888,0.1271234,0.13576333,0.08452699,0.19715917,0.1726216,0.07717879,0.1369077,0.1851025,0.11336312,0.22397736,0.13327645,0.19536811,0.2503548,0.17941293,0.1426504,0.24086896,0.05850599,0.3598086,0.34319803,0.20431249,0.24990627,0.3577237,0.14617029,0.24189474,0.22512981,0.23374242,0.089438066,0.15350556,0.016242327,0.09169967,0.073358305,0.295404,0.24679601,0.08690003,0.19092013,0.14720896,0.14184923,0.05669276,0.05455994,0.2741466,0.1732677,0.28724253,0.19316216,0.21769927,0.21004945,0.077552006,0.07417476,0.072581366,0.2062169,0.10551744,0.0694827,0.1874502,0.08833004,0.17745815,0.054251313,0.10971477,0.023858061,-0.0052037267,0.05054326
0.07619229,0.10355519,0.022715531,0.129139,0.008737911,0.12227474,0.17613664,0.24616297,0.20730257,0.29895172,0.5579256,0.27132356,0.23465185,0.08361244,0.09208758,0.061292782,0.22351962,0.24123217,0.2984161,0.2121098,0.13656601,0.075039916,0.035222467,0.061376892,0.12961128,0.116047725,0.2730897,0.33679467,0.24928007,0.08139703,0.16586633,0.09905283,0.11561899,0.11952664,0.19995838,0.104385845,0.12176671,0.13845888,0.17913485,0.0666482,0.06990017,0.17342664,0.05614093,0.19872886,0.21662967,0.19449827,0.06323324,0.08917786,0.020214293,0.162085,0.15197192,0.13325587,0.126436,0.124868974,0.040977526,0.012971653,0.07494794,0.08173555,0.045031816,0.10835117,0.114277914,0.13272922,0.04695873,0.124952555,0.03778573,0.12583932,0.16069856,0.112684906,0.15011548,0.24246958,0.18050711,0.048654296,0.164056,0.112492464,0.2673066,0.23539001,0.27799314,0.28888145,0.23717098,0.10561587,0.21647725,0.13956006,0.09150243,-0.0025695981,0.10284166,0.033006735,0.12277248,0.12794319,0.12109165,0.02809112,0.095532,0.08215445,0.14282508,0.15915048,0.058980525,0.118218735,0.100169554,0.12970231,0.07533708,0.13815449,0.065780915,0.10169752,0.13523735,0.23616146,0.37005973,0.31743082,0.42183438,0.14055105,0.22171551,0.21035106,0.18889816,-0.029723866,0.14817181,0.1300934,0.042305615,0.09511645,0.090949014,0.10477084,0.028171884,0.13669553,0.12314941,0.10375865,0.12595242,0.037053425,0.1379557,0.1028765,0.1572927,0.18712667,0.16760936,0.14352207,0.07801941,0.029903758,0.10657704,0.06421578,0.027126513,0.07612631,0.072882175,0.057608284,0.07056384,-0.016861329,-0.059179828,0.03946153,0.038294382,-0.00016241893
