0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
1.0000001,0.3228537,0.3397988,0.44039005,0.3246295,0.47713,0.31704858,0.30772293,0.22547936,0.38135722,0.29427224,0.39073905,0.25730896,0.30431598,0.42212918,0.34744346,0.114060976,0.15698148,0.40854162,0.31915778,0.19844162,0.35445935,0.31762755,0.53742254,0.21794318,0.1343151,0.27453893,0.41729584,0.53784686,0.21428639,0.23952448,0.59730697,0.49910218,0.18836811,0.39569613,0.25276154,0.27774048,0.23246798,0.22672956,0.20734635,0.10941647,0.2950226,0.14521444,0.39314663,0.38893285,0.41820064,0.29347524,0.16295502,0.3313871,0.22507982,0.27840662,0.25054514,0.29261857,0.15732029,0.26354894,0.21237968,0.24112111,0.2876518,0.33326355,0.4443068,0.35085452,0.24213842,0.26000813,0.27691323,0.22093835,0.39766854,0.5017049,0.46719646,0.46342528,0.42367786,0.31667152,0.25393844,0.3558651,0.25832215,0.1969693,0.24618961,0.36797234,0.30909687,0.27284506,0.36765844,0.29494813,0.2187134,0.32668763,0.15379643,0.3352098,0.25160238,0.27448058,0.1790519,0.19831757,0.14599168,0.119625516,0.13654338,0.119625516,0.14893633,0.18075803,0.19828069,0.24324268,0.2143166,0.26100782,0.18828994,0.27190816,0.2120586,0.24248046,0.30760723,0.32039177,0.3467167,0.24823433,0.21766292,0.20681234,0.28968632,0.1947203,0.30038148,0.23898016,0.23965654,0.18323149,0.2659385,0.20949446,0.2602107,0.23234712,0.20575526,0.34440506,0.27588773,0.28506497,0.22813083,0.22676441,0.2650465,0.18433078,0.2399803,0.18288958,0.22325675,0.21989346,0.23657174,0.4221925,0.28700578,0.18571882,0.30743343,0.16606012,0.24848178,0.15803981,0.32859725,0.281362,0.4833048,0.28550163,0.3143978,0.48829585,0.23412815,0.18279296,0.24670208,0.2443687,0.20354378,0.47256276,0.26740634,0.20706734,0.2296502,0.2053611,0.26886576,0.18717246,0.13465527
0.3228537,0.9999999,0.40802905,0.29200107,0.49847963,0.37350035,0.2534303,0.43096733,0.39180923,0.28497657,0.38188845,0.63953435,0.3908541,0.42970437,0.39913285,0.35483596,0.16725676,0.32362485,0.61381996,0.4561423,0.38052428,0.51427495,0.31436238,0.29354826,0.2890977,0.15234064,0.22195023,0.40463853,0.39286447,0.39407367,0.24322063,0.41115656,0.41229066,0.23863184,0.3187358,0.29638448,0.2562468,0.297654,0.2586974,0.20103969,-0.010286944,0.3682636,0.21724884,0.18728024,0.29729763,0.46670607,0.4105296,0.22149512,0.27518606,0.28738588,0.39518192,0.26340818,0.2161907,0.17729962,0.29293692,0.36134785,0.24552765,0.20586298,0.28585726,0.45914376,0.32464522,0.27250892,0.1785221,0.31186795,0.19824941,0.23549032,0.38542265,0.26491648,0.2627951,0.3577985,0.18289997,0.05505372,0.31528932,0.35107365,0.23729828,0.31386393,0.35623896,0.3057378,0.27150828,0.3458396,0.247332,0.2265136,0.3989018,0.17117447,0.436332,0.294548,0.22193055,0.1868754,0.20676048,0.24953967,-0.0033210218,0.050823662,-0.0033210218,0.021273045,0.2823238,0.3055253,0.35716623,0.24777944,0.3104948,0.33445334,0.21655552,0.24056451,0.16637173,0.35318196,0.2673996,0.3170414,0.15494138,0.34072435,0.22668988,0.3396495,0.25868067,0.42674372,0.26037613,0.23283827,0.25044918,0.35293788,0.100206606,0.39296305,0.18965352,0.21781917,0.37129545,0.30950195,0.2990717,0.17462265,0.18441115,0.32648987,0.23070967,0.3327716,0.19420213,0.15960509,0.33498886,0.30930495,0.18327852,0.27553117,0.33376327,0.1881367,0.45201582,0.3846581,0.33989275,0.31753856,0.24896473,0.25153697,0.27061346,0.3961852,0.2658416,0.31105715,0.24923718,0.21568614,0.17094986,0.30899513,0.26329187,0.34970027,0.25465432,0.11218594,0.27282557,0.29978782,0.32428223,0.03392513
0.3397988,0.40802905,1.0,0.28213203,0.33986002,0.20253867,0.31915435,0.38720882,0.110002235,0.41305086,0.29085222,0.40993947,0.41805044,0.46216604,0.26717716,0.34694508,0.28527787,0.4160648,0.43042105,0.2792752,0.28203833,0.45780656,0.42738637,0.2583813,0.20769462,0.23264961,0.123262405,0.4056973,0.443645,0.42789602,0.22726454,0.44182128,0.3925267,0.43268973,0.2902167,0.34388384,0.2365089,0.3763425,0.29439947,0.38218606,0.17615516,0.38281032,0.26014096,0.2356409,0.35320622,0.44044077,0.5354446,0.27805096,0.34879467,0.43821,0.36246878,0.44148797,0.29722857,0.21455252,0.25990337,0.28542098,0.35963756,0.29909807,0.34872577,0.46097043,0.50322604,0.39212096,0.32849973,0.48316425,0.20934016,0.4429745,0.45215166,0.34792998,0.31393623,0.41268182,0.17255004,0.1734383,0.25392225,0.3620041,0.3441603,0.27279797,0.4138372,0.3887616,0.26414838,0.25176844,0.22855267,0.30615497,0.3195435,0.32085788,0.32456523,0.27634573,0.36234555,0.2680024,0.37587628,0.44606376,0.17779589,0.19669071,0.17779589,0.19094688,0.4050069,0.39374277,0.4716059,0.3232097,0.39738423,0.32300952,0.37015754,0.26983964,0.38192853,0.4095784,0.32189727,0.3928586,0.13282508,0.32711872,0.43558604,0.32076988,0.22461554,0.3787858,0.22874679,0.20584518,0.17493162,0.26637447,0.1187286,0.2511851,0.33175662,0.21479452,0.228914,0.30735087,0.2814439,0.24497081,0.22437584,0.26095214,0.26434445,0.40633985,0.2809129,0.25034326,0.3588573,0.32734576,0.33911872,0.40346247,0.2689761,0.34665307,0.38395578,0.3357712,0.29518867,0.5105995,0.22863623,0.40910175,0.28345817,0.3043065,0.39420754,0.31385535,0.20413908,0.26158625,0.3156613,0.30482918,0.41982666,0.391022,0.32703024,0.29958948,0.28884202,0.25067636,0.24370427,0.14512463
0.44039005,0.29200107,0.28213203,0.9999999,0.31356364,0.26369742,0.27670094,0.30426723,0.19965823,0.48955214,0.18760265,0.41281518,0.29399022,0.17220597,0.24373272,0.22410758,0.12255043,0.23898046,0.35750753,0.27040613,0.23921655,0.18246801,0.13527389,0.34057915,0.2704461,0.1919843,0.15735485,0.3264942,0.3289488,0.19612202,0.08556561,0.35961294,0.25124404,0.16551395,0.35328686,0.33958405,0.24851319,0.3756079,0.1251294,0.23101991,0.10802345,0.2777727,0.12717018,0.3720677,0.28801388,0.38529772,0.35108668,0.29968917,0.5055715,0.23077339,0.27056402,0.22065972,0.22257283,0.15957047,0.20813608,0.32608914,0.19808616,0.26004833,0.40999886,0.30753282,0.18422206,0.22850356,0.29326558,0.19237359,0.21850446,0.33632448,0.42167252,0.41980022,0.3052681,0.3468052,0.32876557,0.16014081,0.32170147,0.26410398,0.21281224,0.29810432,0.4395686,0.23630822,0.435004,0.4221482,0.24051565,0.34645766,0.29941988,0.3423663,0.22899914,0.34574416,0.28745952,0.23211533,0.2236948,0.22472343,0.105983645,0.15936323,0.105983645,0.20507985,0.26418638,0.27686122,0.18910187,0.17307167,0.2460169,0.19614947,0.18164836,0.13237591,0.28918597,0.2898987,0.24183501,0.30330253,0.35736093,0.27283728,0.17972043,0.15622914,0.17363456,0.29517624,0.3638713,0.2348853,0.28248286,0.24263802,0.33952618,0.2706977,0.18446055,0.30140015,0.3323766,0.27445757,0.3200947,0.43952733,0.31201565,0.27555862,0.17602244,0.2513517,0.25991067,0.20404325,0.3996631,0.39908972,0.26337343,0.26552457,0.1887147,0.24226323,0.2462694,0.29705253,0.31866786,0.23982984,0.2062392,0.39011332,0.39188704,0.23812792,0.42637396,0.3858462,0.25673193,0.24997927,0.17256472,0.24176556,0.34709567,0.23145282,0.12997557,0.17423984,0.1467753,0.18400341,0.30886447,0.14203876
0.3246295,0.49847963,0.33986002,0.31356364,1.0,0.40728733,0.40071058,0.37188804,0.41252327,0.30282986,0.38392356,0.508872,0.21848887,0.29104865,0.20933855,0.29253614,0.26004,0.2892924,0.34141254,0.38653684,0.3063443,0.31174806,0.26121497,0.3922573,0.43567646,0.28353116,0.1837286,0.46446878,0.2897653,0.31654915,0.22695583,0.3540679,0.3606392,0.16018516,0.3202716,0.30313417,0.25463164,0.26667875,0.15347694,0.2396993,0.23524627,0.25152868,0.13359475,0.30023286,0.28468972,0.40703106,0.3299584,0.15536799,0.25277355,0.17311394,0.41068757,0.32615858,0.36707193,0.20735213,0.31972554,0.3270595,0.35502547,0.2975776,0.21805744,0.3110752,0.24734715,0.26675993,0.35064584,0.2653629,0.3763477,0.30887702,0.47004998,0.24276352,0.33546096,0.45151585,0.17386629,0.17734411,0.23085615,0.2451369,0.21206917,0.25504363,0.48605835,0.24137971,0.44347888,0.29928893,0.29347673,0.30166954,0.35530832,0.18302107,0.30520368,0.28082824,0.29152185,0.22408992,0.2152445,0.18763295,0.23913246,0.19177063,0.23913246,0.12607917,0.1839009,0.18981928,0.28400335,0.31317905,0.26232702,0.2441089,0.13334735,0.26504433,0.28581566,0.2808729,0.34075183,0.38981652,0.13072078,0.25335395,0.2745433,0.28299946,0.2320472,0.37039214,0.28591663,0.2396874,0.4019672,0.32137176,0.15250632,0.29921713,0.35451818,0.2572246,0.3421803,0.3113478,0.24994276,0.33692238,0.22898814,0.31576756,0.2228803,0.44618633,0.27894315,0.31289187,0.25119215,0.21355794,0.19419807,0.284568,0.31097525,0.18154736,0.25567672,0.31194437,0.28110442,0.25266722,0.36474806,0.18688068,0.27634484,0.29639885,0.28534186,0.29966447,0.2257093,0.27685162,0.3065528,0.21867572,0.2666301,0.34941596,0.28041488,0.23628625,0.2661878,0.29978955,0.31509313,0.20694564
0.47713,0.37350035,0.20253867,0.26369742,0.40728733,1.0000001,0.49445325,0.3925025,0.45768046,0.3264148,0.4732105,0.39639366,0.23346356,0.25123182,0.29076892,0.2777844,0.12862214,0.18681636,0.4354401,0.55234766,0.32364666,0.2107712,0.22988293,0.6046582,0.3510701,0.17935063,0.22802094,0.42702442,0.4322744,0.26463625,0.20658806,0.5051506,0.62400293,0.18870042,0.27185005,0.23231202,0.27708462,0.1835713,0.19240776,0.18410966,0.077814475,0.3415316,0.100259624,0.39496446,0.34575564,0.5151135,0.26267314,0.21342067,0.16281058,0.25045517,0.3062765,0.18394168,0.28795695,0.1833083,0.2567785,0.20818655,0.17799325,0.21170247,0.19210173,0.41021898,0.3380864,0.31141293,0.23228264,0.20814455,0.21085796,0.1667278,0.41426617,0.3626279,0.32799265,0.36656687,0.22814368,0.20662227,0.3263079,0.19327776,0.25194818,0.25547308,0.26901793,0.26029283,0.34600732,0.3087041,0.33216986,0.18575326,0.34848106,0.17134549,0.40220788,0.21358268,0.15569569,0.15895703,0.18200785,0.10779609,0.08174783,0.13741142,0.08174783,0.11329731,0.16387242,0.2060495,0.1653595,0.19149613,0.18250096,0.25233692,0.2374612,0.24168842,0.19742014,0.25359595,0.33348447,0.29580408,0.14839533,0.23062176,0.16621862,0.17911458,0.19925258,0.28166825,0.27229065,0.30404103,0.25626123,0.1905759,0.22239146,0.27816916,0.27352795,0.2795545,0.2172541,0.2269067,0.19205719,0.17978881,0.1694712,0.3257963,0.15310532,0.24200286,0.18013817,0.22218692,0.23455289,0.2483091,0.19735892,0.18209761,0.35054064,0.19813396,0.18996128,0.25283808,0.13946392,0.28225964,0.30099094,0.24408248,0.20661946,0.39127234,0.3475615,0.14761668,0.14373915,0.20212203,0.2371223,0.22450322,0.309416,0.30138382,0.26381457,0.14745593,0.18339352,0.2304635,0.15040497,0.070718914
0.31704858,0.2534303,0.31915435,0.27670094,0.40071058,0.49445325,0.99999976,0.36464494,0.3479988,0.26588184,0.33969685,0.3645164,0.30665976,0.21229002,0.14850691,0.20781916,0.23347905,0.2021465,0.31551272,0.20481846,0.29145998,0.19905502,0.26467282,0.33307043,0.37926084,0.24879079,0.2564599,0.33101857,0.338185,0.22486667,0.19737564,0.34332684,0.37152,0.26682058,0.2882065,0.28774494,0.31968868,0.1581501,0.20034258,0.19390908,0.1276585,0.33250907,0.036928833,0.2737395,0.3088464,0.33704385,0.2856847,0.15699731,0.21267515,0.22621754,0.35748985,0.31873846,0.30368102,0.23106863,0.3027439,0.34429047,0.31844327,0.23300338,0.2504096,0.24102892,0.28022245,0.2859764,0.34996492,0.18721041,0.35439065,0.24672344,0.38509977,0.24950238,0.3852715,0.32335764,0.21960132,0.25414804,0.27547762,0.25409177,0.2610164,0.3319495,0.3299026,0.33851475,0.30116263,0.27770787,0.3601105,0.28201273,0.36572954,0.32462215,0.22039908,0.2112078,0.31069374,0.2727451,0.22649585,0.26943702,0.11307508,0.28055277,0.11307508,0.23522823,0.2369842,0.17974213,0.18814611,0.20259331,0.27573866,0.2140424,0.25188294,0.37155423,0.31723025,0.22172666,0.3468721,0.25020987,0.12902343,0.24165933,0.18227158,0.26001817,0.24348217,0.17269415,0.28859535,0.28500164,0.20120263,0.36088097,0.23872915,0.21213943,0.3014089,0.26389807,0.2321048,0.27316505,0.26758167,0.23374668,0.22187549,0.20356497,0.19077241,0.3316834,0.26467514,0.21800432,0.15175478,0.25424907,0.20997739,0.21354231,0.31998524,0.18230137,0.22592895,0.29289758,0.18566385,0.16774337,0.35730726,0.38359588,0.21991047,0.22102469,0.27232885,0.18610702,0.27070507,0.21833882,0.29687965,0.2314393,0.23806864,0.26441273,0.2151241,0.1873321,0.20135856,0.30699378,0.274375,0.10016283
0.30772293,0.43096733,0.38720882,0.30426723,0.37188804,0.3925025,0.36464494,1.0,0.39616966,0.54790026,0.44081807,0.5131591,0.16320583,0.30924654,0.27089196,0.39030582,0.26470774,0.20137835,0.58578014,0.4979592,0.43472135,0.29936147,0.27301311,0.368771,0.36416024,0.20904738,0.25365067,0.46718568,0.46931267,0.26222616,0.10404739,0.3524864,0.3323578,0.34714088,0.36862707,0.5386419,0.34089822,0.5351168,0.3970465,0.19622207,0.028768659,0.33516863,0.13925475,0.41124213,0.484997,0.4701818,0.40289992,0.11809136,0.2796222,0.32590255,0.40482193,0.34951764,0.20590237,0.1751475,0.16148263,0.31455734,0.3168192,0.2548228,0.17968592,0.2580182,0.2894584,0.3194399,0.19270158,0.28307477,0.15926662,0.23429373,0.37386087,0.3087258,0.2795059,0.47927994,0.25219214,0.2695262,0.30289015,0.21575418,0.21107422,0.21565738,0.36852053,0.46470496,0.31281525,0.42432606,0.2769577,0.34820232,0.38110146,0.31482393,0.3637737,0.32143527,0.2868316,0.08239544,0.21249202,0.408941,0.016981557,0.17910212,0.016981557,0.13600212,0.14297557,0.23939286,0.2995353,0.16437422,0.2719956,0.30098,0.15082878,0.35386476,0.26351643,0.34852532,0.35409245,0.2761439,0.34698704,0.2847481,0.29176605,0.21714506,0.270502,0.44839895,0.47514766,0.4209265,0.3093458,0.2719076,0.252866,0.3443325,0.3351086,0.27785861,0.33774242,0.25996426,0.36420983,0.3458814,0.28358975,0.31515324,0.19271643,0.33081087,0.22339895,0.2656797,0.3565129,0.3948561,0.2672906,0.33769667,0.29327834,0.26703197,0.29830343,0.25033277,0.19795221,0.34379125,0.22218606,0.28433365,0.40541413,0.4154813,0.33660114,0.34135866,0.25433022,0.1793446,0.27005893,0.25717837,0.34953722,0.34241545,0.20700912,0.26647905,0.19331239,0.16463608,0.28924865,0.09061001
0.22547936,0.39180923,0.110002235,0.19965823,0.41252327,0.45768046,0.3479988,0.39616966,0.9999999,0.25247186,0.44148228,0.39210188,0.19523528,0.26173306,0.2435812,0.27352253,0.12290268,0.29778183,0.3535645,0.39618042,0.28036022,0.23407002,0.23238793,0.32087752,0.43939322,0.21082711,0.27838868,0.40907133,0.22579083,0.24441957,0.23464713,0.23666516,0.33131716,0.14152583,0.24662071,0.23042354,0.31771913,0.23934805,0.2542108,0.1679716,0.13356958,0.3063473,0.14578,0.29891735,0.31675678,0.32352778,0.23375364,0.11102978,0.21457696,0.23975438,0.25786108,0.22608855,0.24226317,0.17568216,0.20311502,0.18212119,0.18762666,0.21456796,0.24636474,0.12666854,0.22472996,0.26709616,0.19653714,0.17010331,0.17816609,0.16688205,0.2650423,0.1829393,0.28952056,0.24975863,0.1808438,0.1790973,0.3957441,0.23115182,0.23680973,0.29337454,0.20663512,0.3264212,0.32322174,0.2594333,0.34053868,0.26223457,0.28773344,0.093911804,0.36497593,0.21074176,0.15136327,0.06471469,0.15802112,0.12926786,0.13506763,0.15148678,0.13506763,0.16024625,0.1543589,0.22529377,0.17187169,0.13489117,0.21912816,0.24870145,0.19945338,0.26108646,0.20308611,0.19739288,0.28539872,0.15022832,0.13684866,0.22562018,0.14600188,0.15083443,0.23004737,0.23845533,0.26491475,0.45467222,0.30584896,0.35285306,0.20263419,0.36653358,0.28680488,0.27740666,0.28186575,0.27123007,0.20774457,0.22468793,0.13860895,0.2685561,0.18080103,0.22979245,0.16703394,0.24287921,0.14822422,0.21943669,0.12608661,0.108523145,0.24319226,0.18807757,0.23995222,0.2927811,0.15719438,0.22908372,0.25967938,0.16564506,0.24958573,0.33348474,0.23411626,0.15440187,0.20418404,0.17191985,0.19775403,0.15395777,0.2037951,0.2969539,0.18812385,0.17313349,0.18481627,0.21789064,0.18262234,0.18738315
0.38135722,0.28497657,0.41305086,0.48955214,0.30282986,0.3264148,0.26588184,0.54790026,0.25247186,0.99999994,0.29081658,0.39412868,0.27292377,0.2054439,0.43356106,0.31798813,0.32498917,0.25522834,0.5148954,0.35682312,0.33635014,0.38010392,0.3305372,0.34525537,0.24124342,0.23823631,0.2411673,0.38351023,0.371072,0.29643294,0.14125834,0.38983804,0.3317008,0.4218676,0.3408342,0.4317152,0.3810681,0.5430514,0.31319106,0.28700256,0.16290739,0.31714326,0.1812121,0.3183488,0.39770263,0.45861906,0.49168518,0.24947532,0.4252864,0.37371665,0.3567176,0.31884977,0.30082572,0.19768059,0.22318181,0.30542475,0.27316934,0.28879434,0.30287015,0.30395463,0.18922827,0.2657465,0.2403653,0.37250173,0.2194278,0.31647897,0.4278226,0.31744006,0.24046154,0.46075964,0.17882909,0.15586582,0.3302389,0.2062298,0.27964577,0.27973977,0.37015402,0.392438,0.37204456,0.4497817,0.2806211,0.4327939,0.35205975,0.4550443,0.3230396,0.34591368,0.19937369,0.1688895,0.25155386,0.30155426,0.16117278,0.23440686,0.16117278,0.23923373,0.20600152,0.31154713,0.27611768,0.24029276,0.23361836,0.26319242,0.2569477,0.29052693,0.30126497,0.21901685,0.33379245,0.30251417,0.33979294,0.2955706,0.29767177,0.26824534,0.31978267,0.45623112,0.3777832,0.3677505,0.34076428,0.22700138,0.274912,0.32371384,0.4030028,0.28722116,0.33958492,0.267156,0.33017135,0.35811654,0.25228283,0.31419837,0.28108126,0.303384,0.30187815,0.31083602,0.3654677,0.53834015,0.26718366,0.3878479,0.25373727,0.2464186,0.28639916,0.2900301,0.2816803,0.3550088,0.2914696,0.26082477,0.41728002,0.38384515,0.34814864,0.35159123,0.2227939,0.22846664,0.30393392,0.3256802,0.32224622,0.25518826,0.14775166,0.30200994,0.18301287,0.20420487,0.24976517,0.19927393
