0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
0.57071495,0.49131107,0.1494311,0.35670784,0.28153443,0.36836168,0.35115978,0.11680484,0.26573223,0.057715267,0.07096328,0.28486228,0.5013589,0.015117474,0.29030624,0.37285334,0.26141226,0.23193073,0.19305366,0.2613174,0.4143569,0.26234478,0.37818787,0.35160044,0.33480954,0.34299237,0.32255968,0.31616628,0.059127945,0.22045964,0.23248163,0.109928995,0.35325396,0.56868184,0.3718722,0.24892206,0.45862696,0.19112611,0.37416643,0.16302851,0.25609565,0.17700903,0.17222197,0.044843704,0.17954347,0.2788133,0.07725419,0.12284674,0.20746572,0.22719759,0.29522723,0.21696863,0.47236603,0.425581,0.28147098,0.17485315,0.15768154,0.45133328,0.21427381,0.22409281,0.11779712,0.30417234,0.19007573,0.23133579,0.2504273,0.41186816,0.28540176,0.0886333,0.12096638,0.12747902,0.37135708,0.07956189,0.22306491,0.39718994,0.3913312,0.314753,0.25068286,0.24039784,0.14578676,0.09054411,0.258815,0.16133058,0.23323528,0.29480296,-0.050802074,0.15679204,0.18062505,-0.0018043034,-0.06329952,0.09655823,0.10390633,0.35949045,0.14086688,0.13202186,0.20045039,0.07769913,0.18519026,0.037258875,0.12284674,0.119239315,0.12284674,0.118822336,0.17154221,0.14163889,0.18678021,0.07729104,0.09466311,0.26769492,0.22028115,0.2809885,0.2282588,0.18983616,0.20000826,0.20647281,0.16018137,0.19100985,0.07592987,0.18398812,0.11924903,0.1549517,0.33765018,0.08480286,0.24075416,0.066165805,0.25787646,0.084860936,0.3190973,0.0288358,0.037251703,0.1276816,0.16211376,0.07976837,0.12371965,0.04531059,0.1325244,0.22084852,0.17259423,0.14021045,0.1669057,0.25160867,0.17075866,0.33478647,0.026932616,0.0010277142,0.22035834,0.117332205,0.20393418,0.11372996,0.19353357,0.0074593034,0.070551604,0.16396925,0.16357246,0.21680473,0.12100304,0.26828083,0.0044968,0.34931618,0.10788625,0.18592103,0.20012097,0.29118675,0.24681585,0.19125152,0.29530412,0.37759286,0.3321875,0.030583292,0.009588378,0.21560973,0.26414835,0.25199834
0.32991952,0.40627798,0.21370417,0.1444653,0.25355855,0.2288123,0.29418045,0.16532044,0.24837032,0.13757774,0.15846637,0.20755483,0.3739829,0.1543761,0.13342765,0.16827321,0.12211917,0.15031965,0.16980729,0.091296665,0.29911885,0.284769,0.1286466,0.23859294,0.23484245,0.22502193,0.2618185,0.3188938,0.1398467,0.14414991,0.1100696,0.08617148,0.23987025,0.37354478,0.25808525,0.1379618,0.31006566,0.21307012,0.2576313,0.13261876,0.26178765,0.24182087,0.21851176,0.10280951,0.1098824,0.1053973,0.04867205,-0.051485308,0.11486465,0.07424278,0.20051888,0.1204412,0.21852364,0.21855599,0.2169337,0.10199142,0.2079764,0.30621025,0.10195644,0.04199307,0.056843955,0.05090154,0.17540939,0.1439525,0.19158402,0.33139297,0.18480167,0.09354243,0.13953096,0.15986016,0.21379201,0.12984154,0.056437712,0.16366267,0.2510598,0.12604724,0.08090864,0.028175995,-0.010471226,0.17761879,0.14412928,0.069629036,0.14341514,0.17384242,0.15342858,0.09727491,0.22546457,0.08025184,0.046021517,0.08257989,-0.001506269,0.19989009,0.17606868,0.061847523,0.20232636,0.116074726,0.14974909,0.083329305,-0.051485308,0.025211405,-0.051485308,0.0411567,0.087480806,0.10020611,0.04610437,0.11198322,0.07123198,0.16684508,0.12797852,0.21852887,0.07981455,0.119309485,0.14570835,0.16196616,0.18577604,0.050512247,0.054034363,0.18235677,0.19895929,0.1706761,0.047919452,0.017747186,0.26088786,0.03206508,0.05009169,0.1417361,0.2572227,0.12267186,0.14777057,0.17609948,0.023927977,0.00011120364,0.2694627,0.08753478,0.14444768,0.06902379,0.22794344,0.12669343,0.11822553,0.29377943,0.109262995,0.14634866,0.10516937,0.20890877,0.22456165,0.16735648,0.16070616,0.113930196,-0.00045924727,0.13374874,0.12690125,0.17935276,0.31476745,0.2142865,0.18585181,0.23175482,0.117497034,0.19109255,0.25250983,0.26689732,0.23828812,0.17631486,0.10840134,0.13693695,-0.011710626,0.26332617,0.108592115,-0.013718807,0.024243217,0.14852339,0.036735725,0.15052125
0.37279552,0.5447455,0.11065106,0.17332877,0.37292072,0.25589365,0.4032294,0.12805286,0.33657503,0.15498966,0.16898209,0.20620093,0.32693797,0.00552918,0.17632219,0.13841651,0.12710181,0.18961865,0.17840226,0.084664,0.31251997,0.2684983,0.18021944,0.23256335,0.15505019,0.20059216,0.20211768,0.34772354,0.1475175,0.114427246,0.14132902,0.07040145,0.2485472,0.33227575,0.2049019,0.113807425,0.31368998,0.174894,0.39926362,0.15652415,0.23313332,0.3360204,0.19388573,0.15702789,0.12154074,0.10195692,0.0054748897,-0.03087033,0.1797798,0.08059728,0.17874292,0.11247821,0.31833488,0.26173878,0.20422043,0.07900614,0.1384881,0.32036075,0.09329741,0.123274006,0.054995585,0.023411399,0.15866871,0.12145977,0.17651317,0.29587042,0.22029983,0.1700117,0.11863857,0.034571577,0.20372203,0.03223605,0.12331513,0.2731899,0.2578882,0.16558558,0.19287434,0.11543209,-0.011121806,0.056502145,0.1474113,0.04440622,0.08956268,0.33949518,0.08816059,0.2254634,0.19344416,0.07085436,0.056091197,0.09570427,0.035634972,0.23586795,0.0902286,0.0839804,0.17783141,0.037714876,0.112154454,0.0622217,-0.03087033,0.020384504,-0.03087033,0.08083218,0.10780973,0.057070453,0.08526348,0.09693204,0.04288771,0.16257107,0.18208826,0.13357587,-0.02530839,0.10223842,0.21338162,0.12891433,0.19066414,0.046376556,0.06414532,0.26385817,0.16871604,0.11794235,0.07954481,0.12198368,0.2135669,0.070206724,0.104951024,0.17059334,0.28336644,0.19269514,0.10758565,0.21561168,0.15327257,0.1269109,0.28305286,0.11899336,0.113931544,0.08238642,0.22632205,0.14609131,0.1508542,0.2895468,0.07191864,0.18683125,-0.01004536,0.08523406,0.24011263,0.13814202,0.12101002,0.07513475,0.015872626,0.030149575,0.16701147,0.09153381,0.24795875,0.22971968,0.17410631,0.24624279,0.094286636,0.24328494,0.22239318,0.21937965,0.21038197,0.17559533,0.06914001,0.08869106,0.10589157,0.19272241,0.15231667,0.022151975,0.045822732,0.17627448,0.027417082,0.15219155
0.24983221,0.18907203,0.71426636,0.28970867,0.17852901,0.17047651,0.20389909,-0.017714411,0.20748317,0.19442827,0.15854567,0.18549013,0.40997303,0.46400762,0.28830743,0.2790459,0.16070257,0.09906596,0.3719769,0.25506014,0.3083377,0.10688818,0.21392621,0.33579388,0.4358772,0.5156696,0.35976827,0.17457363,0.12308093,0.13368914,0.1216641,0.13105464,0.15270847,0.2054766,0.2762788,0.32688794,0.13444951,0.37631753,0.17936784,0.29639316,0.16848958,0.14337113,0.0627848,0.07868702,0.34286094,0.19772238,0.21106458,-0.11318122,0.24133098,0.30298865,0.042704828,0.13293985,0.17149584,0.2773906,0.3370524,0.2649222,0.23041895,0.16245338,0.09965269,0.056117073,0.14265227,0.19500603,0.2152478,0.16177884,0.305915,0.3870867,0.31049144,0.24660125,0.0958708,0.052493505,0.21514192,0.08157234,0.055508003,0.08334406,0.12565473,0.09664228,-0.033871956,0.042406727,0.07963608,0.1815592,0.40465158,0.26386762,0.12551773,0.13839912,0.09836244,0.058093894,0.079753876,0.05185345,0.070585795,0.120679475,0.046949033,0.20110428,0.19009021,0.16674393,0.25227278,0.17107111,0.20599897,0.35201082,-0.11318122,-0.0057955757,-0.11318122,0.043884676,0.2754221,0.20389591,0.14679533,0.17427784,0.27143162,0.28679708,0.2922898,0.2562008,0.2572794,0.20237602,0.35963064,0.24673036,0.27787766,0.05432252,0.08584001,0.18068048,0.16135693,0.1093053,0.3041515,0.07946463,0.3060856,0.14450455,0.21397856,0.19038238,0.2444123,0.011676707,0.13910842,-0.027399555,0.1258364,0.0912108,0.17556742,-0.039119985,0.04993449,0.18196611,0.15593408,0.1317457,0.0019092467,0.07511689,0.101625144,0.05606063,0.0100587215,0.0068002963,0.26095194,0.327015,0.15741217,0.085099444,0.09126747,0.14154935,0.16893336,0.17770964,0.28230685,0.19602396,0.13760905,0.2441544,0.0016981736,0.17607823,0.097413495,0.10860566,0.043539133,0.15103774,0.14414597,0.15688801,0.24491021,0.22748387,0.06709953,0.17445982,0.05176359,0.25891688,0.15549383,0.2584645
0.15046707,0.11809027,0.21740222,0.7652949,0.11132808,0.17089689,0.035947926,-0.064935446,0.07394637,-0.105247825,0.036252137,0.15935647,0.29619646,0.27389324,0.44353274,0.081088595,0.17956594,0.19879383,0.2303594,0.3741635,0.26289135,0.06084896,0.298114,0.2527834,0.2718367,0.3883769,0.43450052,0.090369575,0.039813172,0.13405314,0.1695409,-0.026798096,0.15495944,0.36754268,0.2702676,0.23945172,0.19713624,0.3075503,0.25049603,0.35201755,0.12487277,0.05353742,-0.019617599,0.02202222,0.14515859,0.30754733,0.14773592,0.03525743,0.23804243,0.28382146,0.089958504,0.13946113,0.31588298,0.4380036,0.24725883,0.11205144,0.2989483,0.19089311,0.2101399,0.21687868,0.07225412,0.13634351,0.1951817,0.32804143,0.20474654,0.31158963,0.41244963,0.13670887,0.17736536,0.12664273,0.45061412,-0.0067686923,0.26267898,0.24599093,0.24231029,0.11879144,0.16677716,0.10528927,0.08813931,0.11214107,0.2861914,0.25604805,0.124032296,0.1610537,0.074486956,0.059754916,-0.0041775303,-0.036085382,0.051906906,0.034006894,0.055518854,0.16661997,0.053549476,0.24246348,0.13085698,0.1634399,0.3209174,0.12578106,0.03525743,0.03976268,0.03525743,0.055696137,0.29915002,0.18790519,0.119777635,0.12573813,0.08475667,0.29708263,0.29109916,0.2225081,0.14437382,0.23185882,0.2637881,0.11551682,0.21378173,0.14138195,0.1865406,0.21324582,0.2210823,0.1221673,0.2531879,-0.096238256,0.19185568,0.2515925,0.25369063,-0.05223749,0.20026617,-0.084077656,-0.024875777,-0.04525441,0.10613559,-0.054548323,0.061479844,0.045228977,0.16108495,0.21766752,0.006610507,0.041250285,0.06162808,0.100326315,0.19832438,0.27957463,-0.025615588,-0.01961665,0.24445873,0.16342323,0.14604601,0.07367182,0.15081346,0.10190625,0.029658085,0.21617177,0.19092661,0.17630957,0.15063007,0.41406742,0.004430104,0.27872765,0.15901911,0.1095737,0.20892331,0.16245753,0.08476357,0.11960678,0.28327096,0.29607475,0.2967487,0.07138501,0.09761078,0.094102755,0.13309376,0.15928115
0.37299302,0.3699295,0.10989989,0.14426392,0.7977641,0.18771805,0.20655434,0.044428382,0.18004873,0.11494791,0.2710527,0.16148783,0.32094502,0.13229132,0.074106276,0.21629664,0.028137527,0.04245158,0.19165386,0.037890952,0.2968114,0.26846746,0.057326093,0.1376611,0.06021648,0.10497002,0.009485051,0.35136437,0.17842191,0.090335526,0.07561056,0.085755855,0.26723546,0.10623863,0.10394049,0.037218846,0.2764913,0.08364267,0.14933288,0.08343391,0.2101425,0.20406285,0.1728026,0.20194823,0.14268439,0.08512688,0.115142,-0.015360894,0.10945903,0.03877625,0.29666325,0.15829839,0.30110547,0.21367131,0.37733805,0.22003618,0.08859576,0.15547696,-0.015316422,0.054527234,-0.023252236,0.017473869,0.11196699,0.07407574,0.22530091,0.29019967,0.093364194,0.07059783,0.16411635,0.16601256,0.12913251,-0.03712818,0.18146183,0.2107634,0.2624141,0.20457102,0.22540769,0.21776824,0.08775942,0.16014506,0.12211557,0.12610132,0.23529842,0.31001815,0.07932526,0.36938447,0.2417299,0.023249062,0.21762173,0.13063693,0.10412572,0.17498071,0.14205888,0.15073073,0.17616655,0.028938863,0.07821759,0.13504857,-0.015360894,0.045147143,-0.015360894,0.09461405,0.1936144,0.018518643,0.14215259,0.1438601,0.11078199,0.026112707,0.05595777,0.16623588,0.07454862,0.10711149,0.105488,0.1031096,0.10570266,-0.0041332142,0.14740473,0.1798799,0.07690684,0.18537807,0.065484904,0.21268925,0.21727052,0.07770336,0.06454789,0.078924105,0.115928724,0.22234467,0.1239209,0.15468952,0.023745755,0.21424246,0.17797735,0.18642098,0.11603828,0.10278598,0.11002216,0.244955,0.11523516,0.19923255,0.02374032,0.0465582,0.120290086,0.025633806,0.24355407,0.2242479,0.21659939,0.00059854053,0.1503964,0.10207069,0.073672116,0.100881234,0.12672643,0.2185544,0.19093098,0.07691161,0.09637873,0.2603226,0.21078369,0.19209874,0.2551741,0.2518297,0.13005044,0.12834075,0.13550283,0.3212895,0.019704094,-0.089846686,0.107847385,-0.015738904,-0.024902586,0.19738925
0.1073,0.27332342,0.15722384,0.24342717,0.15175143,0.7732347,0.3192487,0.122554705,0.27042526,0.32571587,0.07599017,0.25224134,0.35298148,0.18255994,0.20055883,0.021271963,0.050189305,0.26507276,0.14433587,0.20534417,0.32501417,0.27275783,0.2753271,0.097969905,0.23304895,0.16077973,0.15382388,0.27644914,0.28555113,0.17332852,0.17638785,0.15322629,0.17550242,0.15123896,0.1684193,0.11151551,0.19776934,0.21907075,0.21172358,0.0768246,0.09199621,0.19799785,0.045062322,0.0980618,0.12528925,0.21159177,0.050463926,0.14983264,0.19975817,0.102396294,0.20433587,0.2094045,0.2467994,0.18667477,0.14257267,0.15224384,0.08520803,0.2666998,0.14259295,0.2672456,-0.054245688,0.046899885,0.1372192,0.23196793,-0.00080833724,0.24555655,0.2179991,0.2171632,0.14411446,0.09688195,0.15201254,0.2183026,0.1453777,0.31932,0.16579245,0.03860667,0.244411,0.07626163,0.115058765,0.1296123,0.04218106,0.117467284,0.12889665,0.3077817,0.13613202,0.30689436,0.19139484,0.14289357,0.23619111,0.17572172,0.0073512476,0.31746137,0.13088113,0.28114805,0.020077096,0.078727774,0.11848959,0.109770656,0.14983264,0.06001,0.14983264,0.15664063,0.053245783,0.085629694,-0.06427312,0.024412293,0.1281953,0.16017419,0.09629698,0.023887003,0.16366917,0.029990925,0.08788133,0.110455036,-0.0062435307,0.17479464,0.06518482,0.15677775,0.25224033,0.1395886,0.106680885,0.02314841,0.17276618,0.1169889,0.11325378,-0.0014867662,0.08959325,0.10179034,0.1126852,0.16323273,0.1015639,0.015742,0.21507694,0.09836917,0.22478017,0.07475465,0.056304827,0.13288602,0.04044753,0.180244,0.12189299,0.21883509,0.03523815,0.021939436,0.032823663,0.16046074,0.13983944,0.04929345,-0.01966459,0.08475998,0.13660666,0.033554237,0.10299594,0.09643925,0.13405332,0.12034935,0.11342112,0.047639884,0.09217386,0.20970032,0.07394317,0.08145445,0.04318149,0.09866707,0.07361987,0.10377562,0.14107354,0.0116345715,-0.07937774,0.09055607,0.030156048,0.12156506
0.410851,0.2609356,0.09877244,0.02729279,0.14703701,0.30852404,0.8593931,0.32028684,0.35812098,0.30137175,0.13339283,0.3881294,0.26477557,0.041113753,0.11387059,0.12888233,0.085949965,0.14608178,0.16398758,0.05165131,0.34633517,0.42143172,0.2613186,0.027656175,0.060632363,0.122823216,0.12741503,0.43728483,0.2842816,0.08479736,0.038453143,0.13125964,0.35967016,0.33373064,0.122579806,0.05790438,0.251334,0.2914578,0.45323986,0.09868142,0.21531853,0.22426558,0.15567622,0.07432626,0.094868846,0.06665432,0.029177701,-0.008331677,0.1811398,0.014724203,0.42720866,0.21899046,0.39466736,0.18188448,0.123405345,0.03281287,0.13591293,0.25693756,0.101438716,0.1399501,0.04121049,0.055835526,0.059387326,0.11278481,0.04466951,0.25669512,0.20587157,0.18741965,0.13367271,0.009674383,0.11799349,0.04569134,0.017387118,0.29402196,0.34738407,0.18349421,0.20752096,0.0718229,0.12902132,0.052327093,0.007235323,0.11848839,0.20384412,0.15750039,0.09247288,0.27591833,0.1826392,0.16444576,0.031007145,0.15371226,0.039090227,0.27941787,0.062617116,0.059530366,0.03157112,0.0579375,0.08650216,0.04468918,-0.008331677,0.031809956,-0.008331677,0.08018239,-0.08415824,0.05790379,0.028514806,-0.036358267,0.024253892,0.17132686,0.05706641,0.14126377,0.034633696,0.05309948,0.10360454,0.12545097,0.166828,0.09412112,0.07248121,0.056028105,0.16773844,0.14317095,0.0026568384,0.073901474,0.15938994,0.017322108,-0.025891831,0.067663535,0.109229274,0.13668433,0.21068612,0.05499655,0.04025986,0.15654555,0.17141753,0.105935335,0.07875997,0.026167043,0.116678216,0.052829698,0.12680471,0.20426646,0.12210662,0.1194441,-0.036886036,0.03641157,0.12221451,0.113595165,0.09110296,0.19849116,0.10859008,-0.031898655,0.08316054,0.06548693,0.120290846,0.14255023,-0.0037398618,0.14341885,0.11527371,0.17975758,0.17647865,0.25322878,0.18802904,0.059835404,0.06755702,0.120976724,0.08082823,0.23849173,0.08978553,0.08232859,0.029868428,0.07350978,0.042830803,0.057060286
0.22687247,0.054117464,0.054578353,0.18179308,0.08136749,0.26859355,0.4091572,0.6463305,0.3347773,0.20995203,0.15659612,0.17144857,0.21039307,0.08916518,0.1003161,0.052846152,0.12668905,0.0832843,0.1561412,0.043456323,0.22290395,0.17563899,0.13958132,0.08860747,0.054685563,0.1192674,0.14489993,0.27402443,0.24574578,0.07511836,0.06548575,0.23302658,0.2525503,0.2794613,0.13600308,0.09652518,0.16904771,0.2553119,0.30510738,0.14992179,0.18185186,0.19349597,0.13901795,0.10350682,0.09111587,0.04735537,-0.032974817,0.0133897625,0.17389634,-0.015574623,0.23837139,0.22931638,0.27728316,0.13304041,0.15591097,0.08012451,0.1273676,0.17756864,0.1832459,0.18695997,0.0051346235,0.055232197,0.1089803,0.13348302,0.11532331,0.09849612,0.19445445,0.116981894,0.2385385,0.07714789,0.11378832,0.16820922,0.09689047,0.29390785,0.32551658,0.11947958,0.16121063,0.1452451,0.13748837,0.10441591,0.022081275,0.032446194,0.18505774,0.12129015,0.25882712,0.14241111,0.14949344,0.24117771,0.15173039,0.14025283,0.08139053,0.17914847,0.097516656,0.25091708,0.11031951,0.07112101,0.1620886,0.0903094,0.0133897625,0.0952249,0.0133897625,0.08465972,-0.026778834,0.08075075,0.066657886,-0.035027374,0.116049424,0.14319898,-0.026151728,0.16997215,0.056649413,0.04040601,-0.022627058,0.14954439,0.078349985,0.13396439,0.17249379,0.016162345,0.17605676,0.13475287,-0.0064676786,0.10411613,0.04745027,0.041169625,-0.0079938425,0.01404147,0.022639163,0.17119938,0.14823407,0.110330716,0.15981618,0.12989594,0.14910416,0.15788446,0.15312712,0.09417088,0.12146756,0.08095461,0.06420081,0.107232526,0.14168787,0.10417852,-0.006557922,0.015840922,0.1017458,0.1198004,0.14973566,0.12958886,0.034908026,0.07406975,0.1113729,0.16271235,0.08202479,0.08263172,0.031718228,0.16247946,0.24108168,0.24998258,0.15289941,0.14838207,0.28788567,0.014484681,0.09426254,0.06304106,0.09369698,0.2415012,0.051257,-0.1000991,-0.051658146,0.035820656,0.04871367,0.037853666
0.24813136,0.3671281,0.0882239,0.15094504,0.1707763,0.41761625,0.41420388,0.25408503,0.81387043,0.28686228,0.36104885,0.40170348,0.44099814,-0.043987706,0.2412838,0.21667878,0.044232935,0.2624419,0.11616521,0.1586497,0.53354067,0.36354336,0.34303993,0.12956472,0.15498908,0.14069696,0.17309539,0.30627537,0.23969172,0.09734132,0.11193064,0.25562552,0.39175946,0.34334636,0.22787458,0.04075517,0.16612284,0.2983601,0.27242783,0.21343634,0.295133,0.47773036,0.13210873,0.2936271,0.21386413,0.18207058,-0.040213116,-0.018322248,0.30066693,0.04186334,0.33990768,0.40525436,0.46518037,0.28493547,0.18823066,0.11845124,0.154299,0.31081006,0.26305306,0.055787686,0.076964974,0.08204964,0.1585584,0.21612129,-0.03509277,0.1714148,0.18114497,0.17309316,0.033457343,0.05753022,0.20176993,0.0057180542,0.053477325,0.28503147,0.34449327,0.04887891,0.35903618,0.15639938,0.08514388,0.09951184,-0.046510983,0.07088772,0.20958945,0.21865313,0.2936893,0.17393455,0.35940975,0.116980225,0.17077273,0.21346872,0.23753265,0.28156283,0.21080719,0.11682757,0.11476322,-0.048321404,0.05511341,0.17021419,-0.018322248,0.06560072,-0.018322248,0.16963324,-0.04917781,0.06031383,0.0627309,0.07057926,0.05789714,0.1301294,0.10804005,0.15475333,0.055923358,0.086154826,0.1460371,0.1090968,0.0077730063,0.19869839,0.08295869,0.13263367,0.22240403,0.041029263,0.10066367,0.24264388,0.10785741,0.10230327,0.15719268,0.06873227,0.37613884,0.39323974,0.23273022,0.2430763,0.098270625,0.17825599,0.2371676,0.1902185,0.20840321,0.08354913,0.21429227,0.18285218,0.050013185,0.20279668,0.14695156,0.29154757,0.004179305,0.051280227,0.041349035,0.34584135,0.20964342,0.12033357,0.023180986,0.121291064,0.10857804,0.100324064,0.16589317,0.13750203,0.05887205,0.24309865,-0.00393204,0.1745871,0.29118294,0.25563723,0.16242784,0.28283024,0.09535014,0.041493572,0.14613637,0.22432427,0.25949937,0.020005725,0.11571108,0.085135095,0.109192535,0.18819465
