0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
0.56017643,0.3430439,0.33435178,0.20197943,0.24819945,0.29524082,0.15166962,0.31921935,0.222774,0.1980209,0.22513366,0.17610523,0.28029305,0.09661803,0.1939686,0.32220638,0.22319803,0.3198862,0.07464029,0.25280833,0.22817206,0.1750811,0.18774268,0.17162797,0.21928346,0.3018962,0.14755817,0.2523729,0.20522232,0.4003074,0.10444742,0.104703054,0.19751784,0.39771205,0.2830754,0.18450564,0.18770021,0.12259774,0.194822,0.10981858,0.2924554,0.118385635,0.2749733,0.26408595,0.16934468,0.13754837,0.17289864,0.0746497,0.15783645,0.22942886,0.15929091,0.092783965,0.15658972,0.0011039197,0.14986977,0.04346823,0.1595694,0.13757606,0.18235384,0.17098148,0.3560112,0.24887103,0.29878372,0.25330406,0.13058826,0.20585644,0.3027266,0.4293016,0.3985665,0.33985662,0.36083186,0.32659554,0.11330458,0.08557694,0.26566982,0.17373699,0.21439129,0.21185645,0.20399757,0.15288484,0.19895475,0.1676752,0.15595035,0.21632218,0.22498846,0.15567158,0.14569588,0.14327227,0.10787602,0.13013208,0.13341214,0.19230959,0.16468847,0.22631666,0.13355745,0.12740186,0.13866983,0.14943977,0.09459035,0.1411749,0.17103195,0.17085633,0.264135,0.24697861,0.17310703,0.09180639,0.21913363,0.07400584,0.10528264,0.16935925,-0.018284587,0.17808768,0.114324756,0.08137368,0.12820363,0.13646331,0.111302674,0.10672346,0.20872572,0.15161785,0.19062433,0.10671703,-0.011897287,0.22712833,0.0680057,0.083035976,0.1198535,0.17186557,0.08524501,0.11226381,0.28231192,0.09144391,0.1278543,0.064256385,0.12171753,0.20457533,0.15394536,0.33796933,0.15893531,0.27849317,0.3228042,0.009791166,0.104860514,0.11645158,0.18679997,0.16916904,0.07610367,0.11334131,0.11345402,0.30015874,0.115394816,0.035548035,0.07889106,0.09747345,0.14986977,-0.03646219,0.19910637
0.54739374,0.3835651,0.45708564,0.5352111,0.26926997,0.2770558,0.37691683,0.25867194,0.13717812,0.3870144,0.3901137,0.24631192,0.47013202,0.33150694,0.48968694,0.30378014,0.18570684,0.3041932,0.25786418,0.30973598,0.32524884,0.38446075,0.37009272,0.32387763,0.32784256,0.2743393,0.14456964,0.21694267,0.2548089,0.35047066,0.36967406,0.22669926,0.32323635,0.36948222,0.2848382,0.2720887,0.2794475,0.34602156,0.36468464,0.20337543,0.20786977,0.10296448,0.29411963,0.34657323,0.23768272,0.36945093,0.31327248,0.13849516,0.047620498,0.30714676,0.15328565,0.02696536,0.10653669,0.13707261,0.11075629,0.06797859,0.23253465,0.23730041,0.23189022,0.29774004,0.38561156,0.2551211,0.28527406,0.20002452,0.12934947,0.33129054,0.19428796,0.27714065,0.18857145,0.24398237,0.21281981,0.33561194,0.2139923,0.22563615,0.25558215,0.20265897,0.3588459,0.14746659,0.27533787,0.21818236,0.2410195,0.24571644,0.17342933,0.15580794,0.17290649,0.31147635,0.15099618,0.15095481,0.04278857,0.24586356,0.276074,0.3119765,0.3236032,0.22790405,0.24347487,0.19044152,0.18659952,0.19369057,0.14426035,0.0965381,0.18203345,0.24530426,0.25224805,0.26463136,0.34332994,0.05858413,0.29659525,0.17733775,0.07671933,0.13264577,0.0522317,0.20133133,0.32862264,0.1786384,0.16282031,0.3276414,-0.0037315413,0.36032492,0.24288219,0.23077962,0.12768915,0.036738858,-0.0037258128,0.2697934,0.17503478,0.23332822,0.03417137,0.0965841,0.22169521,0.099417776,0.33139095,0.38299546,0.32173735,0.23357362,0.13432287,0.19414872,0.17667107,0.26270968,0.07358972,0.23846427,0.24806409,0.1474447,0.06695465,0.1817616,0.19030741,0.16472583,0.057337012,0.15002598,0.13969088,0.18392287,0.24113034,0.16012034,0.18848307,0.16287445,0.11075629,0.025174571,0.24621347
0.35211983,0.1808097,0.18539216,0.276528,0.69304544,0.17727491,0.28124344,0.11944028,0.22464931,0.18767174,0.14699984,0.09671633,0.1974973,0.27835518,0.41088563,0.1312605,0.25659046,0.29524976,0.29447624,0.1864602,0.15814848,0.33685547,0.29477942,0.36605436,0.26565886,0.12895775,0.15369238,0.12799333,0.2863518,0.33600816,0.28953344,0.18071622,0.2566095,0.3897466,0.3465973,0.2306658,0.2477265,0.2634328,0.2857346,0.24076366,0.19826725,0.09912888,0.28235745,0.3549001,0.3729012,0.408652,0.25616506,0.14633581,0.2651291,0.24365732,0.30089915,0.040170256,0.14936471,0.053192206,0.10959694,0.08699927,0.19720088,0.29214826,0.26191634,0.22036925,0.3695464,0.29138651,0.4047739,0.29852954,0.25253537,0.39435685,0.28920364,0.32127553,0.2454972,0.31437248,0.27317974,0.34778982,0.24187082,0.24639297,0.26994085,0.19188696,0.19300818,0.23181142,0.24490888,0.1601102,0.27107868,0.33504933,0.28343546,0.21020667,0.21625389,0.3022076,0.2850118,0.17575625,0.16767366,0.30437052,0.29375464,0.34067023,0.36732948,0.26444915,0.1336137,0.2666115,0.17160285,0.15087533,0.17783314,0.3009249,0.22565329,0.36309057,0.31110537,0.29140553,0.24884625,0.28677526,0.22697186,0.18003254,0.059067607,0.19092304,0.129273,0.2796468,0.19379455,0.11295532,-0.03965264,0.15341425,0.017581826,0.1591973,0.18759213,0.1620833,0.23410048,0.11532209,-0.046030678,0.20813607,0.18821497,0.32893598,0.15042098,0.17411172,0.20129064,0.1433948,0.3556764,0.33699104,0.2161034,0.14058028,0.19510004,0.2941451,0.13223828,0.2548033,0.11680493,0.20761067,0.27652052,0.07187163,0.1169109,0.17335202,0.17761177,0.199925,0.12640394,0.2624637,0.26107362,0.34816116,0.15218621,0.15809672,0.15015866,0.2463648,0.10959694,0.020477802,0.23036551
0.3762524,0.29517567,0.3953366,0.1536968,0.11839162,0.777798,0.18596032,0.17860721,0.14567661,0.19627053,0.14423701,0.2257249,0.29152945,0.14561288,0.17409623,0.1343579,0.15581281,0.17538887,0.08299084,0.24406485,0.13684797,0.19464159,0.1456006,0.103466265,0.101024054,0.35136694,0.10999853,0.1941509,0.12824513,0.24691838,0.112632334,0.040535063,0.12989154,0.29627603,0.12783149,0.15192494,0.21714683,0.066856265,0.11001909,0.13026917,0.14761621,0.08349328,0.21926296,0.37574273,0.3072694,0.16048041,0.22604974,0.21395755,0.18091093,0.21722136,0.066690706,0.014634151,0.102062345,0.02240412,0.09832449,0.013180136,0.32112658,0.11211482,0.23039806,0.1642042,0.20807698,0.23835854,0.102317095,0.19973415,0.18946701,0.09456427,0.27479842,0.39601105,0.38653493,0.30331352,0.30517775,0.2842539,0.1509496,0.15240282,0.3361899,0.09699408,0.30764177,0.20480224,0.09210752,0.20395134,0.20428735,0.23968482,0.14292659,0.20188186,0.2114541,0.12532215,0.13432643,0.081656925,0.09943879,0.24531981,0.2122868,0.14504135,0.071320355,0.28120273,0.06695889,0.14362979,0.14383641,0.09155964,0.056790795,0.11925642,0.08496531,0.1459051,0.16741472,0.25655353,0.26367754,0.104402974,0.145019,0.071359105,-0.066807605,0.17368898,0.16773954,0.22979571,0.08474454,0.1695858,0.08410373,0.19352783,0.25342733,0.08641239,0.27169743,0.2124018,0.156665,0.25844654,0.05212004,0.20599586,0.052492164,0.11740756,0.109441966,0.25603974,0.089984804,0.28055108,0.26920918,0.13378848,0.2368655,0.20059852,-0.022345398,0.15562871,0.08391018,0.20884104,0.29573345,0.20022061,0.34401816,0.06377506,0.05664802,0.025856081,0.20060366,0.11799245,0.06922827,0.0685426,0.10281675,0.18237627,0.022408506,0.04457298,-0.0075166165,0.08465952,0.09832449,-0.08649884,0.3328926
0.37823886,0.2737282,0.30320525,0.19000183,0.17948654,0.29370824,0.6530303,0.30863467,0.26212153,0.3270022,0.30504668,0.10524558,0.3380114,0.22519554,0.24953514,0.12935954,0.336509,0.2329393,0.20942976,0.1732201,0.32079917,0.3039492,0.22823626,0.16655579,0.16200224,0.44772345,0.25364855,0.1958892,0.36286357,0.27213347,0.17462756,0.11875292,0.22043721,0.32118854,0.2582937,0.14997064,0.24303663,0.089219086,0.18735078,0.09519283,0.28999233,0.10809464,0.1891452,0.30647802,0.15800576,0.26811725,0.1374707,0.022231493,0.14278144,0.2949628,0.19696346,0.10757285,0.21305302,0.07712515,0.11088124,0.08360596,0.19114885,0.22525854,0.24973908,0.084950015,0.28244197,0.35121527,0.22045456,0.11961003,0.27359876,0.18386318,0.38016754,0.2826828,0.17013349,0.3216535,0.14802319,0.1876088,0.14617057,0.13126972,0.380057,0.09876136,0.38826978,0.24079026,0.26015228,0.20265605,0.21441656,0.17759527,0.14522856,0.36752883,0.3013113,0.1381955,0.04914409,0.030883132,0.032553636,0.17540279,0.11007193,0.16485512,0.18606472,0.17039207,0.110790804,0.11193809,0.09780632,0.058824148,0.12785834,0.24622959,0.15520668,0.14435992,0.26149818,0.32711133,0.17073679,0.12994137,0.20740551,0.16932113,0.12229566,0.13756447,0.09169676,0.11854392,0.2372157,0.16131946,0.05089975,0.302227,0.047296546,0.26152524,0.22889543,0.20286414,0.22558305,0.24197319,-0.01075442,0.19829297,0.16593166,0.26066184,0.18805301,0.14225507,0.0949064,0.031224946,0.22538412,0.17180595,0.20156576,0.11298822,0.08312387,0.10748903,0.18101129,0.16091132,0.092681326,0.1858541,0.22425693,0.09129286,0.123345725,0.21066107,0.10788669,0.15796852,0.04764146,0.01637178,0.08901122,0.16388121,0.20354159,0.14394054,0.11120382,0.18382236,0.11088124,0.08240702,0.21873447
0.35158485,0.34312367,0.36138535,0.21801627,0.029630724,0.22902893,0.32649887,0.78354156,0.4161404,0.37139645,0.41603452,0.20804545,0.29996705,0.18383479,0.18437946,0.22482887,0.23415919,0.2613316,0.15240121,0.30602515,0.4400053,0.19644883,0.12273096,0.15174815,0.22267617,0.4901998,0.14691156,0.24808678,0.24407554,0.41399693,0.18077585,0.09132728,0.22978058,0.37040377,0.4282976,0.24158461,0.21298048,0.17249888,0.25372767,0.02550177,0.42133918,0.17842513,0.23372835,0.4301155,0.17751198,0.14807732,0.1620208,0.12840308,0.075453795,0.21069635,0.13880955,0.110554986,0.19587116,0.09362174,0.19594893,0.014709312,0.12470222,0.054406047,0.13272482,0.18801266,0.30944073,0.19702262,0.24758671,0.22703344,0.11737089,0.14938451,0.18023935,0.27555832,0.2999102,0.28267646,0.22357585,0.2425383,0.13074732,0.14518633,0.1587171,0.23281093,0.25298572,0.1225165,0.23169813,0.15885417,0.20602795,0.12303428,0.14302851,0.22410145,0.1621857,0.15757376,0.14217216,-0.01795749,0.10562389,0.035159122,0.12570876,0.26630366,0.068957604,0.12533528,0.18499392,0.041285783,0.14025635,0.19260155,0.09040587,0.16625836,0.1649463,0.16682321,0.25064403,0.23506856,0.1572525,0.06050013,0.12214981,0.12986717,0.05112037,0.11363888,0.0009028744,0.15732335,0.1734517,0.2205163,0.19465792,0.2025708,0.11812939,0.20534612,0.20397171,0.21184008,0.1694404,0.12639469,0.09987287,0.25232065,0.093519896,0.122630626,0.117908336,0.06782899,0.15270232,0.14605252,0.17405383,0.098247916,0.15810616,0.064430095,0.096630245,0.17796847,0.14613831,0.20740461,0.09095415,0.3189585,0.17631532,0.008153532,0.1206189,0.18656245,0.1440416,0.14215238,0.073495135,0.034803785,0.11766665,0.2459257,0.13422029,0.091564015,0.11096136,0.04416801,0.19594893,0.008706577,0.14883116
0.25139645,0.1358035,0.17324257,0.07458978,0.15198882,0.09524019,0.32829428,0.36591393,0.6371157,0.25985795,0.12450288,0.16430347,0.22035706,0.11946132,0.18147478,0.060706645,0.26645744,0.10055482,0.0714333,0.20862153,0.13284843,0.13511764,0.072973266,0.17703462,0.22545175,0.24282256,0.13977394,0.22624186,0.19698033,0.17740482,0.04693358,0.08923118,0.22232394,0.26040262,0.30890274,0.22474536,0.08349734,0.08977211,0.19266862,0.0965419,0.20915799,0.22104967,0.107247286,0.293611,0.13898614,0.076640904,0.12317693,0.005751293,0.19518057,0.21368332,0.13412033,0.009082669,0.19283828,0.101558365,0.21055564,0.104905695,0.14832853,0.18471026,0.08931147,0.123486534,0.16298199,0.19574124,0.22616301,0.11945805,0.21814218,0.02560106,0.17737563,0.16669005,0.21350789,0.22077209,0.19657353,0.15288495,0.14510784,0.11191501,0.15731652,0.21728757,0.20224875,0.21400814,0.20800833,0.05648143,0.29954574,0.16294472,0.16969144,0.21811065,0.22483724,0.1690213,0.07029217,0.09912228,0.08730696,0.16466501,0.15655331,0.1687151,0.036820017,0.13906762,0.07957214,0.12207943,0.09472307,0.10504891,0.18681835,0.12915677,0.17048177,0.05025664,0.17818597,0.17561528,0.09017201,0.047726966,0.16433711,0.097696304,0.04668672,0.040091712,0.07530649,0.051874194,-0.022917772,0.17679751,0.11752209,0.2109851,0.14469442,0.08244702,0.13867222,0.112507,0.18350193,0.16058785,0.0022638598,0.096556365,0.124212325,0.18451041,0.08140232,0.10050813,0.031207163,0.17242752,0.07507283,0.1135874,0.13090381,0.022915142,0.019950265,0.0068113077,0.23029308,0.24948944,-0.00015041232,0.099879265,0.103819594,0.14877458,0.12482793,0.097959645,0.12602293,0.10111219,0.0985015,0.010687832,0.14942288,0.16113311,0.036450345,0.18371114,0.067734554,0.07396209,0.21055564,0.055673823,0.18053354
0.34073615,0.3343454,0.3702517,0.2078012,0.17764899,0.20698221,0.35590732,0.35244578,0.3572045,0.7403157,0.4592204,0.30871576,0.43333012,0.1251764,0.25773132,0.15396214,0.40125558,0.20938377,0.2504699,0.38737482,0.37343884,0.31153408,0.2223846,0.24099016,0.30920988,0.2863431,0.17366223,0.31641087,0.3305114,0.33579725,0.20746419,0.0438074,0.3066086,0.3157406,0.24744505,0.37669897,0.5041095,0.28413785,0.23445621,0.10137367,0.30738002,0.22131795,0.35952285,0.3561253,0.24705124,0.15971465,0.24548988,0.11683263,0.13441591,0.33737162,0.2501377,0.119170964,0.056806292,0.18018083,0.107932575,0.09824932,0.14424314,0.2115682,0.17289308,0.15331978,0.2774801,0.22417398,0.2802636,0.24443072,0.11898014,0.23037164,0.16121769,0.26244363,0.2842953,0.36684692,0.24962525,0.23026197,0.105570085,0.21718487,0.26705799,0.39591068,0.2800578,0.15099256,0.29748368,0.27054274,0.20418614,0.22894755,0.12478684,0.17851478,0.19641294,0.27003056,0.14601885,0.09177856,0.121925056,0.111060336,0.22432877,0.20176351,0.25600445,0.1909731,0.1428297,0.10340066,0.24320707,0.09519099,0.20722571,0.19267014,0.13854091,0.25735897,0.30802873,0.23920721,0.23459381,0.17253757,0.19020227,0.1998777,0.20051968,0.101653494,0.031835277,0.15097383,0.34161255,0.35047245,0.21841866,0.33014986,0.20751148,0.29074574,0.32340413,0.36436224,0.17312093,0.22777158,0.107799776,0.27790987,0.13387716,0.17474309,0.15756993,0.10889415,0.23177758,0.25034064,0.25337878,0.17913927,0.18685856,0.057396263,0.19325857,0.213728,0.052824765,0.1924214,0.24809967,0.2637423,0.23126018,0.10394733,0.1340245,0.1460192,0.14334658,0.17612654,0.04738247,0.10645272,0.15004645,0.257263,0.11033122,0.18512446,0.06519529,0.15809532,0.107932575,0.12727374,0.13923568
0.24321705,0.2464146,0.30746967,0.24041432,-0.031219712,0.17785311,0.3952305,0.3732404,0.20506331,0.37375984,0.50014937,0.23233838,0.2647542,0.22468357,0.16783734,0.18084064,0.31018057,0.22015543,0.23529997,0.2687026,0.28116605,0.108618766,0.14530306,0.16253416,0.2628956,0.35182682,0.1383287,0.32869232,0.2519227,0.21784917,0.16496015,0.20577842,0.18406199,0.22819617,0.2576469,0.3174537,0.26327413,0.24215533,0.2322441,0.13850296,0.29639482,0.21600187,0.19084464,0.3079893,0.12509045,0.116360806,0.12510481,0.072728865,0.053640258,0.2627086,0.20179221,0.04711257,0.045380853,0.18545653,0.148328,0.029917572,0.06592083,0.09058742,0.11865108,0.21466118,0.16580854,0.306077,0.2502635,0.16192628,0.12745124,0.06807204,0.089894675,0.13291064,0.10873234,0.21859744,0.23584175,0.21149255,0.105471,0.06623909,0.087725304,0.28739297,0.24154109,0.19694808,0.20070587,0.12958832,0.15062262,0.13119891,0.08326003,0.23301794,0.22877805,0.2180736,0.08914729,-0.08496699,0.08178626,0.089273065,0.097515285,0.18070328,0.066580325,0.15976623,0.15865491,0.08575112,0.12454535,0.16370396,0.14803201,0.06623587,0.101044945,0.12617007,0.18599336,0.10105128,0.100442246,0.042267125,0.11532841,0.18600628,0.11646638,-0.0067783883,-0.038854074,0.06038736,0.11054049,0.24277648,0.36620045,0.33878198,0.114750236,0.32274604,0.18730952,0.21895875,0.23975055,0.15074992,0.061983615,0.16093376,0.17048225,0.12286493,0.12592658,0.004168054,0.05840289,0.13303085,0.07742795,0.13030246,0.25089258,0.03642264,0.13101427,0.15167344,0.107424885,0.13551763,0.1177489,0.18217789,0.11690148,0.055734117,0.11778046,0.13764517,0.062214434,0.099453814,0.100199744,0.038716655,0.13046676,0.16442905,0.13725281,0.12114133,0.10398008,0.06103836,0.148328,-0.018544093,0.08435617
0.26214206,0.27560782,0.26098144,0.21492212,0.14881298,0.30730838,0.20882079,0.21888416,0.28247595,0.41160077,0.4036302,0.305811,0.27007964,0.13151869,0.17274037,0.28938356,0.32149094,0.21900223,0.2248439,0.3507839,0.24611953,0.2777303,0.2290486,0.21994524,0.2573105,0.2050743,0.157213,0.34264505,0.23157287,0.2526925,0.22630586,0.019568373,0.23518088,0.21279849,0.25006348,0.17861384,0.29825652,0.18320699,0.22209653,0.10640576,0.26324394,0.14580943,0.3049718,0.32004124,0.28206044,0.21555693,0.3342103,0.28289905,0.26764834,0.21709988,0.1998089,0.082447566,0.108235,0.08063746,0.14258862,0.06486567,0.1550381,0.15102607,0.16764227,0.18074133,0.19437936,0.24959669,0.104948476,0.14645281,0.14515775,0.1795151,0.23706892,0.3242551,0.26560655,0.27058733,0.17761777,0.20002186,0.16047487,0.15946431,0.20642114,0.2901347,0.23168062,0.14424956,0.13622418,0.20489812,0.13696678,0.2148266,0.10646627,0.25984633,0.2609777,0.27279818,0.17715782,0.101823345,0.11174187,0.21116748,0.25460723,0.2129686,0.15345946,0.281575,0.19880633,0.08940363,0.17918392,0.17152517,0.19183756,0.3171214,0.06451334,0.10802084,0.22038409,0.19378641,0.20141825,0.20373625,0.2159836,0.16478148,0.055942073,0.22137345,0.1296496,0.13199589,0.24960798,0.19551992,0.12730137,0.23720875,0.18312147,0.15244621,0.2087769,0.22936797,0.2083579,0.19600506,0.018247074,0.25431776,0.15604433,0.17169493,0.21198402,0.20891096,0.13570967,0.29708615,0.23079965,0.11089387,0.15439814,0.14164798,0.19247262,0.1548939,0.1715571,0.14098701,0.2633267,0.1732584,0.1542235,0.059397355,0.15021682,0.08631235,0.26603645,0.30795103,0.12649497,0.08512306,0.11261272,0.18493108,0.0704641,0.07363142,0.0049231984,0.13441055,0.14258862,0.0032123048,0.18025337
