x.story,x.chunk,y.story,y.chunk,dtw,x,y
1,4,1,1,2.01654137744286,1.4,1.1
1,4,1,2,2.07583209668658,1.4,1.2
1,4,1,3,1.6620302038414576,1.4,1.3
1,4,1,4,0,1.4,1.4
1,4,1,5,1.8862404984889465,1.4,1.5
1,4,2,1,2.056909710453009,1.4,2.1
1,4,2,2,1.9338961271991175,1.4,2.2
1,4,2,3,1.6670422892822783,1.4,2.3
1,4,2,4,0.326418082755955,1.4,2.4
1,4,2,5,1.8273040318442402,1.4,2.5
1,4,3,1,1.9636442961226777,1.4,3.1
1,4,3,2,2.0199669075645876,1.4,3.2
1,4,3,3,1.7295616785610572,1.4,3.3
1,4,3,4,0.31327248338472247,1.4,3.4
1,4,3,5,1.8690180184453833,1.4,3.5
1,4,4,1,1.9761269980288083,1.4,4.1
1,4,4,2,2.1062246470601647,1.4,4.2
1,4,4,3,1.7239928659847725,1.4,4.3
1,4,4,4,0.32783453977238103,1.4,4.4
1,4,4,5,1.9246585759721058,1.4,4.5
1,5,1,1,1.9968505255928333,1.5,1.1
1,5,1,2,1.6568962374029503,1.5,1.2
1,5,1,3,1.2590765004492954,1.5,1.3
1,5,1,4,1.8862404984889465,1.5,1.4
1,5,1,5,0,1.5,1.5
1,5,2,1,2.00969781779341,1.5,2.1
1,5,2,2,1.6393679932373504,1.5,2.2
1,5,2,3,1.2458039394327336,1.5,2.3
1,5,2,4,1.9442280630934505,1.5,2.4
1,5,2,5,0.29711722429753734,1.5,2.5
1,5,3,1,1.9700296415325342,1.5,3.1
1,5,3,2,1.826124936378848,1.5,3.2
1,5,3,3,1.281487714515204,1.5,3.3
1,5,3,4,1.860043177536171,1.5,3.4
1,5,3,5,0.5350665801097343,1.5,3.5
1,5,4,1,1.994119797175379,1.5,4.1
1,5,4,2,1.8168740420381202,1.5,4.2
1,5,4,3,1.3750028315050926,1.5,4.3
1,5,4,4,1.741805761847164,1.5,4.4
1,5,4,5,0.45150263979243166,1.5,4.5
2,1,1,1,0.2209663164293496,2.1,1.1
2,1,1,2,1.7015801134241304,2.1,1.2
2,1,1,3,1.5386276250930235,2.1,1.3
2,1,1,4,2.056909710453009,2.1,1.4
2,1,1,5,2.00969781779341,2.1,1.5
2,1,2,1,0,2.1,2.1
2,1,2,2,1.6607876310966438,2.1,2.2
2,1,2,3,1.4974548791777158,2.1,2.3
2,1,2,4,1.999899130075576,2.1,2.4
2,1,2,5,1.9476101884776558,2.1,2.5
2,1,3,1,0.1707176063341753,2.1,3.1
2,1,3,2,1.8490485259970066,2.1,3.2
2,1,3,3,1.6047240256201787,2.1,3.3
2,1,3,4,1.9556083678368235,2.1,3.4
2,1,3,5,2.10886238644533,2.1,3.5
2,1,4,1,0.2619170401309695,2.1,4.1
2,1,4,2,1.8588164794839386,2.1,4.2
2,1,4,3,1.5798293272279054,2.1,4.3
2,1,4,4,1.9336131308140863,2.1,4.4
2,1,4,5,2.0441407159044616,2.1,4.5
2,2,1,1,1.6072854915807937,2.2,1.1
2,2,1,2,0.4970569522185178,2.2,1.2
2,2,1,3,1.6930416385262193,2.2,1.3
2,2,1,4,1.9338961271991175,2.2,1.4
2,2,1,5,1.6393679932373504,2.2,1.5
2,2,2,1,1.6607876310966438,2.2,2.1
2,2,2,2,0,2.2,2.2
2,2,2,3,1.6321234588561024,2.2,2.3
2,2,2,4,2.0363832475027115,2.2,2.4
2,2,2,5,1.6540955788150944,2.2,2.5
2,2,3,1,1.6640511901506048,2.2,3.1
2,2,3,2,0.40585687425144534,2.2,3.2
2,2,3,3,1.6777567302312917,2.2,3.3
2,2,3,4,2.024227637624396,2.2,3.4
2,2,3,5,1.8815674928825716,2.2,3.5
2,2,4,1,1.6428955587780347,2.2,4.1
2,2,4,2,0.5463763205400963,2.2,4.2
2,2,4,3,1.6675970778495322,2.2,4.3
2,2,4,4,2.004854614181238,2.2,4.4
2,2,4,5,1.8230400275996386,2.2,4.5
2,3,1,1,1.6111217314099733,2.3,1.1
2,3,1,2,1.7867832234613052,2.3,1.2
2,3,1,3,0.406152598109814,2.3,1.3
2,3,1,4,1.6670422892822783,2.3,1.4
2,3,1,5,1.2458039394327336,2.3,1.5
2,3,2,1,1.4974548791777158,2.3,2.1
2,3,2,2,1.6321234588561024,2.3,2.2
2,3,2,3,0,2.3,2.3
2,3,2,4,1.713961457928443,2.3,2.4
2,3,2,5,1.2162063246101982,2.3,2.5
2,3,3,1,1.6196245814120642,2.3,3.1
2,3,3,2,1.783743568722008,2.3,3.2
2,3,3,3,0.2613682485081233,2.3,3.3
2,3,3,4,1.7392345840091206,2.3,3.4
2,3,3,5,1.436237882871962,2.3,3.5
2,3,4,1,1.5991684238741934,2.3,4.1
2,3,4,2,1.902043912769418,2.3,4.2
2,3,4,3,0.3301926405124523,2.3,4.3
2,3,4,4,1.6837252549330817,2.3,4.4
2,3,4,5,1.3422920010911137,2.3,4.5
2,4,1,1,1.9753727380759318,2.4,1.1
2,4,1,2,2.148611849287448,2.4,1.2
2,4,1,3,1.6869437154171778,2.4,1.3
2,4,1,4,0.326418082755955,2.4,1.4
2,4,1,5,1.9442280630934505,2.4,1.5
2,4,2,1,1.999899130075576,2.4,2.1
2,4,2,2,2.0363832475027115,2.4,2.2
2,4,2,3,1.713961457928443,2.4,2.3
2,4,2,4,0,2.4,2.4
2,4,2,5,1.8797084858473054,2.4,2.5
2,4,3,1,1.9166146839241724,2.4,3.1
2,4,3,2,2.133861431964599,2.4,3.2
2,4,3,3,1.8330458971407426,2.4,3.3
2,4,3,4,0.17072462756238163,2.4,3.4
2,4,3,5,1.9403124712877788,2.4,3.5
2,4,4,1,1.9233498646988385,2.4,4.1
2,4,4,2,2.1965610492951604,2.4,4.2
2,4,4,3,1.7837433997538743,2.4,4.3
2,4,4,4,0.27759050604554986,2.4,4.4
2,4,4,5,1.9601073657851922,2.4,4.5
2,5,1,1,2.034459166111771,2.5,1.1
2,5,1,2,1.7368809846303148,2.5,1.2
2,5,1,3,1.1917227607288767,2.5,1.3
2,5,1,4,1.8273040318442402,2.5,1.4
2,5,1,5,0.29711722429753734,2.5,1.5
2,5,2,1,1.9476101884776558,2.5,2.1
2,5,2,2,1.6540955788150944,2.5,2.2
2,5,2,3,1.2162063246101982,2.5,2.3
2,5,2,4,1.8797084858473054,2.5,2.4
2,5,2,5,0,2.5,2.5
2,5,3,1,2.022918564519366,2.5,3.1
2,5,3,2,1.831709020190783,2.5,3.2
2,5,3,3,1.2394891576741305,2.5,3.3
2,5,3,4,1.7560531807137962,2.5,3.4
2,5,3,5,0.3898982754569356,2.5,3.5
2,5,4,1,2.0248435857420906,2.5,4.1
2,5,4,2,1.8149302127141647,2.5,4.2
2,5,4,3,1.316945982979276,2.5,4.3
2,5,4,4,1.642939138059981,2.5,4.4
2,5,4,5,0.30744192795133146,2.5,4.5
3,1,1,1,0.25656407767099276,3.1,1.1
3,1,1,2,1.7113423870005333,3.1,1.2
3,1,1,3,1.6601999578444775,3.1,1.3
3,1,1,4,1.9636442961226777,3.1,1.4
3,1,1,5,1.9700296415325342,3.1,1.5
3,1,2,1,0.1707176063341753,3.1,2.1
3,1,2,2,1.6640511901506048,3.1,2.2
3,1,2,3,1.6196245814120642,3.1,2.3
3,1,2,4,1.9166146839241724,3.1,2.4
3,1,2,5,2.022918564519366,3.1,2.5
3,1,3,1,0,3.1,3.1
3,1,3,2,1.8788151598485654,3.1,3.2
3,1,3,3,1.7226924862514095,3.1,3.3
3,1,3,4,1.8654360704135633,3.1,3.4
3,1,3,5,2.0556051594989277,3.1,3.5
3,1,4,1,0.2140361106997978,3.1,4.1
3,1,4,2,1.8452375209591214,3.1,4.2
3,1,4,3,1.7160116835648593,3.1,4.3
3,1,4,4,1.8431761822920008,3.1,4.4
3,1,4,5,1.992216286301113,3.1,4.5
3,2,1,1,1.7912438587720563,3.2,1.1
3,2,1,2,0.4051774118477198,3.2,1.2
3,2,1,3,1.7935991149867125,3.2,1.3
3,2,1,4,2.0199669075645876,3.2,1.4
3,2,1,5,1.826124936378848,3.2,1.5
3,2,2,1,1.8490485259970066,3.2,2.1
3,2,2,2,0.40585687425144534,3.2,2.2
3,2,2,3,1.783743568722008,3.2,2.3
3,2,2,4,2.133861431964599,3.2,2.4
3,2,2,5,1.831709020190783,3.2,2.5
3,2,3,1,1.8788151598485654,3.2,3.1
3,2,3,2,0,3.2,3.2
3,2,3,3,1.8048369746588744,3.2,3.3
3,2,3,4,2.094388118463973,3.2,3.4
3,2,3,5,2.0055369810828814,3.2,3.5
3,2,4,1,1.83361033427639,3.2,4.1
3,2,4,2,0.1440810456558129,3.2,4.2
3,2,4,3,1.7582175247742495,3.2,4.3
3,2,4,4,2.0690435483640766,3.2,4.4
3,2,4,5,1.9667152495797313,3.2,4.5
3,3,1,1,1.6548656466660492,3.3,1.1
3,3,1,2,1.814165248998122,3.3,1.2
3,3,1,3,0.5133505180906827,3.3,1.3
3,3,1,4,1.7295616785610572,3.3,1.4
3,3,1,5,1.281487714515204,3.3,1.5
3,3,2,1,1.6047240256201787,3.3,2.1
3,3,2,2,1.6777567302312917,3.3,2.2
3,3,2,3,0.2613682485081233,3.3,2.3
3,3,2,4,1.8330458971407426,3.3,2.4
3,3,2,5,1.2394891576741305,3.3,2.5
3,3,3,1,1.7226924862514095,3.3,3.1
3,3,3,2,1.8048369746588744,3.3,3.2
3,3,3,3,0,3.3,3.3
3,3,3,4,1.8373912161981465,3.3,3.4
3,3,3,5,1.3873901424113295,3.3,3.5
3,3,4,1,1.6434074744556106,3.3,4.1
3,3,4,2,1.8906488920284168,3.3,4.2
3,3,4,3,0.19670565411466998,3.3,4.3
3,3,4,4,1.7763788648364194,3.3,4.4
3,3,4,5,1.3978769463620881,3.3,4.5
3,4,1,1,1.9285198490569602,3.4,1.1
3,4,1,2,2.1458538341506186,3.4,1.2
3,4,1,3,1.7086052057385803,3.4,1.3
3,4,1,4,0.31327248338472247,3.4,1.4
3,4,1,5,1.860043177536171,3.4,1.5
3,4,2,1,1.9556083678368235,3.4,2.1
3,4,2,2,2.024227637624396,3.4,2.2
3,4,2,3,1.7392345840091206,3.4,2.3
3,4,2,4,0.17072462756238163,3.4,2.4
3,4,2,5,1.7560531807137962,3.4,2.5
3,4,3,1,1.8654360704135633,3.4,3.1
3,4,3,2,2.094388118463973,3.4,3.2
3,4,3,3,1.8373912161981465,3.4,3.3
3,4,3,4,0,3.4,3.4
3,4,3,5,1.8192249519236732,3.4,3.5
3,4,4,1,1.8814979218063317,3.4,4.1
3,4,4,2,2.149876472421881,3.4,4.2
3,4,4,3,1.7887489655852182,3.4,4.3
3,4,4,4,0.17362852418905714,3.4,4.4
3,4,4,5,1.8734332111825553,3.4,4.5
3,5,1,1,2.1331493398993806,3.5,1.1
3,5,1,2,1.8651328342041997,3.5,1.2
3,5,1,3,1.483123927897553,3.5,1.3
3,5,1,4,1.8690180184453833,3.5,1.4
3,5,1,5,0.5350665801097343,3.5,1.5
3,5,2,1,2.10886238644533,3.5,2.1
3,5,2,2,1.8815674928825716,3.5,2.2
3,5,2,3,1.436237882871962,3.5,2.3
3,5,2,4,1.9403124712877788,3.5,2.4
3,5,2,5,0.3898982754569356,3.5,2.5
3,5,3,1,2.0556051594989277,3.5,3.1
3,5,3,2,2.0055369810828814,3.5,3.2
3,5,3,3,1.3873901424113295,3.5,3.3
3,5,3,4,1.8192249519236732,3.5,3.4
3,5,3,5,0,3.5,3.5
3,5,4,1,2.169113440051325,3.5,4.1
3,5,4,2,1.996877292348493,3.5,4.2
3,5,4,3,1.599255421354809,3.5,4.3
3,5,4,4,1.7144572077337121,3.5,4.4
3,5,4,5,0.19760726974686527,3.5,4.5
4,1,1,1,0.14873002656978812,4.1,1.1
4,1,1,2,1.7110853071674683,4.1,1.2
4,1,1,3,1.630288604950253,4.1,1.3
4,1,1,4,1.9761269980288083,4.1,1.4
4,1,1,5,1.994119797175379,4.1,1.5
4,1,2,1,0.2619170401309695,4.1,2.1
4,1,2,2,1.6428955587780347,4.1,2.2
4,1,2,3,1.5991684238741934,4.1,2.3
4,1,2,4,1.9233498646988385,4.1,2.4
4,1,2,5,2.0248435857420906,4.1,2.5
4,1,3,1,0.2140361106997978,4.1,3.1
4,1,3,2,1.83361033427639,4.1,3.2
4,1,3,3,1.6434074744556106,4.1,3.3
4,1,3,4,1.8814979218063317,4.1,3.4
4,1,3,5,2.169113440051325,4.1,3.5
4,1,4,1,0,4.1,4.1
4,1,4,2,1.8048184105874954,4.1,4.2
4,1,4,3,1.5549961412087698,4.1,4.3
4,1,4,4,1.8710269109824282,4.1,4.4
4,1,4,5,2.086412161751897,4.1,4.5
4,2,1,1,1.8059345540049725,4.2,1.1
4,2,1,2,0.36187694191328573,4.2,1.2
4,2,1,3,1.889463372984643,4.2,1.3
4,2,1,4,2.1062246470601647,4.2,1.4
4,2,1,5,1.8168740420381202,4.2,1.5
4,2,2,1,1.8588164794839386,4.2,2.1
4,2,2,2,0.5463763205400963,4.2,2.2
4,2,2,3,1.902043912769418,4.2,2.3
4,2,2,4,2.1965610492951604,4.2,2.4
4,2,2,5,1.8149302127141647,4.2,2.5
4,2,3,1,1.8452375209591214,4.2,3.1
4,2,3,2,0.1440810456558129,4.2,3.2
4,2,3,3,1.8906488920284168,4.2,3.3
4,2,3,4,2.149876472421881,4.2,3.4
4,2,3,5,1.996877292348493,4.2,3.5
4,2,4,1,1.8048184105874954,4.2,4.1
4,2,4,2,0,4.2,4.2
4,2,4,3,1.7875629334984988,4.2,4.3
4,2,4,4,2.1304462785696834,4.2,4.4
4,2,4,5,1.9637634928407255,4.2,4.5
4,3,1,1,1.55083425306215,4.3,1.1
4,3,1,2,1.8717305422509936,4.3,1.2
4,3,1,3,0.5056791316727322,4.3,1.3
4,3,1,4,1.7239928659847725,4.3,1.4
4,3,1,5,1.3750028315050926,4.3,1.5
4,3,2,1,1.5798293272279054,4.3,2.1
4,3,2,2,1.6675970778495322,4.3,2.2
4,3,2,3,0.3301926405124523,4.3,2.3
4,3,2,4,1.7837433997538743,4.3,2.4
4,3,2,5,1.316945982979276,4.3,2.5
4,3,3,1,1.7160116835648593,4.3,3.1
4,3,3,2,1.7582175247742495,4.3,3.2
4,3,3,3,0.19670565411466998,4.3,3.3
4,3,3,4,1.7887489655852182,4.3,3.4
4,3,3,5,1.599255421354809,4.3,3.5
4,3,4,1,1.5549961412087698,4.3,4.1
4,3,4,2,1.7875629334984988,4.3,4.2
4,3,4,3,0,4.3,4.3
4,3,4,4,1.7266198018731393,4.3,4.4
4,3,4,5,1.5378101572668412,4.3,4.5
4,4,1,1,1.9118392124768138,4.4,1.1
4,4,1,2,2.0988202486344063,4.4,1.2
4,4,1,3,1.6874949486411916,4.4,1.3
4,4,1,4,0.32783453977238103,4.4,1.4
4,4,1,5,1.741805761847164,4.4,1.5
4,4,2,1,1.9336131308140863,4.4,2.1
4,4,2,2,2.004854614181238,4.4,2.2
4,4,2,3,1.6837252549330817,4.4,2.3
4,4,2,4,0.27759050604554986,4.4,2.4
4,4,2,5,1.642939138059981,4.4,2.5
4,4,3,1,1.8431761822920008,4.4,3.1
4,4,3,2,2.0690435483640766,4.4,3.2
4,4,3,3,1.7763788648364194,4.4,3.3
4,4,3,4,0.17362852418905714,4.4,3.4
4,4,3,5,1.7144572077337121,4.4,3.5
4,4,4,1,1.8710269109824282,4.4,4.1
4,4,4,2,2.1304462785696834,4.4,4.2
4,4,4,3,1.7266198018731393,4.4,4.3
4,4,4,4,0,4.4,4.4
4,4,4,5,1.7475399749787481,4.4,4.5
4,5,1,1,2.057843249724342,4.5,1.1
4,5,1,2,1.83852993652847,4.5,1.2
4,5,1,3,1.3946789689011132,4.5,1.3
4,5,1,4,1.9246585759721058,4.5,1.4
4,5,1,5,0.45150263979243166,4.5,1.5
4,5,2,1,2.0441407159044616,4.5,2.1
4,5,2,2,1.8230400275996386,4.5,2.2
4,5,2,3,1.3422920010911137,4.5,2.3
4,5,2,4,1.9601073657851922,4.5,2.4
4,5,2,5,0.30744192795133146,4.5,2.5
4,5,3,1,1.992216286301113,4.5,3.1
4,5,3,2,1.9667152495797313,4.5,3.2
4,5,3,3,1.3978769463620881,4.5,3.3
4,5,3,4,1.8734332111825553,4.5,3.4
4,5,3,5,0.19760726974686527,4.5,3.5
4,5,4,1,2.086412161751897,4.5,4.1
4,5,4,2,1.9637634928407255,4.5,4.2
4,5,4,3,1.5378101572668412,4.5,4.3
4,5,4,4,1.7475399749787481,4.5,4.4
4,5,4,5,0,4.5,4.5
