x,y,value,x.num,y.num,x.story,y.story,x.max,y.max,x.num.prop,y.num.prop,max.sim,num.prop.diff,num.prop.diff.abs,translation_steps,rscore.pred.diff,rscore.pred.diff.abs,rscore.avg.cos,rscore.avg.cos.med
rus2.91,eng1.96,0.8015532,91,96,rus2,eng1,144,158,0.6319444444444444,0.6075949367088608,0.8015532,-0.024349507735583642,0.024349507735583642,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.92,eng1.97,0.7760944,92,97,rus2,eng1,144,158,0.6388888888888888,0.6139240506329114,0.7760944,-0.024964838255977395,0.024964838255977395,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.93,eng1.98,0.7658162,93,98,rus2,eng1,144,158,0.6458333333333334,0.620253164556962,0.7658162,-0.02558016877637137,0.02558016877637137,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.94,eng1.99,0.74807364,94,99,rus2,eng1,144,158,0.6527777777777778,0.6265822784810127,0.74807364,-0.026195499296765123,0.026195499296765123,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.95,eng1.100,0.79835737,95,100,rus2,eng1,144,158,0.6597222222222222,0.6329113924050633,0.79835737,-0.026810829817158877,0.026810829817158877,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.96,eng1.101,0.44873255,96,101,rus2,eng1,144,158,0.6666666666666666,0.6392405063291139,0.44873255,-0.02742616033755274,0.02742616033755274,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.97,eng1.103,0.815974,97,103,rus2,eng1,144,158,0.6736111111111112,0.6518987341772152,0.815974,-0.021712376933895938,0.021712376933895938,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.98,eng1.104,0.82712066,98,104,rus2,eng1,144,158,0.6805555555555556,0.6582278481012658,0.82712066,-0.022327707454289802,0.022327707454289802,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.99,eng1.105,0.8302359,99,105,rus2,eng1,144,158,0.6875,0.6645569620253164,0.8302359,-0.022943037974683556,0.022943037974683556,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.100,eng1.106,0.8388417,100,106,rus2,eng1,144,158,0.6944444444444444,0.6708860759493671,0.8388417,-0.02355836849507731,0.02355836849507731,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.101,eng1.107,0.6348976,101,107,rus2,eng1,144,158,0.7013888888888888,0.6772151898734177,0.6348976,-0.024173699015471173,0.024173699015471173,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.102,eng1.109,0.63973683,102,109,rus2,eng1,144,158,0.7083333333333334,0.689873417721519,0.63973683,-0.01845991561181437,0.01845991561181437,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.103,eng1.114,0.69906294,103,114,rus2,eng1,144,158,0.7152777777777778,0.7215189873417721,0.69906294,0.006241209563994321,0.006241209563994321,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.104,eng1.115,0.65095377,104,115,rus2,eng1,144,158,0.7222222222222222,0.7278481012658228,0.65095377,0.005625879043600568,0.005625879043600568,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.105,eng1.116,0.7850045,105,116,rus2,eng1,144,158,0.7291666666666666,0.7341772151898734,0.7850045,0.005010548523206815,0.005010548523206815,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.106,eng1.117,0.85875654,106,117,rus2,eng1,144,158,0.7361111111111112,0.740506329113924,0.85875654,0.00439521800281284,0.00439521800281284,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.107,eng1.119,0.59967744,107,119,rus2,eng1,144,158,0.7430555555555556,0.7531645569620253,0.59967744,0.010109001406469753,0.010109001406469753,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.108,eng1.119,0.4068407,108,119,rus2,eng1,144,158,0.75,0.7531645569620253,0.4068407,0.0031645569620253333,0.0031645569620253333,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.109,eng1.120,0.798827,109,120,rus2,eng1,144,158,0.7569444444444444,0.759493670886076,0.798827,0.00254922644163158,0.00254922644163158,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.110,eng1.121,0.76166177,110,121,rus2,eng1,144,158,0.7638888888888888,0.7658227848101266,0.76166177,0.001933895921237716,0.001933895921237716,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.111,eng1.123,0.79683715,111,123,rus2,eng1,144,158,0.7708333333333334,0.7784810126582279,0.79683715,0.0076476793248945185,0.0076476793248945185,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.112,eng1.124,0.67009634,112,124,rus2,eng1,144,158,0.7777777777777778,0.7848101265822784,0.67009634,0.007032348804500654,0.007032348804500654,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.113,eng1.125,0.8057631,113,125,rus2,eng1,144,158,0.7847222222222222,0.7911392405063291,0.8057631,0.006417018284106901,0.006417018284106901,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.114,eng1.126,0.8124021,114,126,rus2,eng1,144,158,0.7916666666666666,0.7974683544303798,0.8124021,0.005801687763713148,0.005801687763713148,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.115,eng1.127,0.7878979,115,127,rus2,eng1,144,158,0.7986111111111112,0.8037974683544303,0.7878979,0.005186357243319173,0.005186357243319173,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.116,eng1.128,0.9212471,116,128,rus2,eng1,144,158,0.8055555555555556,0.810126582278481,0.9212471,0.00457102672292542,0.00457102672292542,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.117,eng1.130,0.54838914,117,130,rus2,eng1,144,158,0.8125,0.8227848101265823,0.54838914,0.010284810126582333,0.010284810126582333,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.118,eng1.131,0.53775865,118,131,rus2,eng1,144,158,0.8194444444444444,0.8291139240506329,0.53775865,0.00966947960618847,0.00966947960618847,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.119,eng1.132,0.4678358,119,132,rus2,eng1,144,158,0.8263888888888888,0.8354430379746836,0.4678358,0.009054149085794716,0.009054149085794716,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.122,eng1.133,0.7815422,122,133,rus2,eng1,144,158,0.8472222222222222,0.8417721518987342,0.7815422,-0.005450070323487988,0.005450070323487988,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.123,eng1.134,0.7760958,123,134,rus2,eng1,144,158,0.8541666666666666,0.8481012658227848,0.7760958,-0.006065400843881852,0.006065400843881852,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.124,eng1.135,0.84033,124,135,rus2,eng1,144,158,0.8611111111111112,0.8544303797468354,0.84033,-0.006680731364275716,0.006680731364275716,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.125,eng1.137,0.77737415,125,137,rus2,eng1,144,158,0.8680555555555556,0.8670886075949367,0.77737415,-9.669479606189135e-4,9.669479606189135e-4,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.80,eng1.138,0.5170772,80,138,rus2,eng1,144,158,0.5555555555555556,0.8734177215189873,0.5170772,0.31786216596343175,0.31786216596343175,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.126,eng1.138,0.6263639,126,138,rus2,eng1,144,158,0.875,0.8734177215189873,0.6263639,-0.0015822784810126667,0.0015822784810126667,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.127,eng1.140,0.6843825,127,140,rus2,eng1,144,158,0.8819444444444444,0.8860759493670886,0.6843825,0.004131504922644136,0.004131504922644136,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.128,eng1.141,0.713357,128,141,rus2,eng1,144,158,0.8888888888888888,0.8924050632911392,0.713357,0.0035161744022503827,0.0035161744022503827,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.129,eng1.142,0.6022873,129,142,rus2,eng1,144,158,0.8958333333333334,0.8987341772151899,0.6022873,0.0029008438818565185,0.0029008438818565185,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.130,eng1.142,0.629905,130,142,rus2,eng1,144,158,0.9027777777777778,0.8987341772151899,0.629905,-0.004043600562587901,0.004043600562587901,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.131,eng1.143,0.6636324,131,143,rus2,eng1,144,158,0.9097222222222222,0.9050632911392406,0.6636324,-0.004658931082981654,0.004658931082981654,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.132,eng1.144,0.8281804,132,144,rus2,eng1,144,158,0.9166666666666666,0.9113924050632911,0.8281804,-0.0052742616033755185,0.0052742616033755185,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.133,eng1.146,0.6282515,133,146,rus2,eng1,144,158,0.9236111111111112,0.9240506329113924,0.6282515,4.3952180028128396e-4,4.3952180028128396e-4,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.134,eng1.147,0.7921497,134,147,rus2,eng1,144,158,0.9305555555555556,0.930379746835443,0.7921497,-1.758087201125802e-4,1.758087201125802e-4,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.135,eng1.149,0.7903186,135,149,rus2,eng1,144,158,0.9375,0.9430379746835443,0.7903186,0.005537974683544333,0.005537974683544333,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.136,eng1.150,0.82690465,136,150,rus2,eng1,144,158,0.9444444444444444,0.9493670886075949,0.82690465,0.004922644163150469,0.004922644163150469,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.137,eng1.151,0.7718872,137,151,rus2,eng1,144,158,0.9513888888888888,0.9556962025316456,0.7718872,0.004307313642756716,0.004307313642756716,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.138,eng1.152,0.8402531,138,152,rus2,eng1,144,158,0.9583333333333334,0.9620253164556962,0.8402531,0.003691983122362852,0.003691983122362852,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.139,eng1.153,0.676312,139,153,rus2,eng1,144,158,0.9652777777777778,0.9683544303797469,0.676312,0.0030766526019690987,0.0030766526019690987,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.140,eng1.154,0.7877753,140,154,rus2,eng1,144,158,0.9722222222222222,0.9746835443037974,0.7877753,0.0024613220815752346,0.0024613220815752346,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.141,eng1.155,0.54227513,141,155,rus2,eng1,144,158,0.9791666666666666,0.9810126582278481,0.54227513,0.0018459915611814814,0.0018459915611814814,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.142,eng1.155,0.61906934,142,155,rus2,eng1,144,158,0.9861111111111112,0.9810126582278481,0.61906934,-0.005098452883263049,0.005098452883263049,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.56,eng1.156,0.7511344,56,156,rus2,eng1,144,158,0.3888888888888889,0.9873417721518988,0.7511344,0.5984528832630098,0.5984528832630098,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.143,eng1.156,0.7250924,143,156,rus2,eng1,144,158,0.9930555555555556,0.9873417721518988,0.7250924,-0.0057137834036568025,0.0057137834036568025,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.144,eng1.158,0.6157352,144,158,rus2,eng1,144,158,1,1,0.6157352,0,0,1,-0.019869395796004084,0.03600285628961717,0.6965300506849315,0.72452385
rus2.1,rus2.1,1,1,1,rus2,rus2,144,144,0.006944444444444444,0.006944444444444444,1,0,0,0,0,0,0.9999999826388889,1
rus2.2,rus2.2,1.0000001,2,2,rus2,rus2,144,144,0.013888888888888888,0.013888888888888888,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.3,rus2.3,1,3,3,rus2,rus2,144,144,0.020833333333333332,0.020833333333333332,1,0,0,0,0,0,0.9999999826388889,1
rus2.4,rus2.4,0.9999999,4,4,rus2,rus2,144,144,0.027777777777777776,0.027777777777777776,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.5,rus2.5,1.0000001,5,5,rus2,rus2,144,144,0.034722222222222224,0.034722222222222224,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.6,rus2.6,0.9999999,6,6,rus2,rus2,144,144,0.041666666666666664,0.041666666666666664,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.7,rus2.7,0.99999976,7,7,rus2,rus2,144,144,0.04861111111111111,0.04861111111111111,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.8,rus2.8,0.9999999,8,8,rus2,rus2,144,144,0.05555555555555555,0.05555555555555555,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.9,rus2.9,0.9999997,9,9,rus2,rus2,144,144,0.0625,0.0625,0.9999997,0,0,0,0,0,0.9999999826388889,1
rus2.10,rus2.10,0.9999999,10,10,rus2,rus2,144,144,0.06944444444444445,0.06944444444444445,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.11,rus2.11,1,11,11,rus2,rus2,144,144,0.0763888888888889,0.0763888888888889,1,0,0,0,0,0,0.9999999826388889,1
rus2.12,rus2.12,1.0000002,12,12,rus2,rus2,144,144,0.08333333333333333,0.08333333333333333,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.13,rus2.13,0.9999999,13,13,rus2,rus2,144,144,0.09027777777777778,0.09027777777777778,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.14,rus2.14,0.99999976,14,14,rus2,rus2,144,144,0.09722222222222222,0.09722222222222222,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.15,rus2.15,1.0000001,15,15,rus2,rus2,144,144,0.10416666666666667,0.10416666666666667,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.16,rus2.16,1,16,16,rus2,rus2,144,144,0.1111111111111111,0.1111111111111111,1,0,0,0,0,0,0.9999999826388889,1
rus2.17,rus2.17,0.9999999,17,17,rus2,rus2,144,144,0.11805555555555555,0.11805555555555555,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.18,rus2.18,1.0000001,18,18,rus2,rus2,144,144,0.125,0.125,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.19,rus2.19,1,19,19,rus2,rus2,144,144,0.13194444444444445,0.13194444444444445,1,0,0,0,0,0,0.9999999826388889,1
rus2.20,rus2.20,1.0000004,20,20,rus2,rus2,144,144,0.1388888888888889,0.1388888888888889,1.0000004,0,0,0,0,0,0.9999999826388889,1
rus2.21,rus2.21,1,21,21,rus2,rus2,144,144,0.14583333333333334,0.14583333333333334,1,0,0,0,0,0,0.9999999826388889,1
rus2.22,rus2.22,0.99999964,22,22,rus2,rus2,144,144,0.1527777777777778,0.1527777777777778,0.99999964,0,0,0,0,0,0.9999999826388889,1
rus2.23,rus2.23,0.9999999,23,23,rus2,rus2,144,144,0.1597222222222222,0.1597222222222222,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.24,rus2.24,0.9999999,24,24,rus2,rus2,144,144,0.16666666666666666,0.16666666666666666,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.25,rus2.25,1,25,25,rus2,rus2,144,144,0.1736111111111111,0.1736111111111111,1,0,0,0,0,0,0.9999999826388889,1
rus2.26,rus2.26,0.9999999,26,26,rus2,rus2,144,144,0.18055555555555555,0.18055555555555555,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.27,rus2.27,1,27,27,rus2,rus2,144,144,0.1875,0.1875,1,0,0,0,0,0,0.9999999826388889,1
rus2.28,rus2.28,1.0000004,28,28,rus2,rus2,144,144,0.19444444444444445,0.19444444444444445,1.0000004,0,0,0,0,0,0.9999999826388889,1
rus2.29,rus2.29,0.99999976,29,29,rus2,rus2,144,144,0.2013888888888889,0.2013888888888889,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.30,rus2.30,0.9999998,30,30,rus2,rus2,144,144,0.20833333333333334,0.20833333333333334,0.9999998,0,0,0,0,0,0.9999999826388889,1
rus2.31,rus2.31,1,31,31,rus2,rus2,144,144,0.2152777777777778,0.2152777777777778,1,0,0,0,0,0,0.9999999826388889,1
rus2.32,rus2.32,1.0000002,32,32,rus2,rus2,144,144,0.2222222222222222,0.2222222222222222,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.33,rus2.33,1.0000001,33,33,rus2,rus2,144,144,0.22916666666666666,0.22916666666666666,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.34,rus2.34,0.99999976,34,34,rus2,rus2,144,144,0.2361111111111111,0.2361111111111111,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.35,rus2.35,1.0000002,35,35,rus2,rus2,144,144,0.24305555555555555,0.24305555555555555,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.36,rus2.36,1,36,36,rus2,rus2,144,144,0.25,0.25,1,0,0,0,0,0,0.9999999826388889,1
rus2.37,rus2.37,1,37,37,rus2,rus2,144,144,0.2569444444444444,0.2569444444444444,1,0,0,0,0,0,0.9999999826388889,1
rus2.38,rus2.38,0.9999999,38,38,rus2,rus2,144,144,0.2638888888888889,0.2638888888888889,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.39,rus2.39,1.0000002,39,39,rus2,rus2,144,144,0.2708333333333333,0.2708333333333333,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.40,rus2.40,1.0000001,40,40,rus2,rus2,144,144,0.2777777777777778,0.2777777777777778,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.41,rus2.41,1.0000001,41,41,rus2,rus2,144,144,0.2847222222222222,0.2847222222222222,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.42,rus2.42,0.9999999,42,42,rus2,rus2,144,144,0.2916666666666667,0.2916666666666667,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.43,rus2.43,1.0000001,43,43,rus2,rus2,144,144,0.2986111111111111,0.2986111111111111,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.44,rus2.44,1.0000005,44,44,rus2,rus2,144,144,0.3055555555555556,0.3055555555555556,1.0000005,0,0,0,0,0,0.9999999826388889,1
rus2.45,rus2.45,1,45,45,rus2,rus2,144,144,0.3125,0.3125,1,0,0,0,0,0,0.9999999826388889,1
rus2.46,rus2.46,1,46,46,rus2,rus2,144,144,0.3194444444444444,0.3194444444444444,1,0,0,0,0,0,0.9999999826388889,1
rus2.47,rus2.47,1,47,47,rus2,rus2,144,144,0.3263888888888889,0.3263888888888889,1,0,0,0,0,0,0.9999999826388889,1
rus2.48,rus2.48,1,48,48,rus2,rus2,144,144,0.3333333333333333,0.3333333333333333,1,0,0,0,0,0,0.9999999826388889,1
rus2.49,rus2.49,1.0000001,49,49,rus2,rus2,144,144,0.3402777777777778,0.3402777777777778,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.50,rus2.50,0.99999964,50,50,rus2,rus2,144,144,0.3472222222222222,0.3472222222222222,0.99999964,0,0,0,0,0,0.9999999826388889,1
rus2.51,rus2.51,1.0000001,51,51,rus2,rus2,144,144,0.3541666666666667,0.3541666666666667,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.52,rus2.52,0.99999976,52,52,rus2,rus2,144,144,0.3611111111111111,0.3611111111111111,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.53,rus2.53,1,53,53,rus2,rus2,144,144,0.3680555555555556,0.3680555555555556,1,0,0,0,0,0,0.9999999826388889,1
rus2.54,rus2.54,0.99999976,54,54,rus2,rus2,144,144,0.375,0.375,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.55,rus2.55,0.9999999,55,55,rus2,rus2,144,144,0.3819444444444444,0.3819444444444444,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.56,rus2.56,1,56,56,rus2,rus2,144,144,0.3888888888888889,0.3888888888888889,1,0,0,0,0,0,0.9999999826388889,1
rus2.57,rus2.57,0.9999999,57,57,rus2,rus2,144,144,0.3958333333333333,0.3958333333333333,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.58,rus2.58,0.9999999,58,58,rus2,rus2,144,144,0.4027777777777778,0.4027777777777778,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.59,rus2.59,0.99999994,59,59,rus2,rus2,144,144,0.4097222222222222,0.4097222222222222,0.99999994,0,0,0,0,0,0.9999999826388889,1
rus2.60,rus2.60,1.0000002,60,60,rus2,rus2,144,144,0.4166666666666667,0.4166666666666667,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.61,rus2.61,1.0000001,61,61,rus2,rus2,144,144,0.4236111111111111,0.4236111111111111,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.62,rus2.62,1.0000001,62,62,rus2,rus2,144,144,0.4305555555555556,0.4305555555555556,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.63,rus2.63,0.9999998,63,63,rus2,rus2,144,144,0.4375,0.4375,0.9999998,0,0,0,0,0,0.9999999826388889,1
rus2.64,rus2.64,1,64,64,rus2,rus2,144,144,0.4444444444444444,0.4444444444444444,1,0,0,0,0,0,0.9999999826388889,1
rus2.65,rus2.65,1,65,65,rus2,rus2,144,144,0.4513888888888889,0.4513888888888889,1,0,0,0,0,0,0.9999999826388889,1
rus2.66,rus2.66,1.0000001,66,66,rus2,rus2,144,144,0.4583333333333333,0.4583333333333333,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.67,rus2.67,0.9999999,67,67,rus2,rus2,144,144,0.4652777777777778,0.4652777777777778,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.68,rus2.68,0.99999994,68,68,rus2,rus2,144,144,0.4722222222222222,0.4722222222222222,0.99999994,0,0,0,0,0,0.9999999826388889,1
rus2.69,rus2.69,0.99999976,69,69,rus2,rus2,144,144,0.4791666666666667,0.4791666666666667,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.70,rus2.70,1.0000002,70,70,rus2,rus2,144,144,0.4861111111111111,0.4861111111111111,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.71,rus2.71,1,71,71,rus2,rus2,144,144,0.4930555555555556,0.4930555555555556,1,0,0,0,0,0,0.9999999826388889,1
rus2.72,rus2.72,1.0000001,72,72,rus2,rus2,144,144,0.5,0.5,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.73,rus2.73,0.99999976,73,73,rus2,rus2,144,144,0.5069444444444444,0.5069444444444444,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.74,rus2.74,1.0000001,74,74,rus2,rus2,144,144,0.5138888888888888,0.5138888888888888,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.75,rus2.75,0.99999976,75,75,rus2,rus2,144,144,0.5208333333333334,0.5208333333333334,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.76,rus2.76,0.9999999,76,76,rus2,rus2,144,144,0.5277777777777778,0.5277777777777778,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.77,rus2.77,0.9999999,77,77,rus2,rus2,144,144,0.5347222222222222,0.5347222222222222,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.78,rus2.78,1,78,78,rus2,rus2,144,144,0.5416666666666666,0.5416666666666666,1,0,0,0,0,0,0.9999999826388889,1
rus2.79,rus2.79,1.0000001,79,79,rus2,rus2,144,144,0.5486111111111112,0.5486111111111112,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.80,rus2.80,1,80,80,rus2,rus2,144,144,0.5555555555555556,0.5555555555555556,1,0,0,0,0,0,0.9999999826388889,1
rus2.81,rus2.81,0.99999994,81,81,rus2,rus2,144,144,0.5625,0.5625,0.99999994,0,0,0,0,0,0.9999999826388889,1
rus2.82,rus2.82,0.9999995,82,82,rus2,rus2,144,144,0.5694444444444444,0.5694444444444444,0.9999995,0,0,0,0,0,0.9999999826388889,1
rus2.83,rus2.83,0.9999997,83,83,rus2,rus2,144,144,0.5763888888888888,0.5763888888888888,0.9999997,0,0,0,0,0,0.9999999826388889,1
rus2.84,rus2.84,1,84,84,rus2,rus2,144,144,0.5833333333333334,0.5833333333333334,1,0,0,0,0,0,0.9999999826388889,1
rus2.85,rus2.85,1,85,85,rus2,rus2,144,144,0.5902777777777778,0.5902777777777778,1,0,0,0,0,0,0.9999999826388889,1
rus2.86,rus2.86,1.0000002,86,86,rus2,rus2,144,144,0.5972222222222222,0.5972222222222222,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.87,rus2.87,1.0000002,87,87,rus2,rus2,144,144,0.6041666666666666,0.6041666666666666,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.88,rus2.88,1.0000001,88,88,rus2,rus2,144,144,0.6111111111111112,0.6111111111111112,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.89,rus2.89,0.99999964,89,89,rus2,rus2,144,144,0.6180555555555556,0.6180555555555556,0.99999964,0,0,0,0,0,0.9999999826388889,1
rus2.90,rus2.90,1.0000004,90,90,rus2,rus2,144,144,0.625,0.625,1.0000004,0,0,0,0,0,0.9999999826388889,1
rus2.91,rus2.91,1.0000001,91,91,rus2,rus2,144,144,0.6319444444444444,0.6319444444444444,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.92,rus2.92,1,92,92,rus2,rus2,144,144,0.6388888888888888,0.6388888888888888,1,0,0,0,0,0,0.9999999826388889,1
rus2.93,rus2.93,1,93,93,rus2,rus2,144,144,0.6458333333333334,0.6458333333333334,1,0,0,0,0,0,0.9999999826388889,1
rus2.94,rus2.94,0.9999999,94,94,rus2,rus2,144,144,0.6527777777777778,0.6527777777777778,0.9999999,0,0,0,0,0,0.9999999826388889,1
rus2.95,rus2.95,0.99999976,95,95,rus2,rus2,144,144,0.6597222222222222,0.6597222222222222,0.99999976,0,0,0,0,0,0.9999999826388889,1
rus2.96,rus2.96,1.0000001,96,96,rus2,rus2,144,144,0.6666666666666666,0.6666666666666666,1.0000001,0,0,0,0,0,0.9999999826388889,1
rus2.97,rus2.97,1.0000002,97,97,rus2,rus2,144,144,0.6736111111111112,0.6736111111111112,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.98,rus2.98,1,98,98,rus2,rus2,144,144,0.6805555555555556,0.6805555555555556,1,0,0,0,0,0,0.9999999826388889,1
rus2.99,rus2.99,1.0000002,99,99,rus2,rus2,144,144,0.6875,0.6875,1.0000002,0,0,0,0,0,0.9999999826388889,1
rus2.100,rus2.100,1,100,100,rus2,rus2,144,144,0.6944444444444444,0.6944444444444444,1,0,0,0,0,0,0.9999999826388889,1
rus2.101,rus2.101,1,101,101,rus2,rus2,144,144,0.7013888888888888,0.7013888888888888,1,0,0,0,0,0,0.9999999826388889,1
rus2.102,rus2.102,1,102,102,rus2,rus2,144,144,0.7083333333333334,0.7083333333333334,1,0,0,0,0,0,0.9999999826388889,1
rus2.103,rus2.103,1.0000004,103,103,rus2,rus2,144,144,0.7152777777777778,0.7152777777777778,1.0000004,0,0,0,0,0,0.9999999826388889,1
