similarity,sent_num,story,lang,lag,span
0.3397443502856553,140,1,eng,1,1
0.2993514473781804,141,1,eng,1,1
0.22965369313262415,142,1,eng,1,1
0.6197613501253663,143,1,eng,1,1
0.11920704851609705,144,1,eng,1,1
0.1400523964533576,145,1,eng,1,1
0.22985618737222116,146,1,eng,1,1
0.4441947066536574,147,1,eng,1,1
0.41156604291212523,148,1,eng,1,1
0.469644694428605,149,1,eng,1,1
0.12033130307113622,150,1,eng,1,1
0.16977042857092034,151,1,eng,1,1
0.160962182847808,152,1,eng,1,1
0.21167081116568545,153,1,eng,1,1
0.18174124582955273,154,1,eng,1,1
0.12052169683215637,155,1,eng,1,1
0.14416279369649498,156,1,eng,1,1
0.11387402852643921,157,1,eng,1,1
NA,1,2,rus,1,1
NA,2,2,rus,1,1
0.4016707188257248,3,2,rus,1,1
0.6209461599568911,4,2,rus,1,1
0.39185438832051345,5,2,rus,1,1
0.37019307645166816,6,2,rus,1,1
0.45227498703654045,7,2,rus,1,1
0.3989526549449732,8,2,rus,1,1
0.57535262886313,9,2,rus,1,1
0.45409038198451973,10,2,rus,1,1
0.6654026259796949,11,2,rus,1,1
0.5126422096936835,12,2,rus,1,1
0.5410054380637266,13,2,rus,1,1
0.3799846330349777,14,2,rus,1,1
0.4840380529792517,15,2,rus,1,1
0.4398047088819817,16,2,rus,1,1
0.5260175544794724,17,2,rus,1,1
0.3782387945716332,18,2,rus,1,1
0.3648423921586238,19,2,rus,1,1
0.3645639774854208,20,2,rus,1,1
0.37117921086064937,21,2,rus,1,1
0.24920725514818348,22,2,rus,1,1
0.3283616739343627,23,2,rus,1,1
0.2941944480051049,24,2,rus,1,1
0.5148669848789528,25,2,rus,1,1
0.5788045265065299,26,2,rus,1,1
0.6738662754486237,27,2,rus,1,1
0.4176953541286237,28,2,rus,1,1
0.4687215947258822,29,2,rus,1,1
0.4798910092608275,30,2,rus,1,1
0.435703814252221,31,2,rus,1,1
0.5706273723713278,32,2,rus,1,1
0.30264179599541136,33,2,rus,1,1
0.36599201607147025,34,2,rus,1,1
0.61035732713139,35,2,rus,1,1
0.4597272244252265,36,2,rus,1,1
0.13416089693481473,37,2,rus,1,1
0.42513989207231717,38,2,rus,1,1
0.36315513404658295,39,2,rus,1,1
0.3600176924590521,40,2,rus,1,1
0.5862534699167472,41,2,rus,1,1
0.4739001609043786,42,2,rus,1,1
0.4322091380475492,43,2,rus,1,1
0.21419086629188666,44,2,rus,1,1
0.4976664655712994,45,2,rus,1,1
0.41882425360156783,46,2,rus,1,1
0.47657501753239867,47,2,rus,1,1
0.43065948926894115,48,2,rus,1,1
0.2689082158255335,49,2,rus,1,1
0.25978092271565717,50,2,rus,1,1
0.5425770771164653,51,2,rus,1,1
0.40568868518771783,52,2,rus,1,1
0.6153801327504589,53,2,rus,1,1
0.3648158566443216,54,2,rus,1,1
0.260464251468638,55,2,rus,1,1
0.5335808327217268,56,2,rus,1,1
0.3824747396077022,57,2,rus,1,1
0.3107818678872421,58,2,rus,1,1
0.33104440254586043,59,2,rus,1,1
0.3509944949534692,60,2,rus,1,1
0.5997475986577493,61,2,rus,1,1
0.42342324846677115,62,2,rus,1,1
0.4120836703315551,63,2,rus,1,1
0.4434462703162756,64,2,rus,1,1
0.5934630313362838,65,2,rus,1,1
0.4859126260958735,66,2,rus,1,1
0.6534787698919697,67,2,rus,1,1
0.544568725986266,68,2,rus,1,1
0.3167567404182286,69,2,rus,1,1
0.44749536707828685,70,2,rus,1,1
0.5261617287842735,71,2,rus,1,1
0.4734699048997038,72,2,rus,1,1
0.3606242769271806,73,2,rus,1,1
0.2478308510750446,74,2,rus,1,1
0.29813140037260316,75,2,rus,1,1
0.39176402356454343,76,2,rus,1,1
0.5819690325262028,77,2,rus,1,1
0.49155251635099423,78,2,rus,1,1
0.41615260472513294,79,2,rus,1,1
0.45403267518552726,80,2,rus,1,1
0.3329652645922058,81,2,rus,1,1
0.35845284217268963,82,2,rus,1,1
0.34501949079120964,83,2,rus,1,1
0.32408703497901986,84,2,rus,1,1
0.34813320824778476,85,2,rus,1,1
0.20915215269308163,86,2,rus,1,1
0.24425981808702107,87,2,rus,1,1
0.6437126556917399,88,2,rus,1,1
0.4294412848993485,89,2,rus,1,1
0.4097060210783508,90,2,rus,1,1
0.4941910604789063,91,2,rus,1,1
0.36147750814000695,92,2,rus,1,1
0.5051396277917214,93,2,rus,1,1
0.3458879963256109,94,2,rus,1,1
0.38490454380522937,95,2,rus,1,1
0.4085777197749752,96,2,rus,1,1
0.40210129716259835,97,2,rus,1,1
0.5025944145760911,98,2,rus,1,1
0.5446109251762283,99,2,rus,1,1
0.34057052372133856,100,2,rus,1,1
0.43298744993962524,101,2,rus,1,1
0.20775901164593957,102,2,rus,1,1
0.3091548980878414,103,2,rus,1,1
0.5637630683209499,104,2,rus,1,1
0.4557133401476179,105,2,rus,1,1
0.5087519603818849,106,2,rus,1,1
0.5565227680561337,107,2,rus,1,1
0.3419134487969274,108,2,rus,1,1
0.3852748009837421,109,2,rus,1,1
0.42020557682041115,110,2,rus,1,1
0.3961661223967747,111,2,rus,1,1
0.37198332284655683,112,2,rus,1,1
0.22926090478529815,113,2,rus,1,1
0.3231337381263274,114,2,rus,1,1
0.5453216687655884,115,2,rus,1,1
0.3514864323918104,116,2,rus,1,1
0.47846998775730654,117,2,rus,1,1
0.43340880442044016,118,2,rus,1,1
0.25672564323458064,119,2,rus,1,1
0.3522943504381116,120,2,rus,1,1
0.526191390945701,121,2,rus,1,1
0.5018598279673215,122,2,rus,1,1
0.5544791315892205,123,2,rus,1,1
0.505035101061321,124,2,rus,1,1
0.3729085326033877,125,2,rus,1,1
0.43997094589470126,126,2,rus,1,1
0.5229532109331193,127,2,rus,1,1
0.5273976099684441,128,2,rus,1,1
0.5194813633844434,129,2,rus,1,1
0.5098400793470621,130,2,rus,1,1
0.36708681302603074,131,2,rus,1,1
0.6521929841620885,132,2,rus,1,1
0.3515901822007851,133,2,rus,1,1
0.3399424891691217,134,2,rus,1,1
0.5337480923839573,135,2,rus,1,1
0.6059094776450786,136,2,rus,1,1
0.3922216769347263,137,2,rus,1,1
0.46905391256091156,138,2,rus,1,1
0.4302492503198487,139,2,rus,1,1
0.3994523371566239,140,2,rus,1,1
