x.num,y.num,value,x.story,x.chunk,y.story,y.chunk,x.id,y.id,x.num.prop,y.num.prop,max.sim,num.prop.diff,num.prop.diff.abs,translation_steps,chunk_steps,different_chunks,rscore.pred.diff,rscore.pred.diff.abs,rscore.avg.cos,rscore.avg.cos.med
4,25,0.41101387,1,4,1,2,eng1.4,eng1.2,0.0975609756097561,0.6097560975609756,0.41101387,0.5121951219512195,0.5121951219512195,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
5,13,0.2805075,1,4,1,2,eng1.4,eng1.2,0.12195121951219512,0.3170731707317073,0.2805075,0.1951219512195122,0.1951219512195122,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
6,15,0.3481793,1,4,1,2,eng1.4,eng1.2,0.14634146341463414,0.36585365853658536,0.3481793,0.21951219512195122,0.21951219512195122,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
7,25,0.28440294,1,4,1,2,eng1.4,eng1.2,0.17073170731707318,0.6097560975609756,0.28440294,0.4390243902439024,0.4390243902439024,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
8,27,0.42604056,1,4,1,2,eng1.4,eng1.2,0.1951219512195122,0.6585365853658537,0.42604056,0.4634146341463415,0.4634146341463415,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
9,32,0.33354342,1,4,1,2,eng1.4,eng1.2,0.21951219512195122,0.7804878048780488,0.33354342,0.5609756097560976,0.5609756097560976,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
10,21,0.29618946,1,4,1,2,eng1.4,eng1.2,0.24390243902439024,0.5121951219512195,0.29618946,0.2682926829268293,0.2682926829268293,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
11,25,0.38695848,1,4,1,2,eng1.4,eng1.2,0.2682926829268293,0.6097560975609756,0.38695848,0.3414634146341463,0.3414634146341463,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
12,5,0.39978057,1,4,1,2,eng1.4,eng1.2,0.2926829268292683,0.12195121951219512,0.39978057,-0.17073170731707316,0.17073170731707316,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
13,11,0.32086506,1,4,1,2,eng1.4,eng1.2,0.3170731707317073,0.2682926829268293,0.32086506,-0.04878048780487804,0.04878048780487804,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
14,1,0.30419576,1,4,1,2,eng1.4,eng1.2,0.34146341463414637,0.024390243902439025,0.30419576,-0.3170731707317073,0.3170731707317073,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
15,25,0.2920711,1,4,1,2,eng1.4,eng1.2,0.36585365853658536,0.6097560975609756,0.2920711,0.24390243902439024,0.24390243902439024,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
16,3,0.34131363,1,4,1,2,eng1.4,eng1.2,0.3902439024390244,0.07317073170731707,0.34131363,-0.3170731707317073,0.3170731707317073,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
17,12,0.32326567,1,4,1,2,eng1.4,eng1.2,0.4146341463414634,0.2926829268292683,0.32326567,-0.12195121951219512,0.12195121951219512,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
18,12,0.32408231,1,4,1,2,eng1.4,eng1.2,0.43902439024390244,0.2926829268292683,0.32408231,-0.14634146341463417,0.14634146341463417,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
19,4,0.40921384,1,4,1,2,eng1.4,eng1.2,0.4634146341463415,0.0975609756097561,0.40921384,-0.36585365853658536,0.36585365853658536,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
20,2,0.44677407,1,4,1,2,eng1.4,eng1.2,0.4878048780487805,0.04878048780487805,0.44677407,-0.43902439024390244,0.43902439024390244,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
21,1,0.38676605,1,4,1,2,eng1.4,eng1.2,0.5121951219512195,0.024390243902439025,0.38676605,-0.4878048780487805,0.4878048780487805,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
22,31,0.36419976,1,4,1,2,eng1.4,eng1.2,0.5365853658536586,0.7560975609756098,0.36419976,0.2195121951219512,0.2195121951219512,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
23,25,0.3105069,1,4,1,2,eng1.4,eng1.2,0.5609756097560976,0.6097560975609756,0.3105069,0.04878048780487798,0.04878048780487798,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
24,21,0.31151477,1,4,1,2,eng1.4,eng1.2,0.5853658536585366,0.5121951219512195,0.31151477,-0.07317073170731703,0.07317073170731703,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
25,4,0.4762087,1,4,1,2,eng1.4,eng1.2,0.6097560975609756,0.0975609756097561,0.4762087,-0.5121951219512195,0.5121951219512195,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
26,37,0.29745728,1,4,1,2,eng1.4,eng1.2,0.6341463414634146,0.9024390243902439,0.29745728,0.2682926829268293,0.2682926829268293,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
27,15,0.4200346,1,4,1,2,eng1.4,eng1.2,0.6585365853658537,0.36585365853658536,0.4200346,-0.29268292682926833,0.29268292682926833,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
28,22,0.48855805,1,4,1,2,eng1.4,eng1.2,0.6829268292682927,0.5365853658536586,0.48855805,-0.14634146341463417,0.14634146341463417,0,2,FALSE,0.07926829268292683,0.3249128919860627,0.35976738714285716,0.344746465
1,27,0.3865977,1,4,1,3,eng1.4,eng1.3,0.024390243902439025,0.6585365853658537,0.3865977,0.6341463414634146,0.6341463414634146,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
2,5,0.38343292,1,4,1,3,eng1.4,eng1.3,0.04878048780487805,0.12195121951219512,0.38343292,0.07317073170731707,0.07317073170731707,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
3,11,0.45152116,1,4,1,3,eng1.4,eng1.3,0.07317073170731707,0.2682926829268293,0.45152116,0.1951219512195122,0.1951219512195122,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
4,31,0.4385925,1,4,1,3,eng1.4,eng1.3,0.0975609756097561,0.7560975609756098,0.4385925,0.6585365853658537,0.6585365853658537,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
5,30,0.5548531,1,4,1,3,eng1.4,eng1.3,0.12195121951219512,0.7317073170731707,0.5548531,0.6097560975609756,0.6097560975609756,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
6,19,0.41712415,1,4,1,3,eng1.4,eng1.3,0.14634146341463414,0.4634146341463415,0.41712415,0.3170731707317074,0.3170731707317074,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
7,32,0.3621389,1,4,1,3,eng1.4,eng1.3,0.17073170731707318,0.7804878048780488,0.3621389,0.6097560975609756,0.6097560975609756,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
8,33,0.25874498,1,4,1,3,eng1.4,eng1.3,0.1951219512195122,0.8048780487804879,0.25874498,0.6097560975609757,0.6097560975609757,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
9,34,0.40133613,1,4,1,3,eng1.4,eng1.3,0.21951219512195122,0.8292682926829268,0.40133613,0.6097560975609756,0.6097560975609756,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
10,33,0.3207515,1,4,1,3,eng1.4,eng1.3,0.24390243902439024,0.8048780487804879,0.3207515,0.5609756097560976,0.5609756097560976,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
11,8,0.41734645,1,4,1,3,eng1.4,eng1.3,0.2682926829268293,0.1951219512195122,0.41734645,-0.07317073170731708,0.07317073170731708,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
12,2,0.32600304,1,4,1,3,eng1.4,eng1.3,0.2926829268292683,0.04878048780487805,0.32600304,-0.24390243902439024,0.24390243902439024,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
13,14,0.35926956,1,4,1,3,eng1.4,eng1.3,0.3170731707317073,0.34146341463414637,0.35926956,0.024390243902439046,0.024390243902439046,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
14,10,0.31470048,1,4,1,3,eng1.4,eng1.3,0.34146341463414637,0.24390243902439024,0.31470048,-0.09756097560975613,0.09756097560975613,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
15,11,0.3300771,1,4,1,3,eng1.4,eng1.3,0.36585365853658536,0.2682926829268293,0.3300771,-0.09756097560975607,0.09756097560975607,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
16,14,0.24558531,1,4,1,3,eng1.4,eng1.3,0.3902439024390244,0.34146341463414637,0.24558531,-0.04878048780487804,0.04878048780487804,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
17,13,0.27951604,1,4,1,3,eng1.4,eng1.3,0.4146341463414634,0.3170731707317073,0.27951604,-0.09756097560975607,0.09756097560975607,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
18,11,0.42180422,1,4,1,3,eng1.4,eng1.3,0.43902439024390244,0.2682926829268293,0.42180422,-0.17073170731707316,0.17073170731707316,0,1,FALSE,0.1210801393728223,0.27090592334494773,0.3687613264285714,0.3805826
