umap.x,umap.y,story
4.2797065,4.9054613,2
4.256574,9.222353,2
4.534224,9.040125,2
3.9049714,8.154247,2
6.021752,4.397701,2
6.6103044,3.2148323,2
3.244265,5.4360943,2
3.4922423,8.124036,2
3.4315019,8.45747,2
5.11846,3.4903202,2
4.6713195,7.1555367,2
5.5351114,8.096236,2
4.406313,3.4461126,2
4.216575,2.7765052,2
4.4959755,3.0913851,2
4.9318967,4.53413,2
5.1808586,2.7669199,2
4.880477,7.9915924,2
6.4144254,8.257748,2
3.6567917,8.449256,2
3.176035,5.191876,2
3.8746161,4.9706974,2
5.262052,2.0050032,2
3.1002924,5.106373,2
3.0580392,5.0766993,2
7.9812717,3.707905,2
8.501941,3.8205683,2
7.452949,4.4919786,2
6.7887936,1.5318742,2
7.2456937,1.7657353,2
7.7281775,3.3462915,2
8.640902,3.8293498,2
8.251222,4.661344,2
4.371546,5.6097693,2
4.216067,5.8691278,2
3.114464,7.7797027,2
7.255888,4.552171,2
3.31935,6.354219,2
3.3328843,6.6514134,2
3.8677998,7.7140284,2
4.1059012,7.594747,2
5.6451983,7.9215045,2
6.5778375,6.1405334,2
4.5844474,6.750308,2
4.7563033,3.3942444,2
4.3037786,3.2275994,2
6.5277343,5.311796,2
6.3106556,8.866719,2
6.5743995,8.042269,2
6.034243,8.368305,2
6.3349977,7.7105207,2
6.426348,7.493411,2
5.8368654,8.970667,2
6.1950955,7.2213645,2
5.696754,9.263846,2
5.373849,6.446874,2
5.860049,5.5259175,2
5.9898267,3.5322616,2
5.6250057,5.8132634,2
3.335806,1.1755261,2
4.9256296,2.0479279,2
4.875863,2.3433492,2
5.380227,4.1907263,2
6.066803,4.9777546,2
4.3525867,3.6710758,2
5.6473002,3.921771,2
5.507036,2.9445498,2
5.226525,2.1379304,2
5.9904857,2.6302724,2
7.378131,3.8321645,2
5.3910623,5.4669876,2
6.6764717,6.851472,2
6.9807196,6.8114195,2
4.500524,3.01475,2
5.4174337,3.6746233,2
5.9903693,2.500682,2
6.479607,6.897292,2
7.507568,7.0796375,2
8.419986,6.5432096,2
8.253009,6.7569504,2
8.223488,6.7798038,2
7.9125886,6.223692,2
7.9728436,7.0092196,2
8.469274,5.942043,2
7.55681,7.0031533,2
7.6118355,5.96229,2
7.8111024,4.9395204,2
8.764999,5.7019444,2
8.042141,3.916978,2
6.6744504,4.0741763,2
5.8729234,6.0820503,2
5.023351,6.59995,2
3.5225306,7.003054,2
6.3918066,8.052274,2
6.3029757,8.539073,2
5.4301906,4.489734,2
6.764611,5.086333,2
7.244838,5.1705136,2
3.8091505,6.3968825,2
5.860885,7.291901,2
5.487487,7.1078057,2
6.019903,9.1130905,2
4.8959646,7.484226,2
5.6940703,6.822445,2
7.821565,2.6722531,2
7.8419614,2.5567667,2
7.190278,2.1894233,2
4.756346,3.6584408,2
5.3838525,2.7439446,2
5.6604896,2.8120818,2
4.1954203,7.125207,2
6.879599,2.8568883,2
7.138242,3.1151454,2
6.898677,2.815692,2
8.560506,3.5332487,2
6.684039,1.6034676,2
7.294694,1.8077683,2
7.852263,3.1344235,2
3.7779987,8.112565,3
4.5354023,8.597753,3
3.567645,5.755118,3
4.505502,7.962355,3
4.7724032,9.418809,3
3.5510213,9.058236,3
3.3052955,9.199973,3
5.248412,8.571072,3
5.104503,9.28145,3
5.244488,8.363476,3
5.1123943,9.105925,3
4.7499733,8.495932,3
4.57531,5.1776676,3
4.7321377,5.132039,3
3.741006,4.221424,3
3.711256,4.042742,3
6.5236096,3.6516266,3
6.1582866,3.6899881,3
4.870803,8.863921,3
3.8752208,9.277621,3
8.204565,5.598197,3
4.398372,4.4355893,3
4.294238,4.8290567,3
3.9061892,9.062984,3
4.6289334,9.461629,3
3.204569,0.938517,3
7.1303687,6.2158246,3
4.5836687,9.096799,3
3.7757664,8.292982,3
5.986382,4.411977,3
6.6816726,3.2144394,3
3.4957693,8.155753,3
3.3886204,8.512047,3
5.272517,3.3923366,3
4.6394057,7.131592,3
5.7792087,8.019853,3
5.477183,7.9454975,3
5.8575287,7.9017053,3
4.17754,2.8843405,3
4.3815856,3.0379362,3
2.8895988,0.8758749,3
4.9813695,4.6674795,3
5.178544,2.7598562,3
4.7487507,7.898928,3
6.3950324,8.304705,3
3.7131402,8.62765,3
3.6157427,5.1237125,3
5.143072,1.9918342,3
3.134437,5.180367,3
3.0060906,4.965247,3
8.004371,3.729075,3
8.550718,3.8222945,3
7.5332384,4.5860686,3
6.804931,1.5194855,3
7.140098,1.6802069,3
7.69386,3.3111758,3
8.627347,3.909346,3
8.261603,4.610905,3
3.026075,4.9762635,3
4.282901,5.740253,3
4.132636,5.95153,3
3.1087208,7.818996,3
7.2127843,4.542833,3
3.326915,6.342841,3
6.743713,8.598234,3
3.3242016,6.656124,3
3.8087988,7.770076,3
4.1128573,7.607205,3
5.1577206,7.5648193,3
5.957381,8.146127,3
6.5172625,6.1542587,3
4.497344,6.7394366,3
4.922981,5.59622,3
4.8600426,2.9846559,3
4.3932304,3.2128077,3
6.542916,5.165573,3
6.331765,8.954563,3
6.5126143,8.0278635,3
6.180558,8.609419,3
6.103541,7.9720244,3
6.4250946,7.700244,3
6.1557565,7.489261,3
5.804511,8.988352,3
6.1269646,7.0675335,3
5.6862626,9.235024,3
5.3497486,6.503306,3
5.952174,5.550101,3
6.8889627,3.3783076,3
5.9765196,3.5097911,3
5.600082,5.8879685,3
2.813003,0.8131435,3
3.1054974,0.9806185,3
2.8365917,0.85194725,3
3.178768,0.9706768,3
4.919619,2.0462925,3
4.8386264,2.340692,3
5.410454,4.3970957,3
4.3887024,3.6609335,3
5.4551444,3.8419242,3
5.5760436,2.877578,3
5.425797,2.2249928,3
6.1244154,2.6780417,3
7.4122844,3.8143098,3
5.396224,5.444983,3
6.8172545,7.0264435,3
6.89445,6.855046,3
7.343136,6.3648443,3
4.4950023,2.9225829,3
5.5556493,3.6549044,3
5.193481,3.8029275,3
5.829248,2.424597,3
6.49067,6.837959,3
7.5372524,7.0253577,3
8.421839,6.5835757,3
8.173587,6.7217965,3
8.071954,6.9088535,3
7.337956,6.42375,3
8.519381,6.4879723,3
8.018774,6.236565,3
7.7444553,6.585128,3
8.103502,7.0575523,3
8.570519,5.7865357,3
8.24899,6.0965104,3
7.5910463,6.9378443,3
7.6321177,5.9020343,3
7.83276,5.0466886,3
8.824208,5.7213006,3
8.0634,4.025158,3
7.792722,2.782209,3
6.6615443,4.070425,3
5.8588457,6.253419,3
5.120173,6.68782,3
3.4270349,6.854158,3
6.457769,7.972724,3
6.358261,8.844142,3
4.4065065,6.6651425,3
5.5252256,4.471217,3
6.7812405,5.126957,3
7.3062143,5.1112123,3
3.776529,6.337309,3
6.1202393,7.2197113,3
5.024412,7.4924617,3
5.6007214,7.0489254,3
5.972969,9.229397,3
5.0348053,7.4062104,3
5.782994,6.7659783,3
7.8454957,2.6486049,3
7.8912063,2.6170774,3
7.6472025,2.2942724,3
7.2055144,2.1247072,3
4.179554,7.117732,3
6.9801493,3.0814068,3
6.8610125,2.848231,3
8.522775,3.6218348,3
6.7382283,1.5053072,3
7.1787577,1.7987163,3
7.87535,3.182236,3
2.9947393,0.95586103,3
3.8993192,7.967252,4
4.40027,8.643147,4
4.153658,4.6010013,4
3.554597,5.720067,4
4.510147,7.994233,4
4.761593,9.423864,4
3.5575671,9.046676,4
3.3275104,9.2162075,4
5.231925,8.701419,4
5.3505063,9.282938,4
5.3441358,8.381154,4
4.980403,9.076796,4
4.533362,8.304436,4
4.5602484,5.1375427,4
4.5320334,5.0634766,4
3.7225668,4.382446,4
3.859963,4.1329737,4
3.2066917,1.346864,4
3.7170918,4.1217313,4
6.208701,3.7050977,4
4.854538,8.823889,4
3.877349,9.263363,4
8.222998,5.5651994,4
4.6352835,4.3781166,4
4.550129,4.3951116,4
4.2213426,4.4200463,4
4.286819,4.843998,4
3.8886878,9.046388,4
4.557783,9.41546,4
3.0851274,1.061424,4
3.1491818,1.0460699,4
7.1248984,6.201365,4
4.6819305,9.037293,4
3.7824485,8.378066,4
5.835533,4.505283,4
6.6544294,3.2330613,4
3.5764837,7.9673014,4
3.4174411,8.134837,4
3.3693502,8.551236,4
5.26956,3.4060845,4
4.6778703,7.1707697,4
5.6091757,8.067421,4
5.2419825,7.9846883,4
5.784741,7.847736,4
4.3147907,3.5780742,4
4.1833158,2.7324653,4
4.4296923,3.0895684,4
2.8522801,0.84029317,4
4.9315577,4.642408,4
5.14738,2.771379,4
4.659647,7.870693,4
6.3657684,8.256168,4
3.5908372,8.539113,4
3.6190958,5.1286306,4
3.1055079,5.1603694,4
3.364186,4.6605997,4
3.003276,5.017856,4
7.936677,3.7900434,4
8.544806,3.819423,4
7.5067844,4.518273,4
6.811729,1.465728,4
7.170864,1.7187068,4
7.76455,3.2512238,4
8.573236,4.0082426,4
2.977262,4.947032,4
4.2996197,5.7419953,4
4.1441374,5.956007,4
3.1515431,7.792283,4
7.2201023,4.519674,4
7.217037,4.5125713,4
3.25604,6.2429466,4
6.632799,8.700315,4
3.353284,6.709521,4
3.8674154,7.6520624,4
4.1240253,7.5847154,4
5.1244607,7.576809,4
5.9589057,8.098119,4
6.4208064,6.16718,4
4.4515085,6.663933,4
4.921704,5.7583685,4
4.9300923,2.9081671,4
4.349708,3.2465632,4
6.4665327,5.3825173,4
6.340309,8.961187,4
6.543762,8.016327,4
6.0866446,8.663006,4
5.9864097,8.024176,4
6.3778553,7.652715,4
6.029947,7.5596743,4
5.842116,9.030493,4
6.447258,6.442004,4
5.637498,9.215984,4
5.3752313,6.4407287,4
5.974031,5.6602497,4
5.930353,5.188297,4
6.704068,3.6922195,4
5.989899,3.449993,4
5.5554266,6.0931168,4
2.8912973,0.8099181,4
3.211222,0.9183567,4
2.861864,0.8607621,4
3.2737277,1.1365973,4
4.8166304,2.2238023,4
4.9943113,1.9990214,4
5.0731797,1.9629884,4
4.8404117,2.2269075,4
3.55603,4.4575524,4
4.7015977,2.9148703,4
5.197921,4.295321,4
6.049826,4.8575015,4
4.318037,3.6111138,4
5.5522485,3.9106085,4
5.568114,2.9571726,4
3.5205202,4.4593434,4
5.2890816,2.1601367,4
6.0824704,2.8310006,4
7.397585,3.7964122,4
5.393867,5.4418535,4
6.8259697,7.069637,4
6.9622674,6.9165215,4
5.260784,3.820953,4
7.288594,6.3556585,4
4.4886107,2.8694813,4
5.5705056,3.672344,4
5.236267,3.7322645,4
5.886866,2.3697486,4
6.424319,6.9022293,4
7.5061812,7.079431,4
8.452676,6.5626235,4
8.130334,6.782506,4
8.132413,6.8329463,4
7.3475623,6.389089,4
8.440957,6.622003,4
7.5333443,6.253461,4
8.022435,7.0669627,4
8.6382265,5.7632003,4
8.255085,6.118356,4
7.619418,6.958977,4
7.6498365,5.8062243,4
7.804036,5.098559,4
8.777942,5.7591543,4
8.040924,3.9843733,4
7.871662,2.698056,4
6.6826673,4.089397,4
7.660867,2.9544349,4
5.6871305,6.34158,4
5.1987357,6.608556,4
3.6565197,6.330582,4
3.494976,6.960993,4
6.367535,8.070587,4
6.325317,8.858342,4
4.405145,6.6790442,4
5.4722633,4.565226,4
6.858892,5.1280437,4
7.284957,5.126694,4
3.7839415,6.2650094,4
6.101223,7.22836,4
4.9830084,7.480092,4
5.523396,7.1739535,4
5.97368,9.291167,4
5.0142426,7.382779,4
5.754586,6.7953935,4
7.8355184,2.686611,4
7.852871,2.5578945,4
7.20398,2.208537,4
4.239986,7.1497273,4
4.1516614,7.0946565,4
6.824193,2.8880296,4
8.488478,3.5950227,4
6.642365,1.5470134,4
7.1410804,1.7128431,4
7.746707,3.0757592,4
