umap.x,umap.y,story
2.4517212,8.103651,1
2.5414495,7.0633945,1
3.2941232,7.009497,1
3.3625839,9.132882,1
3.8362894,5.5349994,1
5.460173,7.3429775,1
5.498885,6.4214168,1
3.5706012,6.5176945,1
2.1043606,7.8516307,2
2.9244983,8.406626,2
3.8709705,7.577812,2
3.711899,8.833939,2
3.086462,5.6040173,2
5.0283446,5.8047876,2
3.66963,8.023365,2
4.691486,8.259848,2
2.2709763,8.665928,3
3.2606514,8.293764,3
3.5012224,7.2986465,3
4.0648746,8.720184,3
3.5017478,5.8580284,3
5.4255047,7.902984,3
5.1408505,6.476378,3
3.2426126,6.299063,3
2.6571054,8.898724,4
2.7264657,7.663202,4
3.9632745,7.0328865,4
4.913958,7.634721,4
4.1585627,6.5902815,4
4.177338,5.8816447,4
4.620929,6.2462897,4
5.429326,6.935226,4
4.6875176,7.0148826,4
