umap.x,umap.y,story
-7.8039694,5.0927405,1
-8.346632,6.2345448,1
-7.904528,6.116028,1
-7.539643,4.8054314,1
-7.5264645,6.954187,1
-3.506499,5.2376475,1
-7.1018705,4.935226,1
-7.146941,7.5565815,1
-5.3223867,8.026221,1
-5.0939097,6.9305353,1
-4.5314837,6.2687564,1
-5.0977817,6.0155506,1
-4.266785,4.741823,1
-7.0125074,7.0628033,1
-7.4804363,7.963303,1
-7.06335,8.061641,1
-7.18066,5.243098,2
-8.186938,5.9529448,2
-6.868563,5.7678847,2
-6.9464245,4.4630113,2
-6.286218,6.864554,2
-3.435496,5.7449617,2
-6.559182,4.69561,2
-6.008746,6.5330977,2
-5.7448473,8.068381,2
-5.3072352,6.285657,2
-5.328751,5.5319314,2
-4.418855,4.9570503,2
-6.5919013,6.3586655,2
-4.4747005,5.9070807,2
-3.2687356,5.5191245,2
-7.914242,5.4195576,3
-7.2433534,6.142149,3
-7.2716804,5.629605,3
-7.3304467,4.5651755,3
-6.629302,7.051361,3
-3.427624,5.3615856,3
-6.764771,4.7692957,3
-5.90222,6.9400454,3
-5.9063253,8.237709,3
-5.301587,7.133025,3
-4.822,6.5215087,3
-5.5461726,5.3840027,3
-4.6983123,4.6765084,3
-6.2596254,7.844827,3
-6.5531406,8.365894,3
-6.7765017,7.804595,3
-7.567267,5.3833365,4
-7.672871,6.3933554,4
-7.711286,5.7173166,4
-8.076234,6.842293,4
-7.7816725,7.218311,4
-7.759498,7.4198284,4
-3.8364384,5.5298743,4
-7.151325,8.22528,4
-6.2546406,7.3414025,4
-5.6993294,8.358163,4
-5.063679,7.228249,4
-4.870601,6.2555723,4
-5.6900716,5.804699,4
-4.5779862,4.4677634,4
-4.0922747,4.891835,4
-6.825421,6.655266,4
-6.915446,8.417087,4
-3.5685556,5.314352,4
