umap.x,umap.y,story,window
14.041488,7.3352203,2,1
12.747241,6.111743,2,1
12.274338,4.578798,2,1
11.7145195,6.716188,2,1
14.1312,9.666359,2,1
13.361594,9.61079,2,1
13.9103365,9.26222,2,1
13.300937,9.1250105,2,1
13.019357,9.033763,2,1
14.597175,9.86705,2,1
13.082192,8.559348,2,1
14.836011,9.820044,2,1
13.374097,7.1511,2,1
12.384843,6.6656485,2,1
11.479226,5.418067,2,1
12.878901,7.0285788,2,1
7.7486954,1.616851,2,1
12.950166,3.5144436,2,1
12.756693,3.8445208,2,1
12.114375,5.221675,2,1
12.066874,6.1224236,2,1
12.798729,4.4624486,2,1
11.601666,4.9648943,2,1
11.71632,3.8856874,2,1
13.200343,3.6290596,2,1
11.166565,4.0258336,2,1
10.60955,5.816147,2,1
12.815933,6.774144,2,1
12.612723,8.100072,2,1
12.317477,8.595722,2,1
12.342427,4.5595074,2,1
11.453672,4.816444,2,1
11.19554,3.6603327,2,1
12.773584,8.141744,2,1
11.74173,8.962396,2,1
10.816217,8.716977,2,1
11.114963,8.918251,2,1
10.901835,8.81993,2,1
11.212778,8.361763,2,1
11.392723,8.999242,2,1
10.339571,8.203161,2,1
11.872507,8.752786,2,1
11.383032,8.02636,2,1
10.453965,7.0829124,2,1
10.118044,8.118866,2,1
9.87242,6.340079,2,1
10.914199,3.2639484,2,1
12.821912,7.514082,2,1
13.73664,6.901572,2,1
15.123719,6.7282147,2,1
13.319685,9.544344,2,1
13.921612,9.593314,2,1
12.356976,5.4805126,2,1
11.492414,6.633483,2,1
11.087909,6.9981694,2,1
14.406553,6.514102,2,1
13.468091,8.452868,2,1
13.486088,8.101662,2,1
14.556803,9.474814,2,1
13.956794,8.199859,2,1
13.31507,7.9112062,2,1
9.596115,5.1156607,2,1
9.490608,5.0979576,2,1
9.971843,4.590245,2,1
13.255913,4.175526,2,1
12.198089,3.8621302,2,1
11.883335,3.7742965,2,1
14.267305,7.0117803,2,1
10.520447,4.8458533,2,1
10.366488,5.1754756,2,1
10.429171,4.833813,2,1
9.25156,6.1945505,2,1
9.763518,3.6520138,2,1
9.656416,4.216536,2,1
9.794516,5.4802465,2,1
15.496547,7.479784,3,1
15.122234,7.9384613,3,1
14.408351,5.7595277,3,1
14.624517,7.922607,3,1
15.580314,9.160508,3,1
16.189243,8.327505,3,1
16.454597,8.450752,3,1
14.917614,8.702277,3,1
15.465279,8.926143,3,1
14.671258,8.346295,3,1
15.189805,8.831354,3,1
14.984442,8.008404,3,1
13.166578,5.8012805,3,1
13.32047,5.67467,3,1
13.71537,4.316071,3,1
13.809255,4.1165724,3,1
11.005631,5.5632243,3,1
11.400466,5.451371,3,1
15.284916,8.406747,3,1
16.052523,8.436892,3,1
10.663474,8.032999,3,1
13.247377,4.9200196,3,1
13.481936,5.046162,3,1
15.943549,8.533542,3,1
15.752924,9.047725,3,1
7.4092717,1.5192381,3,1
11.972575,8.0833025,3,1
15.172643,9.053603,3,1
15.583921,7.6324215,3,1
11.843269,5.800484,3,1
10.765834,5.133878,3,1
15.810578,7.4598174,3,1
16.054142,7.931702,3,1
12.643509,5.0213366,3,1
14.137295,7.6226716,3,1
13.960253,8.769974,3,1
14.216825,8.924901,3,1
13.778919,8.864849,3,1
11.703238,4.546371,3,1
12.010325,4.501126,3,1
7.1143017,1.4730854,3,1
12.98957,5.3702636,3,1
12.10025,3.8178108,3,1
14.451072,8.558605,3,1
13.622693,9.701917,3,1
15.740941,8.025269,3,1
14.101714,5.184164,3,1
13.064255,3.5347657,3,1
14.801924,5.171123,3,1
14.663668,5.0255775,3,1
9.851416,6.083358,3,1
9.443497,6.3704677,3,1
10.506596,6.58778,3,1
9.669149,3.7110095,3,1
9.707656,4.1824436,3,1
9.857487,5.583984,3,1
9.362573,6.523067,3,1
9.918808,6.953702,3,1
14.726813,4.932959,3,1
13.684936,5.8203897,3,1
13.966038,6.1083317,3,1
15.849662,7.0060687,3,1
10.831732,6.397039,3,1
14.863425,6.177481,3,1
14.31249,9.394592,3,1
15.13002,6.3185616,3,1
15.248164,7.2798905,3,1
14.805265,7.4078717,3,1
13.970151,8.321304,3,1
13.7336235,9.225087,3,1
12.311563,7.437655,3,1
14.177057,7.30252,3,1
12.813339,6.266329,3,1
12.486774,4.098686,3,1
12.283962,4.6701064,3,1
11.715793,6.5280414,3,1
14.262514,9.61184,3,1
13.364952,9.5979805,3,1
14.030241,9.537886,3,1
13.658329,9.203789,3,1
13.231817,9.159982,3,1
13.242437,8.874123,3,1
14.5489025,9.90907,3,1
13.075497,8.369438,3,1
14.880522,9.775108,3,1
13.364829,7.1765013,3,1
12.416084,6.7399697,3,1
11.892094,6.2674074,3,1
11.546117,5.358717,3,1
12.941239,7.0930915,3,1
7.0739865,1.4390134,3,1
7.5980215,1.5333652,3,1
7.091252,1.4549237,3,1
7.556665,1.5049572,3,1
13.019011,3.4957123,3,1
12.802437,3.80737,3,1
12.124789,5.416205,3,1
12.737899,4.536191,3,1
11.538238,5.053229,3,1
11.662062,3.8597133,3,1
13.021936,3.525846,3,1
11.083771,4.0654054,3,1
10.556354,5.83955,3,1
12.781965,6.7469954,3,1
12.623724,8.167077,3,1
12.377587,8.589702,3,1
11.7957,8.2818985,3,1
12.305137,4.6333523,3,1
11.505213,4.8036175,3,1
11.183608,4.522421,3,1
11.387091,3.583241,3,1
12.808127,8.158521,3,1
11.779399,8.844067,3,1
10.6984005,8.808775,3,1
10.939923,8.8241625,3,1
11.208262,9.112783,3,1
11.736041,8.280358,3,1
10.757303,8.694242,3,1
11.226046,8.29013,3,1
11.341257,8.64851,3,1
11.23155,9.10676,3,1
10.258921,8.06027,3,1
10.767721,8.204517,3,1
11.821161,8.812056,3,1
11.344681,7.9661484,3,1
10.46051,7.1868353,3,1
10.123586,8.159448,3,1
9.92336,6.4835663,3,1
9.644007,5.1932216,3,1
10.957932,3.3002343,3,1
12.848912,7.624686,3,1
13.718541,7.0288095,3,1
15.103316,6.701351,3,1
13.176073,9.463349,3,1
14.011057,9.693318,3,1
14.224994,7.1222258,3,1
12.186949,5.505954,3,1
11.457771,6.623286,3,1
11.013944,6.982466,3,1
14.400704,6.4373336,3,1
13.237511,8.630713,3,1
13.877124,8.198017,3,1
13.414575,8.043945,3,1
14.662143,9.608835,3,1
13.909629,8.190227,3,1
13.299004,7.901172,3,1
9.618989,5.188474,3,1
9.485981,5.18293,3,1
9.526366,4.8864393,3,1
9.939708,4.5408607,3,1
14.360267,6.9926753,3,1
10.51755,5.0578,3,1
10.451117,4.81636,3,1
9.228791,6.225618,3,1
9.722646,3.6696496,3,1
9.796714,4.294524,3,1
9.794758,5.4993105,3,1
7.2494774,1.5624055,3,1
15.413635,7.5083046,4,1
15.177093,7.9703774,4,1
13.630452,5.204336,4,1
14.388114,5.7123146,4,1
14.646851,7.9666176,4,1
15.535075,9.158721,4,1
16.20754,8.390822,4,1
16.410465,8.431154,4,1
14.905686,8.652705,4,1
10.99104,9.162351,4,1
14.793583,8.340082,4,1
15.23227,8.68293,4,1
14.876527,7.5926037,4,1
13.178139,5.7935834,4,1
13.288973,5.4975953,4,1
13.73994,4.4514785,4,1
13.700041,4.2877383,4,1
7.4398036,1.7976778,4,1
13.851609,4.1761894,4,1
11.279196,5.5079126,4,1
15.358176,8.429914,4,1
16.00735,8.457489,4,1
10.7073,7.987688,4,1
13.191341,4.885569,4,1
13.161356,4.939441,4,1
13.391298,4.7517676,4,1
13.46939,5.0782213,4,1
15.968785,8.517205,4,1
15.815352,8.877096,4,1
7.3580174,1.5481614,4,1
7.4006553,1.5905306,4,1
11.917354,8.11172,4,1
15.107281,9.044402,4,1
15.625736,7.701461,4,1
12.021768,5.7355266,4,1
10.766687,5.1835437,4,1
15.674278,7.288812,4,1
15.943322,7.4054337,4,1
16.127323,7.9372735,4,1
12.566209,5.084369,4,1
14.133343,7.673644,4,1
14.128219,8.752885,4,1
14.302858,8.877846,4,1
13.940647,8.8019905,4,1
12.049671,4.511442,4,1
11.588771,4.5958047,4,1
12.015922,4.5531335,4,1
7.0937915,1.4596676,4,1
13.048505,5.4088674,4,1
12.160948,3.853145,4,1
14.470574,8.500478,4,1
13.633136,9.734145,4,1
15.844749,7.878998,4,1
14.090653,5.1424437,4,1
14.759527,5.1199093,4,1
14.257995,4.6634,4,1
14.582675,5.0603285,4,1
9.743665,6.135459,4,1
9.427095,6.372699,4,1
10.526725,6.5530543,4,1
9.64624,3.651339,4,1
9.679267,4.159489,4,1
9.835313,5.525607,4,1
9.451875,6.6715255,4,1
14.707771,4.929611,4,1
13.728234,5.850352,4,1
13.945814,6.095135,4,1
15.826397,7.0293927,4,1
10.832499,6.341791,4,1
10.881722,6.3652916,4,1
14.959741,6.075324,4,1
14.291198,9.341463,4,1
15.187358,6.430609,4,1
15.209554,7.265411,4,1
14.768579,7.4127827,4,1
13.946072,8.2739,4,1
13.7639265,9.268405,4,1
12.396523,7.4373193,4,1
14.147444,7.264995,4,1
12.916031,6.322842,4,1
12.388498,4.091184,4,1
12.186062,4.711775,4,1
11.952121,6.8100653,4,1
14.328911,9.636872,4,1
13.387345,9.682386,4,1
14.180119,9.465912,4,1
13.699598,9.206627,4,1
13.166553,9.175874,4,1
13.3780575,8.871407,4,1
14.591322,9.898852,4,1
12.505347,7.774762,4,1
14.951743,9.793977,4,1
13.410227,7.1939397,4,1
12.4163,6.9065447,4,1
12.311293,6.405597,4,1
11.922811,6.2538567,4,1
11.498494,5.4378805,4,1
13.042181,7.188106,4,1
7.099669,1.4813868,4,1
7.5321565,1.5752481,4,1
7.113455,1.4761788,4,1
7.7225804,1.6319504,4,1
12.788653,3.6607907,4,1
13.092881,3.5142784,4,1
12.955981,3.444512,4,1
12.819113,3.658279,4,1
14.026921,4.432938,4,1
12.543644,4.191771,4,1
12.089363,5.173021,4,1
11.996539,5.921933,4,1
12.710238,4.5215206,4,1
11.672299,5.000227,4,1
11.738467,3.7701268,4,1
14.084791,4.4202557,4,1
13.161689,3.6072693,4,1
11.148987,4.126165,4,1
10.518395,5.8180065,4,1
12.766292,6.7522445,4,1
12.603687,8.140438,4,1
12.300077,8.6409,4,1
11.061315,4.438869,4,1
11.841577,8.256925,4,1
12.28049,4.4680924,4,1
11.463669,4.7802467,4,1
11.241636,4.4701037,4,1
11.34441,3.5850263,4,1
12.899253,8.1846,4,1
11.735826,8.921967,4,1
10.743441,8.924252,4,1
11.167753,8.943062,4,1
11.157783,9.153323,4,1
11.755134,8.352167,4,1
10.759668,8.744003,4,1
11.551771,8.314609,4,1
11.3226185,9.124497,4,1
10.214743,8.077,4,1
10.714976,8.244254,4,1
11.796479,8.858139,4,1
11.154062,7.761557,4,1
10.516998,7.164418,4,1
10.179708,8.20382,4,1
9.878143,6.3934727,4,1
9.535425,5.1930842,4,1
10.892118,3.2289867,4,1
9.975416,5.608639,4,1
13.153628,7.5205116,4,1
13.711147,6.981249,4,1
14.535904,6.4034767,4,1
15.159664,6.710059,4,1
13.269013,9.522803,4,1
14.040924,9.680247,4,1
14.126227,7.212631,4,1
12.272604,5.511943,4,1
11.479315,6.676113,4,1
10.990568,6.9821706,4,1
14.417126,6.411155,4,1
13.269987,8.661182,4,1
13.889328,8.219072,4,1
13.496943,8.055186,4,1
14.748387,9.633982,4,1
13.892845,8.082923,4,1
13.211289,7.9209194,4,1
9.624114,5.215422,4,1
9.460655,5.096483,4,1
10.0045395,4.6146107,4,1
14.325382,7.087653,4,1
14.316244,6.96383,4,1
10.516491,4.791067,4,1
9.240799,6.135233,4,1
9.715753,3.6323225,4,1
9.695492,4.1368804,4,1
9.82312,5.444281,4,1
10.866356,8.130119,1,2
10.838451,7.970902,1,2
10.836465,7.7103257,1,2
10.243347,7.238314,1,2
10.185203,7.2756286,1,2
12.712456,8.447982,1,2
12.703646,8.294349,1,2
12.652494,8.092174,1,2
12.486567,7.750462,1,2
12.242967,7.4779143,1,2
12.097555,7.31791,1,2
11.432856,7.414259,1,2
11.25116,7.42938,1,2
10.90595,6.370914,1,2
10.845596,6.2596292,1,2
10.795628,5.757381,1,2
10.964378,5.5982127,1,2
11.071996,5.6875744,1,2
11.39818,5.9223485,1,2
11.921679,6.8455667,1,2
11.992151,6.558202,1,2
11.888966,6.391764,1,2
10.166507,6.128056,1,2
10.1705675,6.268607,1,2
11.864405,7.607745,1,2
12.113953,8.574944,1,2
11.944115,9.128911,1,2
11.207451,8.655365,1,2
11.145141,8.644156,1,2
10.74874,8.59727,1,2
9.212624,7.443969,1,2
9.328631,7.4642415,1,2
9.9082985,8.954259,1,2
10.065864,8.996739,1,2
10.102447,9.112837,1,2
8.251227,9.34851,1,2
8.079924,9.137163,1,2
7.695493,7.0103173,1,2
8.410744,6.718197,1,2
8.945534,10.247289,1,2
8.955346,10.179387,1,2
9.04212,9.603354,1,2
9.252481,9.425459,1,2
9.4809885,9.149591,1,2
9.648898,7.020249,1,2
9.571375,7.0701537,1,2
8.641979,4.7862587,1,2
8.617143,4.677607,1,2
8.306849,4.2809806,1,2
7.9113536,3.694099,1,2
7.845055,3.6442988,1,2
6.602712,2.7218025,1,2
6.7903914,2.5173843,1,2
6.897911,2.5046606,1,2
6.955724,2.9096217,1,2
7.0626245,3.1876342,1,2
7.6844325,3.318693,1,2
7.983226,3.3044133,1,2
8.141833,3.2426429,1,2
10.048681,7.919349,1,2
9.946435,8.045928,1,2
9.896904,8.295958,1,2
9.942552,8.376036,1,2
9.266401,12.520285,1,2
9.119013,12.572496,1,2
8.967402,12.445421,1,2
8.540073,12.208949,1,2
8.254344,11.969932,1,2
7.8369036,11.65871,1,2
7.503199,11.571066,1,2
7.481123,7.842266,1,2
7.3585405,7.696786,1,2
7.139372,7.7702203,1,2
6.981406,10.453585,1,2
6.9586554,10.66867,1,2
6.7733,11.43367,1,2
6.6663957,11.524533,1,2
5.7067094,11.478345,1,2
5.594808,11.415379,1,2
4.971804,11.381846,1,2
4.440017,11.308707,1,2
4.285759,11.143824,1,2
4.1304235,10.929958,1,2
11.992801,9.383189,1,2
4.1207633,10.7172365,1,2
4.1339383,10.879043,1,2
4.1327815,10.923913,1,2
7.501051,6.3674393,1,2
7.3906274,5.9936843,1,2
7.3646517,5.74174,1,2
7.1874466,5.928111,1,2
6.8427396,6.173984,1,2
6.724058,6.3057537,1,2
6.4957047,6.523678,1,2
6.1745753,6.1769857,1,2
5.8815513,5.9447336,1,2
5.72001,5.606004,1,2
5.668832,5.4695873,1,2
4.649337,5.0965524,1,2
4.3190413,5.131682,1,2
4.122844,5.338931,1,2
4.017816,5.463939,1,2
3.6964,5.8599205,1,2
3.7418427,5.993851,1,2
5.8557687,6.4715743,1,2
5.6545835,6.3265047,1,2
5.1179156,6.2155643,1,2
5.0320807,5.9759126,1,2
4.937404,5.7474027,1,2
4.9305053,5.638491,1,2
4.9160085,5.754894,1,2
4.5811906,6.109347,1,2
4.188479,6.4053564,1,2
1.2108666,6.799276,1,2
1.2099499,6.732954,1,2
1.2330476,6.6069937,1,2
0.89032006,6.6992188,1,2
0.8803751,6.5123167,1,2
1.0008744,6.177443,1,2
1.3184215,5.9138236,1,2
1.7659913,5.8708014,1,2
1.7097979,5.862341,1,2
1.9707428,5.1961017,1,2
2.1036658,5.056984,1,2
2.3957062,4.9115343,1,2
2.557503,4.8212075,1,2
4.8217273,7.7404165,1,2
4.9099216,7.9751244,1,2
5.0543914,8.184926,1,2
5.4215636,8.470315,1,2
6.913533,9.162293,1,2
6.8722124,8.911684,1,2
6.629869,8.934428,1,2
6.4914002,9.0915165,1,2
6.3093424,9.350905,1,2
6.2204556,9.486999,1,2
6.2355094,9.884439,1,2
6.2508726,10.228523,1,2
6.4386697,10.491191,1,2
6.2145233,10.419364,1,2
5.9521155,10.276295,1,2
5.3800187,4.438477,1,2
5.4416127,4.4291453,1,2
5.7566733,4.628843,1,2
5.9226837,4.9562135,1,2
5.9358454,5.021618,1,2
6.0253906,5.455152,1,2
6.11987,5.609615,1,2
6.582454,8.147986,1,2
6.6289344,8.129199,1,2
6.2684927,2.7655272,1,2
6.2161193,2.8127365,1,2
6.420281,2.4430597,1,2
6.5635138,2.397099,1,2
6.9628444,2.8662438,1,2
7.128562,3.2055218,1,2
10.933279,8.124005,2,2
10.83686,8.044786,2,2
10.791516,8.010057,2,2
10.659458,7.923066,2,2
10.184562,7.2935624,2,2
12.653418,8.387877,2,2
12.632325,8.299739,2,2
12.587678,8.064183,2,2
12.435149,7.8035088,2,2
12.224708,7.498173,2,2
12.082611,7.316858,2,2
11.477102,7.3957944,2,2
11.223918,7.463104,2,2
10.950203,6.5779076,2,2
10.87101,6.3535213,2,2
10.729483,6.0601015,2,2
10.911059,5.802288,2,2
11.409392,5.9385004,2,2
11.924943,6.9803314,2,2
11.986051,6.505844,2,2
11.90144,6.395555,2,2
9.866624,5.9892673,2,2
9.955087,6.0261803,2,2
10.01874,6.037289,2,2
10.146182,6.14405,2,2
10.272424,6.3059945,2,2
11.912156,7.8070197,2,2
11.8060665,8.580383,2,2
11.07552,8.641086,2,2
10.770085,8.569712,2,2
9.258346,7.3622503,2,2
9.520893,7.541713,2,2
10.012221,8.928856,2,2
10.153966,8.981785,2,2
10.036724,9.122118,2,2
9.90542,9.276941,2,2
8.185793,9.338972,2,2
8.122541,9.298418,2,2
7.3755174,6.816475,2,2
7.5728893,6.913112,2,2
7.9791136,6.8489246,2,2
8.365004,6.7403092,2,2
8.944368,10.284506,2,2
8.9091425,10.148301,2,2
9.2420635,9.439808,2,2
9.469445,9.132336,2,2
9.660243,6.9418693,2,2
9.569118,6.973918,2,2
8.566362,4.985482,2,2
8.658821,4.779771,2,2
8.432873,4.457284,2,2
7.868024,3.6981237,2,2
7.8428874,3.6003332,2,2
6.875708,2.4412346,2,2
6.815703,2.4205322,2,2
7.045907,3.0661142,2,2
7.66325,3.359837,2,2
8.091823,3.2729053,2,2
9.969692,7.872773,2,2
9.942993,8.151302,2,2
9.912729,8.373332,2,2
9.297598,12.487193,2,2
9.176654,12.582661,2,2
8.96301,12.435786,2,2
8.568495,12.231082,2,2
8.284067,11.992788,2,2
7.9210343,11.714487,2,2
7.6752534,11.626012,2,2
7.646925,8.003824,2,2
7.5932364,7.911714,2,2
7.3467407,7.6292114,2,2
7.246132,7.5727816,2,2
6.9267845,10.58446,2,2
6.948896,10.7107,2,2
6.889926,11.314056,2,2
6.815594,11.471123,2,2
6.450169,11.648462,2,2
6.0075264,11.631786,2,2
5.804371,11.557037,2,2
5.619192,11.541095,2,2
5.1894016,11.447817,2,2
4.693899,11.280472,2,2
4.456726,11.292572,2,2
4.071402,10.856076,2,2
4.116263,10.744288,2,2
7.322127,5.8181324,2,2
7.2102194,5.9294214,2,2
7.026053,6.110968,2,2
6.560564,6.375525,2,2
6.4484496,6.4827094,2,2
6.166912,6.2254877,2,2
5.889719,6.0483227,2,2
5.7142015,5.598045,2,2
5.6807957,5.5453467,2,2
4.596806,5.088983,2,2
4.238483,5.265465,2,2
3.9773161,5.510421,2,2
3.727851,5.873449,2,2
3.747194,6.0280576,2,2
5.840177,6.439165,2,2
5.578638,6.3383846,2,2
4.4302135,6.4113984,2,2
4.236329,6.480343,2,2
1.2384018,6.749266,2,2
1.2378247,6.7560306,2,2
1.1923254,6.6016088,2,2
0.99742883,6.6387177,2,2
0.94108504,6.174839,2,2
1.0831962,6.048661,2,2
1.3143357,5.9579067,2,2
1.6652409,5.896885,2,2
1.9993211,5.222353,2,2
2.0284567,5.137222,2,2
2.449758,4.881066,2,2
2.5765016,4.834134,2,2
4.890675,7.88439,2,2
5.019139,8.112043,2,2
5.255153,8.380473,2,2
7.0605035,9.757667,2,2
7.2416325,9.585057,2,2
7.152522,9.295175,2,2
6.9227705,8.829822,2,2
6.704175,8.891458,2,2
6.468219,9.162677,2,2
6.268912,9.570172,2,2
6.119778,10.029533,2,2
6.55689,10.477947,2,2
6.5851974,10.478561,2,2
6.093693,10.135355,2,2
5.873319,10.143246,2,2
5.325025,4.442906,2,2
5.461966,4.4564466,2,2
5.9215984,4.9918776,2,2
6.0166006,5.2211266,2,2
6.164651,5.490488,2,2
6.603076,8.055631,2,2
6.571355,8.117253,2,2
6.1382804,2.8877723,2,2
6.1711774,2.8413842,2,2
6.368945,2.5144029,2,2
6.486698,2.31411,2,2
6.6410413,2.2975566,2,2
6.97688,3.0947897,2,2
10.795088,7.9298224,3,2
10.591246,7.551047,3,2
10.169683,7.242252,3,2
12.65228,8.385391,3,2
12.563038,8.29466,3,2
12.567377,8.109895,3,2
12.444589,7.648137,3,2
12.295417,7.276626,3,2
12.18681,7.2647285,3,2
12.052018,7.3277745,3,2
11.307761,7.481773,3,2
11.2143755,7.389682,3,2
10.832362,6.2997007,3,2
10.762623,6.096481,3,2
10.778178,5.7202854,3,2
10.945292,5.6638722,3,2
11.38207,5.8504605,3,2
11.423313,6.0142894,3,2
11.951136,6.767098,3,2
11.977467,6.533862,3,2
11.703794,6.2485843,3,2
10.103146,6.001895,3,2
10.32755,6.303689,3,2
12.048592,8.629367,3,2
12.036945,8.741795,3,2
11.869397,9.091127,3,2
11.307332,8.702725,3,2
11.16037,8.6658535,3,2
10.796046,8.5996475,3,2
9.295664,7.357683,3,2
10.096655,8.951971,3,2
