umap.x,umap.y,story,grain
5.617883,3.4066575,4,1
6.5583706,3.8156493,4,1
1.8388801,6.7554793,4,1
3.3401423,6.7905135,4,1
3.2720652,7.051834,4,1
2.7613487,8.95101,4,1
5.446259,4.65598,4,1
5.376202,4.665685,4,1
2.699823,7.675954,4,1
5.50348,8.510274,4,1
2.7907963,8.020265,4,1
3.3607285,8.7074995,4,1
3.8966124,8.506419,4,1
4.81511,8.370213,4,1
5.739504,8.474633,4,1
6.026413,6.7074876,4,1
4.014472,7.616023,4,1
3.7929032,6.420022,4,1
2.6856048,4.1941066,4,1
2.2811005,4.5156083,4,1
5.2345004,5.6586375,4,1
5.775476,9.0563965,4,1
6.287633,8.288242,4,1
5.7193294,8.922204,4,1
5.697029,8.432021,4,1
5.989654,8.031551,4,1
5.548901,8.077823,4,1
5.630725,9.534308,4,1
5.996457,7.048043,4,1
5.438434,9.623509,4,1
4.4932694,7.0278616,4,1
4.6529455,5.97857,4,1
4.541404,5.6585317,4,1
4.7146873,5.161228,4,1
3.8335054,4.317946,4,1
4.5391326,6.7440386,4,1
-0.40738732,3.7726352,4,1
0.055229507,3.7943316,4,1
-0.42657155,3.795508,4,1
0.19030169,3.8035927,4,1
2.45252,3.5065486,4,1
2.546955,3.1878219,4,1
2.5347328,3.2036088,4,1
2.4847136,3.5406768,4,1
1.7684317,5.9498034,4,1
2.5175738,4.19365,4,1
3.4894717,5.1390553,4,1
4.5852857,5.3258724,4,1
2.1741543,4.876385,4,1
3.5256026,4.7345376,4,1
3.3653872,3.850887,4,1
1.8082049,5.948532,4,1
2.816,3.1913257,4,1
3.7028482,3.524694,4,1
5.4296556,4.067287,4,1
4.3988867,6.3006463,4,1
5.657701,6.639778,4,1
5.986087,7.151544,4,1
2.9202254,4.652153,4,1
6.71123,6.958383,4,1
2.4535367,4.3783455,4,1
3.4658136,4.5429354,4,1
2.940089,4.682231,4,1
3.5480356,3.1602159,4,1
5.366256,7.1014485,4,1
7.3393917,6.866247,4,1
7.6738706,5.9267874,4,1
7.493734,6.36603,4,1
7.148992,6.194137,4,1
6.704798,6.791979,4,1
7.539102,5.8857145,4,1
6.7216935,6.5352445,4,1
7.1100802,6.450469,4,1
7.285314,5.174477,4,1
7.1648655,5.6440783,4,1
7.340813,6.81275,4,1
6.484151,6.0595326,4,1
6.3726463,4.9325066,4,1
7.386976,5.09764,4,1
6.1278563,3.9674423,4,1
5.380326,2.964093,4,1
4.0164404,2.9880574,4,1
5.3958783,3.4024742,4,1
4.8273587,7.006171,4,1
4.3580194,7.2173653,4,1
3.0258975,7.588919,4,1
2.9442263,8.258602,4,1
6.2544394,8.415705,4,1
5.974971,8.868157,4,1
3.9064083,7.6921873,4,1
3.8841078,5.3861904,4,1
5.472836,5.385136,4,1
6.04734,5.2023587,4,1
3.1393707,7.455455,4,1
5.5113373,7.7733965,4,1
4.6638436,8.229154,4,1
5.0506186,7.7445164,4,1
5.453074,9.3930025,4,1
4.6192446,8.173312,4,1
5.0312257,7.338439,4,1
5.4377904,2.8969812,4,1
5.4154806,2.7680907,4,1
4.644915,2.984543,4,1
3.7824566,8.054132,4,1
3.565539,7.9351926,4,1
4.7086396,3.6534283,4,1
6.3049226,3.3386369,4,1
4.1354547,1.9760567,4,1
4.551837,2.3100712,4,1
5.53996,3.1656866,4,1
9.3515215,11.0942,1,2
9.4084,11.176714,1,2
7.571071,11.654976,1,2
9.898324,9.883078,1,2
9.706191,9.69839,1,2
9.238952,9.998722,1,2
9.640916,10.884129,1,2
7.551407,12.677259,1,2
7.6149054,13.0728655,1,2
7.2453146,12.904022,1,2
8.013151,12.472099,1,2
7.2543707,12.183512,1,2
9.212935,10.531944,1,2
6.1056714,13.477303,1,2
8.685133,10.417864,1,2
6.774571,11.479057,1,2
8.732907,11.126551,1,2
8.860306,11.34068,1,2
7.286446,9.907115,1,2
6.3734665,12.77692,1,2
8.405016,9.487655,1,2
8.651327,9.748275,1,2
7.2877507,11.636352,1,2
7.4011216,11.388571,1,2
3.1629028,11.170432,1,2
2.550191,11.096265,1,2
2.8746688,12.563195,1,2
2.83668,12.403172,1,2
2.580197,11.493733,1,2
7.7445436,11.942044,1,2
8.213089,11.504767,1,2
8.5736475,11.7835045,1,2
5.6378446,9.916526,1,2
6.3994713,9.141417,1,2
8.131412,9.288439,1,2
7.419731,10.42474,1,2
6.0152264,10.780215,1,2
6.887446,8.633973,1,2
7.897281,8.337333,1,2
7.4105287,8.012426,1,2
5.036962,10.9083,1,2
4.955043,11.625196,1,2
5.166381,11.576467,1,2
5.006993,11.596781,1,2
6.1146736,12.392473,1,2
6.631275,12.056693,1,2
5.7667713,11.364024,1,2
5.69972,12.132123,1,2
4.7269206,12.443236,1,2
3.968011,12.280761,1,2
5.217742,10.090884,1,2
4.81349,9.218131,1,2
5.629035,12.538525,1,2
4.996858,12.582019,1,2
3.831402,11.853586,1,2
4.1705203,12.164627,1,2
4.489621,9.322359,1,2
3.230189,8.794571,1,2
3.4447894,8.740424,1,2
3.4937713,9.079524,1,2
3.920621,9.264098,1,2
3.0100217,9.658482,1,2
2.9420042,10.438588,1,2
3.8337464,11.417344,1,2
4.365398,10.56982,1,2
6.9357266,10.608494,1,2
6.4261327,10.839839,1,2
6.6671996,10.444523,1,2
7.260851,9.057268,1,2
7.0083528,8.529257,1,2
7.4610643,9.056541,1,2
3.175046,11.860693,1,2
4.0235085,11.72563,1,2
4.510049,12.182843,1,2
6.4950495,10.131898,1,2
3.6060407,12.367722,1,2
3.2087262,12.630805,1,2
2.7768483,12.218735,1,2
2.5757961,11.7243,1,2
9.274563,10.974749,2,2
9.2196455,11.158598,2,2
7.593802,11.568861,2,2
9.947712,9.807736,2,2
9.611236,9.740308,2,2
9.231621,10.002036,2,2
9.64229,10.834768,2,2
7.351688,12.58747,2,2
7.451362,13.083553,2,2
9.130574,9.905007,2,2
7.880339,12.407074,2,2
6.873157,12.463358,2,2
7.1174445,12.2139015,2,2
9.229991,10.405236,2,2
8.58156,10.451115,2,2
6.6830997,11.509024,2,2
8.608481,11.148988,2,2
8.8004465,11.381824,2,2
7.66033,9.468945,2,2
5.8037095,12.859833,2,2
6.178201,12.923141,2,2
8.322338,9.559967,2,2
8.76589,9.746696,2,2
7.3000603,11.602384,2,2
7.5431314,11.449399,2,2
3.3643029,11.033787,2,2
2.552238,11.140361,2,2
2.8504157,12.637488,2,2
2.599548,11.351377,2,2
7.991323,11.710581,2,2
8.347382,11.674064,2,2
5.715429,9.852711,2,2
6.4131184,9.196502,2,2
8.06188,9.082813,2,2
7.724851,10.255914,2,2
6.178578,11.848205,2,2
6.5550394,8.720022,2,2
8.107153,8.633242,2,2
7.9402943,8.215814,2,2
7.4705505,8.237543,2,2
7.2534847,7.9136586,2,2
5.046615,11.049283,2,2
5.166483,11.662947,2,2
6.5579104,12.012488,2,2
5.6531715,11.549635,2,2
5.726515,12.137821,2,2
4.7379093,12.3869915,2,2
3.9927502,12.1835165,2,2
4.9532447,9.769487,2,2
4.833978,9.436325,2,2
5.1880813,12.449708,2,2
4.449135,9.353105,2,2
3.1803787,8.8341055,2,2
3.341508,8.742673,2,2
3.2647088,9.194066,2,2
3.945042,9.260987,2,2
2.8845448,9.877033,2,2
2.988695,10.857352,2,2
4.209946,10.709534,2,2
6.9948726,9.449893,2,2
6.9180264,10.500619,2,2
6.4211464,10.894533,2,2
7.1358914,9.487477,2,2
7.0033484,8.567591,2,2
7.3333683,9.068745,2,2
3.1685724,11.823416,2,2
3.9960802,11.675895,2,2
4.554187,11.974862,2,2
6.5925603,9.804159,2,2
3.7053032,12.283162,2,2
3.074087,12.674125,2,2
2.7906148,12.073827,2,2
9.3468075,11.009907,3,2
7.5816345,11.693516,3,2
9.948586,9.909707,3,2
9.735508,9.669548,3,2
9.183435,9.776068,3,2
9.690258,10.60364,3,2
7.261583,12.558444,3,2
7.543668,13.157785,3,2
6.8369427,12.96272,3,2
9.197364,9.76139,3,2
7.754555,12.434589,3,2
8.543092,12.02322,3,2
9.47936,10.128914,3,2
8.712482,10.341219,3,2
8.410604,10.880735,3,2
8.688719,11.313553,3,2
8.841458,11.385278,3,2
7.773367,9.262813,3,2
7.4715047,9.495785,3,2
5.88439,12.841014,3,2
6.320957,12.964248,3,2
8.218185,9.407202,3,2
8.452146,9.735589,3,2
7.2379727,11.713663,3,2
7.378411,11.494611,3,2
2.6397984,11.123095,3,2
2.9381938,12.637747,3,2
2.8350158,11.990191,3,2
2.6256804,11.030267,3,2
8.046029,11.5301695,3,2
8.556804,11.696925,3,2
5.646937,9.886584,3,2
6.3407393,9.169802,3,2
6.597014,9.243922,3,2
8.013752,8.748561,3,2
7.7591763,10.202012,3,2
6.206214,12.114153,3,2
6.112987,11.618435,3,2
6.7798724,8.678997,3,2
7.98059,8.38755,3,2
7.922925,8.119884,3,2
7.5193315,8.16962,3,2
7.164654,7.9679623,3,2
5.023934,10.939494,3,2
5.045087,11.572063,3,2
5.934238,13.559835,3,2
5.9674754,13.576705,3,2
6.4737287,12.108797,3,2
5.780332,11.506524,3,2
5.0012016,12.385764,3,2
4.5405264,12.341517,3,2
5.042259,10.356322,3,2
4.853483,9.301382,3,2
5.6042247,12.618276,3,2
5.4306,12.776489,3,2
4.3860707,9.515635,3,2
3.5583298,8.868972,3,2
3.3543918,8.952727,3,2
3.4329972,8.764828,3,2
3.3507211,8.632942,3,2
3.1554286,9.090299,3,2
3.9949977,9.24594,3,2
3.0058625,9.654622,3,2
2.8431182,10.520624,3,2
3.5802982,11.493956,3,2
4.268474,10.739445,3,2
6.9571414,9.387339,3,2
7.2567644,10.188546,3,2
6.4519377,11.033833,3,2
6.571738,10.597096,3,2
7.2645736,8.872404,3,2
7.1509447,8.478419,3,2
7.549311,8.836721,3,2
3.1106374,11.81807,3,2
3.174528,11.996007,3,2
6.592529,9.93734,3,2
3.4292827,12.566587,3,2
2.8489373,12.71039,3,2
2.706818,11.844255,3,2
9.4196615,11.001145,4,2
7.409422,12.054569,4,2
10.050799,10.032884,4,2
9.899188,9.7921915,4,2
9.473223,9.666735,4,2
9.244934,9.899164,4,2
9.72471,10.807446,4,2
7.4406238,12.8333435,4,2
7.1829844,13.288538,4,2
7.427591,13.065941,4,2
9.256097,9.917435,4,2
7.9419017,12.513343,4,2
7.1512737,12.42529,4,2
8.466362,12.1081705,4,2
9.383249,10.091609,4,2
6.195029,13.436148,4,2
8.646518,10.457001,4,2
6.781962,11.335184,4,2
8.809491,11.309813,4,2
8.826384,11.437843,4,2
7.8862233,9.219454,4,2
7.638375,9.447657,4,2
5.6734133,12.941243,4,2
5.914531,12.948953,4,2
6.375557,12.839572,4,2
8.193152,9.316233,4,2
7.975723,10.864498,4,2
7.5298805,11.343349,4,2
3.1530378,11.1159115,4,2
2.4877362,11.060466,4,2
2.7603028,12.729439,4,2
2.580422,11.216202,4,2
8.033857,11.379381,4,2
8.597462,11.76085,4,2
5.521102,9.986919,4,2
5.773,9.773695,4,2
6.4500103,9.198101,4,2
8.046497,9.3682785,4,2
7.8797174,8.806487,4,2
7.777371,10.296856,4,2
6.1264844,11.903525,4,2
6.6261024,8.620695,4,2
8.073035,8.593023,4,2
7.942387,8.274826,4,2
7.657112,8.217126,4,2
7.26108,8.010129,4,2
7.2372007,7.833615,4,2
4.907828,10.979612,4,2
5.096964,11.536372,4,2
5.933226,13.555252,4,2
5.901333,13.588723,4,2
6.2557464,12.231004,4,2
6.531969,12.171067,4,2
6.4504104,12.143174,4,2
5.872692,11.404617,4,2
5.6663933,12.271661,4,2
4.894884,12.493806,4,2
4.5985675,12.344163,4,2
5.1006083,10.237255,4,2
4.943968,9.17343,4,2
5.4860168,12.865775,4,2
5.6169696,12.676261,4,2
5.0985475,12.683031,4,2
4.3581347,9.388381,4,2
3.2699077,8.706085,4,2
3.5071464,8.967466,4,2
3.2622766,8.655327,4,2
3.1775384,9.175967,4,2
3.8306704,9.1708145,4,2
2.9291224,9.74323,4,2
2.8542426,10.501942,4,2
